id,price,moonRank,💎 score (%),storeURL,Accessory,Background,Beak,Body,Clothing,Eyes,Eyewear,Headwear
1883,4.2,3441,57.77,https://magiceden.io/item-details/DBR6ZF9NPFwdJF52fYKo21UkbbQ3G8ZF2HuxU1im6sgN,,Biege Dotted,Yellow,Devil,Pioneer Tee,Metaduck,Round Glasses,
1907,4.5,1274,65.93,https://magiceden.io/item-details/825fpN1WH6f1LsGxYDwyQofsyKEr3cPibjDAJ4AgsmvE,TNT,Waves Purple,Goth,Goth,Prisoner,Metaduck,,Eric's Hat
1913,6.5,3857,32.62,https://magiceden.io/item-details/C1sPhJkqJsD3ZjStUzCszQYQPN7KkiJGrHJu6NMn8Eur,,Rays Orange,Goth,Devil,McFly Retro,Classic,Eyes In Water,
1915,2.6,7368,53.53,https://solanart.io/nft/32ZFFmnvtRosAncoCu2Pp57csGFxBxzBCQGUPeGTNpRY,,Waves Orange,Yellow,White,,Classic,,Spades Poker Hat
1924,11,216,6.39,https://magiceden.io/item-details/7TFWi11zvJt6XpHSf5TbudKGzeY2cCWHZLLT6F14oViL,,Dark Drips,Acid Ranger,Acid Ranger,Wild Lover Suit,Stoned,Band Hero Purple,MEOW!
1932,2,5676,68.25,https://magiceden.io/item-details/AACUN9DccwbTocKxHUoWNjPH6koxPNkRpgRV4HW7KvZ5,,Framed Strains,Goth,Goth,Tank BAYC,Classic,,Goldern Horns
1951,4,6258,45.25,https://magiceden.io/item-details/4PM3NR1rcsx723gEJV1e7q7WhRiGCzGJMfcYhwxcL8pQ,,Chess Purple,Yellow,Metaduck,Squid Game,Classic,,Mia Pink
1952,6,7584,18.42,https://solanart.io/nft/37NjExx3ExeQqBrnqeXqjYCj4nxNZuvKG2vNzMUEuy63,,Rays Pink,Yellow,White,,Classic,,Mia Black
1979,5,5734,37.95,https://magiceden.io/item-details/3V33qQRguVU9dBjadpiBfVx9WMQbVifGLPnX7GEMdjH7,,Chess Purple,Yellow,Devil,Wild Lover Shirt,Classic,,Donald Duck
1990,3.5,6601,48.48,https://magiceden.io/item-details/BK2ogxeNtActdjUR23E3NTpvksJgRJXJnZiRncxjRe3e,,Blue Lines,Yellow,Bath,Vest Jeans,Classic,,MDGA Cap
2008,10,7538,0,https://magiceden.io/item-details/FR4uDSfirqj4G8y97wJW47vEHbb9Np9meSYprJNDmGTA,,Dark Red,Yellow,Bath,,Classic,,Red Horns
2016,10,6667,0,https://magiceden.io/item-details/ERihgihY7Mopo6RU3aHQRV9K8PcAC8jxip7hgyQmjCNJ,,Quackgram Lines,Yellow,Hunt,Comedian College Jacket,Classic,,Red Dragon Bandana
2026,2.09,3142,80.41,https://magiceden.io/item-details/FCmJxsNVLbtxdbLnVez6kwsm3awuyb5VxCR8FPBWAH4p,,Chess Purple,Goth,Metaduck,,Stoned,Round Glasses,Cowboy Black
2027,6,5077,31.34,https://magiceden.io/item-details/7B5rhzZusHUjgjcqjyf1pbiPsefYpgrTwc6g7s64SD4v,,Chess Purple,Yellow,Hunt,Lizard Wizard Tee,Classic,,Brain
2033,5,948,62.61,https://magiceden.io/item-details/5qEacrwWb24VwkgaY3rd9wTnxu3gr7Z8Sb8Rf6tGYEw1,,Blue Lines,Goth,Devil,Solana Hoodie,Hypno Black,Death Metal,Ginger Hair
2039,3.5,6668,48.14,https://magiceden.io/item-details/3HRm2t8Ai9VWgkL88pemqBJPskJSYR6rBPywdaTJRWjr,,Rays Orange,Yellow,Hunt,Prisoner,Classic,,Black Bandana
2042,3.9,3606,59.92,https://solanart.io/nft/3SUPpYs9m6bJB3ZMdNUhzovutdUgkeFQT9ua8LZES2fu,,Blue Lines,Metaduck,White,Pioneer Tee,Otherside Green,,Louie Hat
2051,10,720,13.79,https://solanart.io/nft/GiMEUWHhBzrZmnXkYPgthwCDyRZmNZGDkbrgUZQN97bp,Joint,Rays Orange,Metaduck,Goth,Squid Game,Empty,,Louie Hat
2054,3.5,4777,57.88,https://magiceden.io/item-details/5cMEfDVfPHAEnpvP69fpnrvCNzbdyvbYnXnkjfLagfdZ,,Framed Strains,Yellow,Devil,Solana Hoodie,Classic,MF Quack,
2061,8.5,447,30.2,https://magiceden.io/item-details/2pgkLAhfCRQbgYYQhnBBTBbQx8edBJJtPG9vxBt1d5s6,,Waves Orange,Yellow,Metaduck,Tank Black,Dark Cyborg,Skull Eye,Teen Solana
2063,3.4,5994,52.61,https://magiceden.io/item-details/3R3PJAJfdHmUZ1V932nk5FLpszc69oMCMgWjRn8LxaeQ,,Blue Lines,Yellow,Hunt,Tank BAYC,Classic,,Arrow
2082,69,87,0,https://magiceden.io/item-details/3mFXTCgGxj6F6H9qtew4uVU3DZagR8MBugpvJKmzXMTB,,Waves Purple,Gold,Gold,,Otherside Yellow,Red Makeup,Mia Black
2092,7.77,1556,31.78,https://magiceden.io/item-details/Buf6fePvxwmH79DcAPdHcfCoenJ4YXYn5M9k66zcbwkC,,Blue Lines,Goth,Goth,Solana Hoodie,Void,Wayfarer Glasses,Black Bandana
2107,3.8,6689,45.03,https://magiceden.io/item-details/ExcnqvKeES2C6t1TyxWKxp1W4wkZfePVowrpNjE399Zw,,Waves Orange,Yellow,Hunt,IDDQD Tee,Classic,,Ballas Bandana
2117,5.2,3604,46.93,https://magiceden.io/item-details/PK4LDahHQi6awCKsshvRbbeN7gPbgfB7UuSkKR8pAbc,,Rays Pink,Yellow,Devil,Black Cowboy Shirt,Classic,Blue Makeup,Killer Style
2119,20,2380,0,https://solanart.io/nft/DaxTmDJSXR5x5eumAT5LciUKqnEfJnEKbs8U449mR18x,,Rays Pink,Devil,Metaduck,Black Cowboy Shirt,Metaduck,Plastic Bag,
2138,3.5,6080,51.17,https://magiceden.io/item-details/ASzJL6wkdwuitXAcu6eryAeCNynZjUTLTFsCxNhjyxmm,,Quackgram Lines,Yellow,Metaduck,Racing,Classic,,Red Dragon Bandana
2152,9.9,6308,0,https://magiceden.io/item-details/2jiwqAA72V3YmTnhN8PJPxfaQUBX4FCExZF67LL6UbiN,,Solana,Yellow,Bath,,Classic,,Bored Head
2155,15,1147,0,https://solanart.io/nft/CbLBR7Cr69hbcdvUNEPXMaF7QiwatA6BmfboDSHtvJgs,,Rays Dark,Devil,White,Squid Game,Empty,Wayfarer Glasses,MDGA Cap
2157,6,6589,23.54,https://magiceden.io/item-details/6QMeKZqtnUyp19EoLfZf9GKEtGNcGD73w3S7Y62txNAA,,Solana,Yellow,White,,Classic,,Bored Head
2158,3,4818,62.67,https://solanart.io/nft/pz6BkMPKp7SurMpD7hg7YD7DhkDfGbTDdWfNJ4iQ8Dh,,Dark Red,Goth,Devil,Total Black,Classic,,Diamonds Poker Hat
2172,30,4055,0,https://magiceden.io/item-details/nQD9FuigDV4HTEaGw9G4JQirKz43XdXYtPuo6X4nniY,,Rays Dark,Goth,Goth,,Classic,Quack Vision,
2185,3.3,2685,70.66,https://magiceden.io/item-details/FczEXaNqJFq1a7dbP98gBVbDpShu53jt6yr7ZzL9XAjr,,Quackgram Lines,Devil,Devil,IDDQD Tee,Classic,Death Metal,Louie Hat
2198,2.6,2246,79.93,https://magiceden.io/item-details/EhcMUxTQ9KP75U76B7DvQKWyNn7TAqo2Y8H4FipKsbUp,,Chess Classic,Metaduck,Metaduck,Smith Suit,Metaduck,Racing Mask,
2201,3.6,4119,60.27,https://magiceden.io/item-details/7cySaA4uFbunpuNNt8efivAhn3E1nmtMYr7S5oNKJYeB,,Quackgram Lines,Metaduck,Goth,,Classic,Eye Band,Party Hat
2210,5.5,200,61.47,https://magiceden.io/item-details/FLZ2afq1tRcwBYEK991Ss6bhg8ke9efd9Y2646kjHfoF,Cigarette,Dark Red,Metaduck,Hunt,Wild Lover Shirt,Hypno Black,Camo,Louie Hat
2211,15,5760,0,https://magiceden.io/item-details/LnoKYbJ2v88HdvFoc1tvcNhwmGfn7Xa7fjEpVnBBSJ9,,Rays Pink,Yellow,Goth,Smith Suit,Classic,,Ginger Hair
2222,5,4581,43.89,https://magiceden.io/item-details/5GCmzTboEJV4f6aw9iT4jK323FcUULzzgcB7ahHvM2os,,Chess Classic,Yellow,Metaduck,Playduck,Classic,,Brain
2223,400,5650,0,https://magiceden.io/item-details/G1kxjwQN9ciofkYj4my2YU92YKmv4zsS1x3XbE3bR3qZ,,Dark Drips,Goth,Metaduck,Experience Tee,Classic,,Killer Style
2225,10,1646,9.02,https://solanart.io/nft/4UDwK5LjdPL1F7kPA5cc266MHwmejJPTC2Q7bA9EPPgB,,Solana,Devil,White,,Metaduck,Kano Eye,Sambrero
2230,2.6,2846,76.83,https://magiceden.io/item-details/9aGxENWQLpjwRpz8e7UwXYydLjGHTmFTQm7z7zbR5sd8,,Quackgram Lines,Goth,Hunt,McFly Retro,Classic,Eyes In Water,Captain Duck Price Hat
2244,2.5,7557,53.56,https://magiceden.io/item-details/DDN1fttDnPyz42TnF9PaxRTAjcBvNJJr5akLAo7JHhKc,,Rays Pink,Yellow,White,,Classic,,Goldern Horns
2245,3.15,1631,77.59,https://magiceden.io/item-details/5Z4fumXF764woXx28Leg4LRHW1Z5EKKVeyVg9UkHPdzQ,,Framed Strains,Goth,Goth,Outlaw Quacker Jacket,Otherside Yellow,Band Hero Purple,Goldern Horns
2267,3,2732,73.42,https://magiceden.io/item-details/H1vWysdstNDUbCCZwGprcyBkARcvpzt6QSVEjPr86iGM,,Framed Strains,Devil,Metaduck,Experience Tee,Classic,Red Makeup,Eric's Hat
2287,3.95,3330,60.84,https://solanart.io/nft/5KMHjo4w5otgpL3UNRifjc6FHUwxVw6Nt6Wxtw8KeeBv,,Biege Dotted,Goth,Goth,IDDQD Tee,Classic,Round Glasses,Mia Blue
2291,25,2851,0,https://solanart.io/nft/14nhh8EdmpF4BbwBWXJk7dWnZucX4u6pMD1kJEjP2mYT,,Framed Strains,Goth,Devil,Moto,Classic,Solana Digital Mask,Huey Hat
2296,8,2132,26.51,https://magiceden.io/item-details/2u3ZiEbgPnJrTaLosP8Cfv3SjKx7PVQvPingg1hCDHwD,,Chess Purple,Yellow,Hunt,Rancher Shirt,Dark Cyborg,Heist Mask,
2299,15,3464,0,https://solanart.io/nft/9TrjjEmt66AuTkiBYfRBTx4eeE9aVbCKGYwBXy1r33Xt,,Chess Purple,Yellow,Metaduck,Vice Suit,Classic,Wayfarer Glasses,Party Hat
2300,15.25,3666,0,https://solanart.io/nft/A8YiuR2Eze6jsjx69Ez3LWD1L954KWhnwWPg17iuQN4J,,Rays Pink,Yellow,Goth,Tank Motorhead,Classic,Blue Makeup,Goldern Horns
2322,2.09,6738,61.88,https://magiceden.io/item-details/DvCNqLM12PcXCsDjyqE127tNNK8itm7bB4m78FiYa4sy,,Rays Dark,Yellow,White,Tank BAYC,Classic,,Mia Blue
2345,6,815,53.3,https://magiceden.io/item-details/Fj6h71N5Kn8G3izukUqGcHRgs1Gcbhg4wUxtGoAC1T4u,,Rays Yellow,Goth,Hunt,Pioneer Tee,Robo Magenta,Solana Digital Mask,Dewey Hat
2356,60,365,0,https://magiceden.io/item-details/CJHG5CF7NKLzhEcs61HMLnKC6TEtCtnHjsytmbvfphdq,Cigarette,Waves Purple,Yellow,Hunt,Tank Motorhead,Hypno Red,Death Metal,Black Bandana
2359,25,1256,0,https://magiceden.io/item-details/DQ6keffJU5jWLmHm3B2cvfbpnCVujFbNphnVuameMgUL,,Framed Strains,Zombie,Zombie,Tank BAYC,Stoned,,Huey Hat
2365,2.99,1534,79.69,https://magiceden.io/item-details/HLDQTWtsQ7AAS7Lh3G8ZCBqbthdJJiQynMBpFUWwjVNB,,Rays Yellow,Goth,Goth,Tank Black,Metaduck,Wayfarer Glasses,Spades Poker Hat
2377,5,2195,56.19,https://magiceden.io/item-details/9U3QmxzZ5YFVehQgBjK7ynE38iksrLEKhjV5SZRQLyzf,,Rays Pink,Metaduck,Goth,Tank Slayer,Hypno Red,Mighty Quacks,
2391,4.2,6617,41.4,https://magiceden.io/item-details/CD2NLzfLaJPwzNVRMonAp3EMGb6RDYRBYpwhJDUTDmrg,,Ducktrix,Yellow,Devil,,Classic,,Trailer Park Hat
2414,3.5,2324,70.52,https://magiceden.io/item-details/AYLpe8wGfuBZML69Xb58asD8y75DjGi77KhrBAQ6fnUx,,Quackgram Lines,Devil,Hunt,McFly Retro,Metaduck,Racing Mask,
2427,5,2258,55.86,https://magiceden.io/item-details/5LRNEMJmeKkNX4ZaVgGqvSUr2z2E47daw6Saf9dQzjU9,,Rays Yellow,Devil,Devil,Leather Jacket,Metaduck,Mighty Quacks,
2439,10,728,13.75,https://magiceden.io/item-details/AT8usFPSf8wAuvxyM6AX3CqEmNpzELHWaHGV3M6EsDqF,,Waves Orange,Goth,Hunt,Babrie Coverall,Robo Magenta,3D Glasses,Red Horns
2449,3.5,3252,65.74,https://magiceden.io/item-details/6cFVUo6wDTNHqk8AD6MW7JioNpYtdenfzBN4HpRTRfJ8,,Rays Dark,Yellow,Bath,Squid Game,Void,Plastic Bag,
2452,4.2,5671,46.28,https://magiceden.io/item-details/R92NhTtcQHyVm3dD5b4iYuLmBtqqvxCvDxiX6BLKUAm,,Solana,Yellow,Bath,Wild Lover Suit,Classic,,Sambrero
2463,14.9,446,0,https://magiceden.io/item-details/EMafrwZEx9Fv6CerVsYWaqcZDcXgcT1DWQjcL9Y7D78f,Isle Tattoo,Chess Purple,Goth,White,Wild Lover Suit,Classic,Wayfarer Glasses,Huey Hat
2467,2.8,4857,64.47,https://magiceden.io/item-details/Fyjx1XsZvv2kZDEmKFJNiytZh55iUTJGb9cJM4uSWzFS,,Biege Dotted,Yellow,Bath,Basketball Air Red,Classic,,Strong Beak
2471,3.33,3663,65.32,https://magiceden.io/item-details/EVS5R1LtN1tTiSh9Vdui1nDdsxPsHw2Fc4XssXRj2HiN,,Rays Orange,Metaduck,White,Basketball Blue,Classic,Hockey Black,
2481,5,3878,47.52,https://magiceden.io/item-details/CMuDcV6NNdmM6FTCFrF5eoC8z2PbzSj323VsvsAYMiL4,,Dark Red,Devil,Bath,Raspberry 90s,Classic,Hockey Black,
2500,28,57,0,https://magiceden.io/item-details/2RedWtUxzYemaovdeF49AEmqr4dMZeSjUDP43ABdjAVN,,Chess Classic,Jelly,Jelly,Total Black,Otherside Yellow,Hockey Rage,
2507,30,300,0,https://magiceden.io/item-details/A8QMLJaVH3wT5fJCYU7G6R3tWBFnz5mzzXUNU3HX8j6y,Spiked Choker,Chess Classic,Acid Ranger,Acid Ranger,Prisoner,Void,,
2510,4.88,5035,42.75,https://magiceden.io/item-details/ChatENvodLLyMNnVGcbsZ8YG6E7D7F5ia9QYT3ejiK4B,,Red Dots,Yellow,Metaduck,Outlaw Quacker Jacket,Classic,Heist Mask,
2520,3.59,1403,74.37,https://magiceden.io/item-details/J79bwejvxJ6G3FFJ2a8JyfTbSJuW7LioYZ95LAChW9xQ,,Dark Drips,Devil,Bath,Billie Quack Armstrong,Otherside Yellow,Eye Band,Cowboy Black
2523,3,4979,61.84,https://magiceden.io/item-details/CLpsH18C9ACe8gKqZ7BPFk7o1ZyDXC4r7tbHC4fbA52s,,Rays Orange,Metaduck,White,,Metaduck,,Sailor Hat
2532,3,3024,71.92,https://magiceden.io/item-details/E4DozR3eRTDMwzvNLDdprB7xMzFStwrR1Fq2o8QruHhh,,Rays Dark,Yellow,Goth,Basketball Duckstars Black,Classic,Red Makeup,Party Hat
2547,3.5,5235,55.52,https://magiceden.io/item-details/7Co5V3cGikEvnXKtRKDGcfYpnRZjkyHjVH11Rg2tgbc,,Chess Purple,Yellow,Bath,Pioneer Tee,Classic,,Introvader
2548,4.5,858,68.08,https://magiceden.io/item-details/CegEhLvbQsHT6KbUBPdRTx7n9b3cqmRrFw6S5YuGy8YW,Cigarette,Red Dots,Goth,Goth,Solana Hoodie,Classic,Camo,Huey Hat
2550,2.7,5402,62.66,https://magiceden.io/item-details/6Tfa8aNMtWdBvVUbaCsuJTCEWe8xotJz826EgL3dkp44,,Blue Lines,Goth,Goth,Donald,Classic,,Mia Blue
2587,7,1617,39.17,https://magiceden.io/item-details/92kX65NwJSEETEuSYeEPE876B91Pe89LbyLK4j6qpRAK,,Waves Purple,Yellow,Metaduck,Vice Suit,Otherside Yellow,Eyes In Water,Purple Cap
2595,4.2,701,71.89,https://magiceden.io/item-details/Enr55EaGpuKTffNa3cLVWA4krAoxgddygBDcjFiLxDPX,,Quackgram Lines,Zombie,Zombie,,Stoned,Round Glasses,Black Horns
2623,8,7510,0,https://magiceden.io/item-details/9ghDBnthQuVt9eHhGUSueBAoZmKxDmsuCA9gDL2fy7pB,,Dark Drips,Yellow,Bath,,Classic,,Goldern Horns
2624,6,2557,44.32,https://magiceden.io/item-details/4HNUWLi9CLwtEve3z1LiaQVVx9vBqdz95tvv5K8XhbB7,,Red Dots,Devil,Hunt,,Stoned,Band Hero Hendrix,MDGA Cap
2634,11,1694,0,https://magiceden.io/item-details/2jb4zaf51MdiijgAKrsgmbxWN6n2SQzJDYJmS2xzc6p8,,Solana,Yellow,Metaduck,Wild Lover Suit,Zombie,MF Quack,
2636,2.39,3371,76.23,https://magiceden.io/item-details/HYovNL5JRQL4bUsXwycgvaGndafVJuddGoNqeD5qTG6y,,Dark Red,Goth,Hunt,Billie Quack Armstrong,Classic,Eye Band,Cowboy Black
2692,2.29,4045,73.75,https://solanart.io/nft/B3pboidshzpzuEvz5AF5H5st7AiXshcuJQ5NCvxATqWy,,Dark Red,Devil,Hunt,Tank Motorhead,Classic,Racing Mask,
2697,7,7274,10.01,https://solanart.io/nft/2s6QqLLVDwniqoSuGAg4nFjA5J2WZHfs1yZCRo2VhpcZ,,Waves Orange,Yellow,Goth,,Classic,,Viking Helmet
2699,20,3132,0,https://magiceden.io/item-details/2SAaLbUVzdqg6T6NsTBfgoc8prNFveiZ2W5XzahhD1kH,,Rays Pink,Yellow,Hunt,Duckguy,Classic,,Brain
2739,2,6415,64.44,https://magiceden.io/item-details/3uVKhbPTMpbwTdwSZ7zQfiHZwDMf5ipjNzNL4KGofCQJ,,Dark Drips,Yellow,Devil,Babrie Coverall,Classic,,Cowboy Black
2751,4.5,4076,51.5,https://solanart.io/nft/nJjGMw62f2Dtw4V3xLxjUVpJqvBAah537apKDPZK6yp,,Waves Orange,Goth,Devil,,Otherside Yellow,MF Quack,
2752,6,453,55.17,https://magiceden.io/item-details/G4dVgy5Eyfr4tweXVPCYMdwCDEAH3YkpCh5pfhwZmiBT,,Rays Dark,Acid Ranger,Acid Ranger,Tank Slayer,Otherside Yellow,Plastic Bag,
2763,3.4,3836,63.73,https://magiceden.io/item-details/9XPgfbDEeUuYx3zyiQKMWPSyEiDNyR38r295XJcTk9o6,,Waves Orange,Yellow,Devil,Total Black,Otherside Green,,Mia Blue
2771,4,4675,53.41,https://magiceden.io/item-details/CHgmS5ZtVZu88CGvz41ziyfeBepxbzprzrMp8FX8XEJA,,Dark Red,Metaduck,Goth,Vercetti Shirt,Classic,,Party Hat
2774,3.2,3543,67.24,https://magiceden.io/item-details/FJYsWvbxMdgdfMkDubfvewjnQEdhMZtzznZ1Nx8u1Uqy,,Red Dots,Yellow,Hunt,Rancher Shirt,Stoned,Death Metal,
2777,20,118,0,https://magiceden.io/item-details/9U4GJFLT8wwXLSuskGxSTeyaQ6nq9f77za1D4gqwqzoA,,Rays Orange,Gold,Gold,Coverall,Classic,Wayfarer Glasses,Captain Duck Price Hat
2801,2.89,2145,77.55,https://magiceden.io/item-details/DYt19utr34KwvMXUuDgxyN947eKphavqvZ4RyqPU6iA2,,Rays Yellow,Devil,Goth,Leather Jacket,Strab,Hockey Black,
2802,8.58,1359,24.7,https://magiceden.io/item-details/7Ue8qB3AS7KKMj3zMWRiQ4xbUU4Ku7P2ECKAUqmk2igi,,Rays Pink,Goth,Bath,Vercetti Shirt,Otherside Yellow,Cyclop,Cowboy Black
2866,4.2,5798,45.62,https://magiceden.io/item-details/Bh3HRZCmAxmsB6cDK4dbeJEWQoR5xTLbyW96mwmkJBNb,,Chess Purple,Yellow,Bath,Donald,Classic,,Teen Blonde
2869,55,4363,0,https://magiceden.io/item-details/3SraZ769JLhg76CaLnpjLE5akEV8h6qCYnyLDXZR8s4z,,Waves,Yellow,White,,Classic,,Shiny Treasure
2881,8,332,35.79,https://magiceden.io/item-details/2Q77CEZAG7DLvSAgy96iCtLnxFJCxntXLqBotwZtgKrg,Joint,Waves Purple,Acid Ranger,Acid Ranger,,Empty,,Purple Cap
2890,7.9,1835,29.04,https://magiceden.io/item-details/DgDfUAZNorw8mNb9a9E6CXaoLr1mWU5AWnp12Qmurzks,,Dark Red,Metaduck,Hunt,Regal Suit,Void,Cyclop,
2891,30,5551,0,https://magiceden.io/item-details/5FJgSM1EKb578CNGkVdwtraRu7opfEibdeLRyKE3KRzZ,,Waves,Yellow,Bath,Wild Lover Shirt,Classic,,MEOW!
2899,8,477,35.04,https://magiceden.io/item-details/Gg82v8JWREjcK6ZSsUJvdbgSFZLKmfacipm2wiU8Cpu7,,Solana,Devil,Hunt,Prisoner,Hypno Black,Skull Eye,Black Horns
2900,6.5,5139,26.02,https://solanart.io/nft/1EKTrRSZ2eu5k7mi5L1GL1kAxZd3TVd7CEcsFCkif8A,,Chess Classic,Goth,Devil,Playduck,Classic,,Captain Duck Price Hat
2908,3.3,7314,46.81,https://magiceden.io/item-details/4n4P3XhXuAKrcVacu1nuXBPBcderqHidsqdToTKaqTUj,,Rays Yellow,Yellow,Bath,,Classic,,Viking Helmet
2927,9,3487,9.53,https://magiceden.io/item-details/9ryJzbrAywc3VW5eBTBcHBDpfmeWo8Y9sj2e4xzq7yLo,,Chess Purple,Goth,Bath,Coverall,Classic,Solana Explorer,
2928,11.11,1463,0,https://magiceden.io/item-details/7qDpWoPKTuYwe7zacsTdVLX6dEXmKBCyqP6hLJHtLuBH,,Biege Dotted,Yellow,Hunt,Wild Lover Shirt,Robo Magenta,Eye Band,Purple Cap
2929,2.5,2654,78.82,https://magiceden.io/item-details/A4HSsUQWommaqsczcf8pBqHJLCc5vu4gAFPhF3JnA57u,,Rays Yellow,Goth,Bath,Lizard Wizard Tee,Empty,MF Quack,
2934,1.8,7289,61.94,https://magiceden.io/item-details/JVM1sR6oBCf9uT2HBE7JmPL47TnWgYAHFLK4jjeW6NB,,Rays Yellow,Yellow,Goth,,Classic,,Ginger Hair
2943,3.5,2754,68.31,https://magiceden.io/item-details/A1m1yjKSG5oq4b3GAmdfjmSz1fmtQmyqD1QhJRQozMC2,,Waves Orange,Goth,Hunt,Vercetti Shirt,Classic,Band Hero Purple,Diamonds Poker Hat
2976,5,6702,32.96,https://magiceden.io/item-details/BViGcHKdYRLw6xQWyg5zY41FfkMUg5Uo9hRdAt3FdRDV,,Quackgram Lines,Yellow,Hunt,Vest Jeans,Classic,,Louie Hat
2982,3.5,1448,75.04,https://magiceden.io/item-details/DpcXp5tSNRZMtWYeXDR92Du9F3ShurfgD1QeMTgm8HiC,,Rays Dark,Metaduck,Bath,Wild Lover Shirt,Otherside Green,Death Metal,Louie Hat
2988,11,6751,0,https://solanart.io/nft/DX3rQ2H43YcwZFgRm5DTz6brZRNDDXpKjPSDr8vhsVf1,,Rays Yellow,Yellow,White,Comedian College Jacket,Classic,,MDGA Cap
3012,5,251,66.21,https://magiceden.io/item-details/4fZw4Efyo3rN17FWimno1sAjWmiGnqzcf2PPGQo9FExv,,Dark Red,Zombie,Zombie,Regal Suit,Otherside Yellow,Glitch Digital Mask,Killer Style
3032,6.49,1889,42.87,https://magiceden.io/item-details/EqhJjQLDWB99jGzCXuKxtDs9jEu4K7qctJG7mNNZ1S5A,,Dark Drips,Zombie,Zombie,Babrie Coverall,Classic,Hockey Black,
3057,4,6953,41.67,https://magiceden.io/item-details/FcZP7fqgv4XCejQoGipcANN5Ehs3JwBrUQD2v4tGQAYb,,Ducktrix,Yellow,White,,Classic,,Brain
3064,3.5,7043,46.21,https://magiceden.io/item-details/4W4Es1DeCzRUJJ97KawXgzKQ363F1gFjgZvra5tnnngE,,Ducktrix,Yellow,Bath,,Classic,,Strong Beak
3076,4,4425,54.7,https://magiceden.io/item-details/7gx4uNRprfhV9fUewLv848haRVmPXcCG7K7r31VmYY1Y,,Red Dots,Metaduck,Metaduck,Squid Game,Classic,,Donald Duck
3081,2.8,4240,67.65,https://magiceden.io/item-details/29KrF36kuS3dsqJT2KzPV1ZiYKwPMSnqxFveJGUgv8J2,,Rays Orange,Devil,Bath,,Classic,Band Hero Purple,Eric's Hat
3091,4.5,2076,61.8,https://magiceden.io/item-details/4VuqQcjUUhXNEem8ybpL3cemx9WcSExwyY8m7h8WaGL4,,Waves Orange,Yellow,Hunt,D.O. Double G Tee,Otherside Yellow,Eye Band,Captain Duck Price Hat
3102,4,7520,38.75,https://solanart.io/nft/6pGykdF2fZQXqmbgfHSWicfgWcntfUwYiLMV3dhz3gnb,,Blue Lines,Yellow,Goth,,Classic,,Black Horns
3103,1.85,5812,69.05,https://magiceden.io/item-details/8MdpKM23VygwiRbfE4oQiDKZ5jevDWRmK5B89DWUJ1vX,,Biege Dotted,Yellow,Metaduck,Billie Quack Armstrong,Classic,,Strong Beak
3105,3.6,4181,59.95,https://magiceden.io/item-details/pVx5biLNiSyBXVQnQ1P1MHFE7UnKdHHh3KbVCFKiocu,,Waves,Yellow,Goth,Experience Tee,Classic,,Octo Hat
3116,10.2,4194,0,https://magiceden.io/item-details/A45NQNvw7UbQyJUy1kD2BuNQb5SQyVafGAkpWP7wQDxb,,Dark Drips,Yellow,Goth,Moto,Classic,,Derived Brain
3127,10,3979,0,https://solanart.io/nft/FNbb1wq2TesZUnbhB3U91M3QftNRrjnH8JupVDe9cSDr,,Red Dots,Devil,White,,Stoned,Hockey Rage,
3137,3,7651,48.07,https://magiceden.io/item-details/2tPy5QQUrBNY2UE5R4okSMXys7tuMF2bKh4jzVJ8Xdm2,,Rays Yellow,Yellow,Goth,,Classic,,MEOW!
3139,4.99,1507,59.83,https://magiceden.io/item-details/2hwNRhZmv7km1m863K5insYsAbJX5RA5rKLwSCaYnR3c,,Rays Pink,Goth,White,Kill Duck Tracksuit,Otherside Yellow,2477 Mask,Mia Blue
3165,3.27,3833,65.05,https://magiceden.io/item-details/CwQF2cvSub3ytV87K3XgbckNgHimeUCVehytGBtQuBc6,,Dark Red,Yellow,Hunt,Billie Quack Armstrong,Void,,Louie Hat
3166,4,3812,57.86,https://magiceden.io/item-details/6gvZExi8ZydxCFWwNvFjFKeipdeh7RnpGU5zoxvcoH4x,,Rays Yellow,Goth,Goth,Smith Suit,Classic,Crystal Lake Duck,
3176,2.59,7559,52.65,https://magiceden.io/item-details/GSJVzbcsBxZPgLUvnhdsz1wm3wf7F8WXBvLCRntQBSzM,,Chess Purple,Yellow,White,,Classic,,Goldern Horns
3186,45,1987,0,https://magiceden.io/item-details/4ueGw71NWUTMnxNBRoJjJdTGrNczm43Ym72zqaNyA2pv,,Quackgram Lines,Goth,Goth,Liquid Tee,Classic,Quack Vision,
3206,5.9,347,56.71,https://magiceden.io/item-details/5u3Dqk3i8jL7EnEwCSRNQpc45Hz7MVeiz1TDGVBdhyX7,,Biege Dotted,Zombie,Zombie,Wang GOFL Tee,Otherside Green,Band Hero Purple,Killer Style
3213,4,1441,70.07,https://magiceden.io/item-details/6FGX2kqcxq8vA6j2nBGtfSMrxWZqWa1JZoFTNgCfWB6w,,Dark Drips,Metaduck,Goth,Tank BAYC,Otherside Green,Eye Band,Cowboy Black
3222,10,1002,12.34,https://magiceden.io/item-details/Bs3iV7r4zCUmwWk1HbSR4LRtpEcQ42xseSrZrX5G2gKH,Cigarette,Waves Purple,Devil,White,Leather Jacket,Otherside Yellow,,Cowboy Black
