id,price,moonRank,💎 score (%),storeURL,Background,Big Item,Floor,Floor Item,Grand,Room,Small Item 1,Small Item 2,Story,View,Wall,Wall Item
278-16,5,7493,26.63,https://solanart.io/search/?token=2qjz12XA1sST2TY3a4dRJtrPpveBMBJEiHcRnY8Pm9Db,Blu+e1,Purple Cornered Couch,Sand,,,16,Brown Round Coffeetable,,278,Purple,White Smooth,Clapperboard
278-10,49,444,0,https://solanart.io/search/?token=KX9heWkpdoi4sDAScmpR8Prsf9gJZZs1jAieMsUfzgv,White,Morning Dining Table,Grass,Plants,,10,Brown Coathanger,Gmoot Loot,278,Orange1,Pink Smooth,Heart Sign
279-6,0.75,8392,65.51,https://magiceden.io/item-details/4Tfyvvf3F5cjywvhjk1QxyihUpPwCGUhjLRB7NGbZivq,Rose,Silk Couch,Darkbrown Tile,Crystals,,6,Safe,,279,Black,Darkgray Stone,
279-10,1.99,5056,66.54,https://solanart.io/search/?token=Fj4ufeq5Xh7hJXKL6jZXm9U27UMj9jc7bUdxq1hU3LZq,Black,Purple Cornered Couch,Sand,,,10,Futuristic Round Coffeetable,Modelbot,279,Black,Jungle Tree,Neon Gn Sign
279-13,3.88,192,67.23,https://solanart.io/search/?token=FbEqkNawj2N1rQCiN73RRZkmAdowM5XB3Aw8U15ckc6n,Blu+e1,Brown Chairwplant,Silver Tile,Sneks,,13,Black Cabinet,Console,279,Blue5,Blue Crystal,Neon Grindset Sign
279-9,10,2588,0,https://solanart.io/search/?token=DFByRTVRo6waTU2VQ2osx3GEQYkQqcVPngY2Trn5S1MA,Blue2,Silk Bed,Cobblestone,Fish,,9,Brown Bedtable,Sombrero,279,Purple,Green Crystal,Neon Gmi Sign
280-4,4.9,2781,46.6,https://magiceden.io/item-details/3dy1Lk2ncvw7Cg1cQnGqkfLovTfQwvG3rPuvywHG13je,Purple1,Morning Dining Table,Darkgray Wood,Confetti,,4,Brown Coathanger,Normal Loot,280,Black,Orange Crystal,Neon Gn Sign
280-16,0.825,8940,62.55,https://solanart.io/search/?token=HCSpeUBWNYBsc2i8yokJpnYkmfVfaw19fmRJ61kdARZS,Blu+e1,Bar,Silver Tile,,,16,Canstack,,280,Goldwhite,Orange Crystal,Candles Shelf
280-13,4.8,8331,25.25,https://solanart.io/search/?token=FtkSrv1TYUCpxWWDfzvzb3uM9F83EWHdZ6eSK23Bsfxe,Black,Lunch Dining Table,Silver Tile,Crystals,,13,,,280,Blue4,Bronze Metal,Neon Arc Purple Sign
281-10,0.8,1260,93.73,https://solanart.io/search/?token=6iW8K3q8K19w6kBtDMrcWANCTKAfWAnqAf8AoDQEDZkT,Purple1,Purple Cornered Couch,Darkbrown Tile,Crystals,,10,Futuristic Round Coffeetable,Modeltruck,281,Blue3,Forest Tree,Gold Clock
281-9,2.1,8878,50.05,https://solanart.io/search/?token=C2UXbjH9YmMpEKDrBQk9k2q9SCSjJRdCvx5gaHyyo8pw,Black,Cotton Bed,Hay,Confetti,,9,,,281,Orange1,Gray Panels,Ice Clock
281-13,3.5,1372,66.27,https://solanart.io/search/?token=CMsXKTN67k9Qoe9qP1uvBvjD5p2QQyXXhRKqFwivF73H,White,White Bed,Darkgray Wood,GN Slippers,,13,Brown Bedtable,Wizardhat,281,Black,Darkgray Smooth,Ice Clock
282-6,5,8211,23.73,https://magiceden.io/item-details/8rYrQzQXqDE2BT988Ag3qneLkJbJ6WctYMpkadufZYs4,Purple1,Bar,White Slate,,,6,,,282,Purple,Lightgray Smooth,Lights Poster
283-18,2.99,641,74.32,https://magiceden.io/item-details/J6DEsbvn3iMvZtXUhTU3EoByu6cEBpCzpYssMiJ8Lqhy,Yellow,Treadmill,Grass,Crystals,,18,Barbell,Towels,283,Green1,Steel Metal,Candles Shelf
283-12,3,4113,60.24,https://magiceden.io/item-details/BHnsx8ePd2JJaqYwqTGh2ve8FTLrNxwydhSqyne2ZVN3,White,Blue Cornered Couch,Cobblestone,,,12,Brown Round Coffeetable,Modelspaceship,283,Pink,Ironrusty Metal,Sol Black Sign
283-5,5,8897,20.97,https://magiceden.io/item-details/DZcbpP7Fv56Gtfj5rPNgj1qRJCeffyLL6JV7pAj3wb9x,Pink,Silk Couch,Void,,,5,Bike,,283,Black,Darkbrown Planks,Gray Clock
283-3,5.5,4718,32.8,https://solanart.io/search/?token=5fXwVYMjEBRgAwzpqMzrS9s1vn4t9DEDvwPqJ5zEnm9i,Pink,Futuristic Cornered Couch,Gmoot Tile,Bananas,,3,Pyramid,,283,Purple,Darkgray Stone,Neon Arc Blue Sign
283-15,10,2281,0,https://solanart.io/search/?token=Gv4Jnj3Ghv5ZABB7xNNGjMQeXhz569T2a6FK8ewa78oi,Blu+e1,Silk Bed,Silver Tile,Football,,15,Brown Bedtable,Waternplant,283,Blue2,Adobe,
283-6,1.49,5629,69.23,https://alpha.art/t/ARXuJoH2nhd5gW9V8imMoALYQeiS3gsLx8UzQcXMtSUF,Blue2,Lunch Dining Table,Dirt,Sneks,,6,Brown Coathanger,,283,Green1,Jungle Tree,Neon Gn Sign
285-14,1.8,972,84.89,https://magiceden.io/item-details/GGaU6xdACE1cPDg73JwqspLZ8fSmQwhSzWG9BXocCYnf,Purple3,Brown Cornered Desk,Glass,Sneks,,14,Trading Supplies,Gecko Terrarium,285,Orange2,Darkbrown Planks,Dartboard
285-6,3.7,5393,48.08,https://solanart.io/search/?token=8hbco5nJC1tSXgkk2XoA94YqaV7w5Y77XETEt6i1AsVC,White,Orange Couch,Snow,,,6,Glass Coffeetable,Coffee,285,Blue5,Pink Smooth,
285-18,3.85,8469,34.2,https://solanart.io/search/?token=NbfysQHAmjeYjEWZErQmKZyh2qF63cVgTdFKip6RH6u,Black,Bar,Glass,,,18,Canstack,,285,Blu+e1,Jungelvines Gray Bricks,Infinity Sign
285-10,9,4473,0,https://solanart.io/search/?token=Cd91vE2Dnjor43ca1AvrwjG4kB4X3EeftcUstvb6MDvS,Black,Gold Couch,Darkbrown Tile,Confetti,,10,Safe,Cigars,285,Blue4,Forest Tree,
285-19,35,648,0,https://solanart.io/search/?token=5cgZ9K4uwQdzFeAPAPMUejWrPDHkzxTLAfBDf4ub6bBF,Black,Poker Round Table,Gray Tile,Fish,,19,Officechairs,Solanauthelmet,285,Orange2,Void,RGB Hexagons
287-4,2.5,3970,65.81,https://solanart.io/search/?token=DwayNtsmFfeC8wrisa4dYEsbWgj1xDzKxULoc5KZyaCw,Teal,Morning Dining Table,Black Slate,,,4,Brown Coathanger,Gmoot Loot,287,Blue4,Steel Metal,Ice Clock
287-20,40,8430,0,https://solanart.io/search/?token=7vt1AbUgZocJVLDFczi7Tqx2Wxf2AqE4mArbxNVRDmwJ,Orange,Beachy Chairwplant,Darkbrown Tile,Rocks,,20,Candymachine,,287,White,Futuristic Panels,
288-7,2.5,6082,57.31,https://solanart.io/search/?token=7BEF66w9wnBKgj5shhaP3JHgUhwhvTi46ufgiq3b93Kp,Turquoise,Brown Chairwplant,Gray Tile,,,7,Cartire,,288,Purple,White Smooth,Helloworld Poster
288-8,3.88,4698,49.08,https://solanart.io/search/?token=Arpt73srxm8Ki6htSdCcgxFRZB91z7VfjAj1C1qFgvGa,Black,Black Bed,Cobblestone,Confetti,,8,Brown Bedtable,Cowboyhat,288,White,Steel Metal,Neon Gm Sign
288-14,100,4604,0,https://solanart.io/search/?token=EwPJQCeiVRhD3WbU7Ra1WzFj6UvnuV6JtJNrkMvoPFRy,Black,Brown Round Table,Grass,,,14,Classicchairs,Oranges Basket,288,Blue2,Gold Bricks,Binaryclock
289-18,3.5,839,68.42,https://solanart.io/search/?token=Hr7H4wWbBgYHsy1w91iFx8wUp1AGpTkXBZfi4M8Lg8NE,White,Weightrack,Lightbrown Tile,Confetti,,18,Gymbench,Jumprope,289,Blue5,Glass,Heart Sign
289-2,4,7818,35.32,https://solanart.io/search/?token=2seh7BSqsVD7Er2mbMW45Pu4YJCgpc14aN2maydRv8TB,Burgundy,Ice Couch,Gold Tile,,,2,Crayons,,289,Blu+e1,Forest Tree,Neon Arc Red Sign
289-14,10,6110,0,https://solanart.io/search/?token=CbYG2akdGZZkasLDV9MQTzts75d8hNGTuG4LpifHpGsU,Blue2,Ratchet Couch,Brown Wood,Rocks,,14,Candymachine,,289,Orange2,Forest Tree,Candles Shelf
289-4,2.79,8258,45.65,https://alpha.art/t/Frw9gUrJBoPEvdm1cYxGHW1egV45VUKcEdrR991abtpP,Blue2,Orange Couch,Sand,Sneks,,4,,,289,Blue4,Darkbrown Planks,Gold Clock
290-20,5,4147,40.1,https://magiceden.io/item-details/CvxFD7MRKjbrzjjDRixZPD1rGVF7aW9ykKL3JZCgPFW7,Purple3,Brown Cornered Desk,Cobblestone,,,20,Trading Supplies,Orca Acquarium,290,Black,Futuristic Panels,Neon Gmi Sign
290-17,5,2900,45.12,https://magiceden.io/item-details/BXqnmi2QkLCzDgYaKx6GuJ272cpTZHe1Cx51YZZx9j8u,Turquoise,Gray Cornered Desk,Carpet,,,17,Trading Supplies,Gecko Terrarium,290,Orange2,Pink Smooth,Neon Arc Purple Sign
290-11,3,2245,67.76,https://solanart.io/search/?token=CPhzVQxbXuhVjYevCVdqvu1PyUwr5KE27rVQdbwUg4Mb,Orange,Poker Round Table,Gray Tile,Bananas,,11,Classicchairs,Cards Setup,290,Goldwhite,White Planks,Ice Clock
290-6,3.5,8062,39.33,https://solanart.io/search/?token=D1X6Bi4jBYgbu6nrtqAYc4Dobj2agvv1vDtawux61DPr,Burgundy,Djstand,Black Wood,Cotton Rug,,6,,,290,Goldwhite,Black Smooth,Gray Clock
290-9,8,5717,3.78,https://solanart.io/search/?token=Cc1L1MtL9HA7MX9jsLq1YjuUhDuEzAG9PQNkzubdDuNi,Rose,Futuristic Cornered Desk,White Slate,Rocks,,9,Coding Supplies,,290,Black,Darkgray Smooth,Candles Shelf
291-2,102,6573,0,https://solanart.io/search/?token=6WymbZEq532SXvwucWDbVxXM4VwNzeaLQ6gzMWySmcHn,Black,Ratchet Bed,Gray Tile,Basketball,,2,,,291,Blue2,Brass Metal,Neon Gmi Sign
291-1,1.8,2362,79.29,https://alpha.art/t/GFnQjyJDX1or8N3rY6vAJ2cxVMh5HwbWJUvrduWszgT7,Black,Lunch Dining Table,Lightbrown Tile,Fish,,1,Brown Coathanger,Gmoot Loot,291,Blu+e1,Gray Panels,Sol Marble Sign
292-12,3.9,3148,55.12,https://solanart.io/search/?token=BW6YTUsfQSCwPqeqTHeApwPwua4d45YgXtSCuv8fG7ad,Blue2,Ratchet Couch,Lightgray Wood,Rocks,,12,Glass Coffeetable,Blackswan,292,White,Bronze Metal,
292-18,4.9,847,54.39,https://solanart.io/search/?token=4YEzCWaVmJKovsG138nAqhS2EfUtt4wFRbXChLfAYbng,Green2,Tiedie Bed,Glass,Soccerball,,18,Brown Bedtable,Sunglasses,292,Black,Bamboo,Heart Sign
292-8,5,9550,18.34,https://solanart.io/search/?token=6LaBedARD1fat9F72F3kDmXRPLM16wYpYaACb5RgVFsr,Green2,Lunch Dining Table,Carpet,,,8,,,292,White,Ice Bricks,Heart Sign
292-5,37,2382,0,https://solanart.io/search/?token=ByL7PeeFh9f4A8EQ9qDXqrK48pedzYBnQfTbDyes6fNW,Teal,Djstand,Lightgray Wood,Dancemat,,5,Canstack,,292,Green2,Jungle Tree,Candles Shelf
293-8,3,8317,43.31,https://solanart.io/search/?token=8bKY7Q9ZCtNPNBfCbYcLc5nD3B5wqJZg5acMp96TZYHW,Purple3,Marble Round Table,Grass,Fish,,8,,,293,Red,Bronze Metal,Neon Arc Blue Sign
293-19,3.5,8613,37.12,https://solanart.io/search/?token=E1L4LN3WuLeH5kMQPoMzG6NSjUHENAMHW92r3S28UuuT,White,Bathtub,Brown Wood,,,19,Safe,,293,Blu+e1,Forest Tree,Dartboard
294-14,2.99,2638,66.28,https://magiceden.io/item-details/6zjDX4i1XPRd1mLaSt7WKnuYe7xWUc7fRqFXW5ixEZVR,Blu+e1,Treadmill,Void,,,14,Yogaset,Shakerbottle,294,Orange2,Junglevines Tree,Binaryclock
294-1,4,4770,47.59,https://magiceden.io/item-details/AEULr8bhM4kQigTxUg1DABnJM4H5mSqNd15gquCYDxLq,Blue2,Lunch Dining Table,Dirt,,,1,Brown Coathanger,Normal Loot,294,Black,Void,Neon Gn Sign
294-5,5,5655,34.03,https://solanart.io/search/?token=GY5Kga5U4igNxVrXY1uYc7e9LjjeU5hvA2Rd96UyAwjo,Rose,Evening Dining Table,Carpet,,,5,Silver Coathanger,Normal Loot,294,Green2,Futuristic Panels,
294-15,7,819,33.5,https://solanart.io/search/?token=DipVQRwn8ZBZXTnSP6zfZc7t97oKKfi7REqMWABACxYa,Orange,Ratchet Bed,Hay,Soccerball,,15,Brown Bedtable,Cowboyhat,294,Goldwhite,Void,Television
295-3,2.2,3937,68.95,https://magiceden.io/item-details/H7zhXizW3VxkeJwLHqQv4UkqQGQG9nqB6n6iYxiMGbuo,Rose,Marble Round Table,Gmoot Tile,,,3,Classicchairs,Oranges Basket,295,Goldwhite,Forest Tree,Clapperboard
295-20,4.5,9804,22.32,https://solanart.io/search/?token=8XbFiwfhpsCkkd24zB96cpeRyvXrQnNuoaHYq9rjSfzr,Blu+e1,Treadmill,Lightgray Wood,,,20,,,295,White,Void,Gold Clock
295-18,5,1222,51.88,https://alpha.art/t/22SLBhJwpDqLnyCVdCfC8bxLupEQFffmaQxREpPkM8wc,Blu+e1,Ratchet Bed,Checkered Tile,Soccerball,,18,Brown Bedtable,Hoak Cap,295,Blue5,Void,Infinity Sign
296-5,2.75,4628,60.66,https://magiceden.io/item-details/24iXtse37LBb71KGvmbc7NVE2VzNbpaVyNjpxK755vuQ,White,Black Bed,Black Wood,,,5,Brown Bedtable,Pearlnecklace,296,White,Darkgray Smooth,Helloworld Poster
296-8,10,923,3.08,https://solanart.io/search/?token=6BUqaZcvMBZuxohqkk5yXY2McaoNqEpYiVRBr8kAr2DC,Green1,Gray Cornered Desk,Gold Tile,Rocks,,8,Garage Supplies,Shark Acquarium,296,Purple,Gray Bricks,Infinity Sign
296-18,14.9,5702,0,https://solanart.io/search/?token=HKguJmJfBFAyeiRVcR5HQuyDtwNGjz1GxZLn4KJo6dsn,Purple2,Bar,Black Slate,Dancemat,,18,,,296,Goldwhite,Forest Tree,Heart Sign
297-20,1.2,8467,60.7,https://magiceden.io/item-details/AZmn3NZx7Ve7sD6kfpG5q56PQssnnBjNkYMKmU2VyF53,Teal,Beachy Chairwplant,Black Wood,,,20,Hotpottable,,297,Black,Junglevines Tree,Katakana Sign
297-5,5,4606,38.25,https://solanart.io/search/?token=En4HuPF19mQWWerLEp4DparohNvJbJHyHhLPwRwXbEQb,Rose,Lunch Dining Table,Brown Wood,,,5,Brown Coathanger,Gmoot Loot,297,Black,Forest Tree,Heart Sign
297-14,20,910,0,https://solanart.io/search/?token=FeVVpszMTzYouuy6yKkASWNafRvRXd4DwkjeryTU6bgh,Purple3,Purple Cornered Couch,Lightbrown Tile,Confetti,,14,Pyramid,Modelufo,297,Blue2,Forest Tree,Katakana Sign
297-3,3.5,4637,53.13,https://alpha.art/t/RfJsLFbmMDgufCBQED4YuicyNVrVh1eXoJKxjCgFMEF,White,Ratchet Couch,Void,Sneks,,3,Minifridge,Gummybear,297,Blue5,Darkbrown Planks,
298-5,3,2231,67.82,https://magiceden.io/item-details/4iLwk7mkKQouiueAK8ZDZhXtBVkgERXAwE7utDm34FYw,Teal,Beachy Chairwplant,Darkbrown Tile,Sneks,,5,Safe,Joints,298,Goldwhite,Bronze Metal,Ice Clock
298-3,2.49,6174,57.04,https://solanart.io/search/?token=9ZirfsCHfde5HxCwX2CAGguWKmEShLtJtZnsz14m4Gz5,Burgundy,Beanbags,Darkbrown Tile,Lightbrown Rug,,3,Hotpottable,,298,Goldwhite,Silver Bricks,Ice Clock
299-19,1,2355,87.32,https://magiceden.io/item-details/5AcF9hUyYYokoyb38cFWqWv1tFgCHax9VkBfHTBU3N1i,Blu+e1,Morning Dining Table,Void,Confetti,,19,Silver Coathanger,Gmoot Loot,299,Orange2,Bamboo,Neon Arc Red Sign
299-6,12,7223,0,https://solanart.io/search/?token=6qBXiwHgxbtgieV5kH7wGw19Aqefm2ym3t5UXhcnjD6j,Orange,Treadmill,Darkbrown Tile,Confetti,,6,Yogaset,,299,Goldwhite,White Planks,
300-17,3,5772,53.56,https://magiceden.io/item-details/75byesniR9Qr3RKJM91aUMk2eJDJ3toccf6V9dUJvALs,Green2,Blacknwhite Couch,Cobblestone,,,17,Minifridge,Cash,300,Yellow,White Planks,
301-10,4,6755,39.6,https://magiceden.io/item-details/76Wz9KdRNPPSWUSiHptnX1R2LdzLp4PqiNWxUkMVvX3S,Burgundy,Butcherblock Kitchen,Sand,Fish,,10,,Bagels,301,Black,Orange Crystal,
301-16,2,6374,61.13,https://solanart.io/search/?token=H2jAwDpzPdmc9Te2Gdhu98yxmCEyjp6XwgWG1tYhED82,White,Black Bed,Brown Wood,,,16,Brown Bedtable,Cowboyhat,301,White,Lightgray Stone,Katakana Sign
302-13,2.5,4411,64.04,https://magiceden.io/item-details/AT1qoCtGfMJHfnv9mgha1sXvLx3tKUjPthBomBGjXqtb,Purple1,Orange Couch,Snow,Snowballs,,13,Crayons,,302,Yellow,Adobe,
302-16,2.5,3660,67.06,https://magiceden.io/item-details/4aLeA7jYTNxVpf9jZAb1UG3CB6w1ePZUHdSeYbetJTpa,Pink,Purple Cornered Couch,Darkbrown Tile,Sneks,,16,Holotable,Modelbot,302,Goldwhite,Solana Smooth,
302-4,2,8119,54.1,https://solanart.io/search/?token=3x129aghCkuBDqHKQhNwpHiJt1yibnP1TJCFaYHpQGgx,Purple3,Cotton Bed,Carpet,Sneks,,4,,,302,Orange2,Ice Bricks,Dartboard
302-19,2.5,8924,45.86,https://solanart.io/search/?token=7kuk49QLBUnyroAz3joT1rRG79smX65Fsk96ygrY43K1,Black,Gray Deskwchair,Checkered Tile,,,19,Hotpottable,,302,Goldwhite,Blue Crystal,Heart Sign
302-18,4,4334,49.35,https://solanart.io/search/?token=2sAHtHy3RXFzZJ6eLNREM86KgcxHUqQ7YKY5VU4VZNua,Black,Brown Round Table,Brown Wood,Lightbrown Rug,,18,,Oranges Basket,302,Goldwhite,Ice Bricks,Heart Sign
302-8,6,1534,40.62,https://solanart.io/search/?token=6z2XczRsRph7hRsTMaqEBniWHcBJXeUtEtb7NHD5yHc2,Blue2,Blue Cornered Couch,Grass,Crystals,,8,Holotable,Oogatoy,302,Blue5,Ironrusty Metal,Sol Black Sign
302-7,8,883,23.24,https://solanart.io/search/?token=HbwCP4wFhVhnkj6HDrX8FDQo7fX7JWiWtJ8BN75VtWVZ,Pink,Silk Bed,Carpet,Volleyball,,7,Brown Bedtable,Wizardhat,302,White,Gray Panels,Neon Arc Blue Sign
303-8,3.99,1904,59.23,https://solanart.io/search/?token=9E1i6HvwvJPDuirrwAgoAjdgNerU1bCBBBF1bWPGFBWg,Teal,Weightrack,Lightgray Wood,,,8,Balanceball,Shakerbottle,303,Yellow,Bronze Metal,Neon Gm Sign
303-16,8,1847,19.36,https://solanart.io/search/?token=Evz7i9qSrM9cqJrSdX6A2k6k5FqhBhni5VzD3eNWy8UF,Green2,Futuristic Cornered Desk,Black Slate,Rocks,,16,Rendering Supplies,Cactus Terrarium,303,White,Junglevines Tree,Neon Arc Red Sign
303-9,55,5105,0,https://solanart.io/search/?token=hKXK47xKMXv3qMhiDLDFud17iDnYsAqoRYfHu7oM6bZ,Purple3,Granite Kitchen,Lightbrown Tile,,,9,Coffeemachine,Knifeblock,303,Orange2,Gray Panels,
304-8,1,4289,79.53,https://magiceden.io/item-details/574rmdguWn5PzawYTkBFFKboAJ6f8Su4KUbCvtL4TQKk,Purple1,Ice Couch,Lavarock,Crystals,,8,Minifridge,Cigars,304,Goldwhite,Steel Metal,
304-17,1.25,6098,69.74,https://solanart.io/search/?token=sJezbKrBd7z21eYFQK143EQDVcaG88rin8bMJsBPzzP,Black,Ice Couch,Lightgray Wood,,,17,Futuristic Coffeetable,Spacemarine,304,White,Void,
304-16,3.99,8587,32.32,https://solanart.io/search/?token=WJs91KxLCNvTXvDdg1MY3J6XQ9r7Lf81eyA8SPrGJqX,Black,Ratchet Couch,Carpet,Confetti,,16,Cartire,,304,Blue5,Darkbrown Planks,
304-19,2.97,8440,43.11,https://alpha.art/t/AFBgrCq9Xd3czQ5iGy7EPp8D8ysrfVH3K1frm9KuxQBG,White,Ratchet Couch,Lightbrown Tile,Fish,,19,,,304,Green2,Futuristic Panels,Neon Gmi Sign
305-10,7,4677,17.97,https://solanart.io/search/?token=Hm5G8BjNzXnaUW1DgaGth1APjjhXR2MkwVhS3U1S4DVp,Blu+e1,Futuristic Cornered Couch,Glass,,,10,Ottoman,Modelplane,305,Goldwhite,Gray Bricks,Sol Marble Sign
305-1,9.5,7200,0,https://solanart.io/search/?token=6rcoivQoogSWcBPm8FvmLYj2CDLuT759gsA2vzLuLGY5,Blue2,Green Cornered Couch,Glass,,,1,Glass Round Coffeetable,,305,Orange1,Darkbrown Planks,Neon Gmi Sign
305-18,111,6470,0,https://solanart.io/search/?token=BNH7VHpS9y2NWk9mkSY5fkGni29djjBdjwMSFTZnpfjV,Blu+e1,Silk Bed,Brown Wood,,,18,Brown Bedtable,Solanavisors,305,Black,Ice Bricks,Infinity Sign
306-1,2,4117,70.22,https://solanart.io/search/?token=GTK9g6D4tiBBxH8Wc1cWTFxriQ9Ez5jRmuDwN9DNFijq,Green1,Blacknwhite Couch,Cobblestone,Bananas,,1,Candymachine,,306,Red,White Smooth,Engima Poster
306-16,3,9159,39.92,https://solanart.io/search/?token=6e5jrCytbMRCiht2qEeeECGsz7eHGG6eTUfEEm8T8fZT,Burgundy,Blue Couch,Void,,,16,,,306,Blue4,Silver Bricks,Dartboard
306-9,6,4150,30.09,https://solanart.io/search/?token=ojpyYxruFAvmUE6Xeu6jUZBxcEKvBzxq2akt6BjfHLm,Yellow,Futuristic Cornered Couch,Cobblestone,,,9,Futuristic Round Coffeetable,Plushiewhale,306,Goldwhite,Black Smooth,Neon Gn Sign
307-18,2.97,673,74.39,https://magiceden.io/item-details/4oK5L5s8D3byihx7PpTnAYs6xAZHKruMmfGtSXixkJms,Blu+e1,Gray Couch Cornered,Lightbrown Tile,Lightbrown Rug,,18,Ottoman,Modelbot,307,Blue5,Forest Tree,Neon Arc Red Sign
307-3,7.7,4333,12.35,https://magiceden.io/item-details/EYWnC83rtLw1GVaDtoQd28B6YVdcXEgKNwjbP2D8LC79,Orange,Marble Kitchen,Darkgray Wood,,,3,Microwave,Knifeblock,307,Black,Void,Candles Shelf
307-12,3.9,1304,62.55,https://solanart.io/search/?token=9roTs3AXV1PtKp517wgimhZZcLnbcdC4VziYfjjowjTG,Yellow,Beachy Chairwplant,Checkered Tile,Fish,,12,Minifridge,Joints,307,Blue3,Steel Metal,Gray Clock
307-20,4,3362,53.26,https://solanart.io/search/?token=6QA1kxF9iNHmKhcq5Ha9UH6hZMty68Q3D3g9QiwWiC7w,Turquoise,Ratchet Bed,Lightgray Wood,Fish,,20,Brown Bedtable,Litjesus,307,White,Green Crystal,Neon Gmi Sign
307-15,6.8,579,36.47,https://solanart.io/search/?token=7m1Ax3mA3BSv1A8aRg1L1AASRXwieqVaAWwZB1G19Ccw,Black,Weightrack,Checkered Tile,Confetti,,15,Yogaset,Shakerbottle,307,Red,Adobe,Gold Clock
307-4,35,8,0,https://solanart.io/search/?token=5CtG8fneHqoYjpinuH3eQsCQRftNCQHknQ4DBmVA8SXW,Green2,Lunch Dining Table,Snow,Snowballs,,4,Silver Coathanger,Gmoot Loot,307,Blue2,Pink Smooth,Engima Poster
308-8,3.75,3126,56.71,https://solanart.io/search/?token=DGxxTfHnftTi83qExRBSxWRPTA5XntC5E85s2epWuieL,Blu+e1,Treadmill,Brown Wood,Sneks,,8,Balanceball,Jumprope,308,Orange1,Gray Bricks,
308-9,4.2,5895,41.06,https://solanart.io/search/?token=2CXv4Me3wnimnVbDDbfjTFtxM1A8w5d2VfZCr7E8nvTh,Black,Gray Couch Cornered,Silver Tile,Cotton Rug,,9,,Modelufo,308,Blue5,Orange Crystal,
308-10,4.5,2547,51.54,https://solanart.io/search/?token=Dm6B6kn3zhx3TPbrPiHNPP71B6jfQPHezLe1hUKpSL4N,Pink,Bar,Lightgray Wood,Dancemat,,10,Canstack,,308,Peach,Blue Crystal,Gold Clock
308-5,6,3278,33.6,https://solanart.io/search/?token=68jwjiAcrwGR5rPEBVYyt1mFQze1rSmuyQtAxoLrbfWT,Green1,Marble Kitchen,Gmoot Tile,,,5,Microwave,Breadloaf,308,Orange2,Gold Bricks,Gray Clock
308-4,7.9,6784,0.48,https://solanart.io/search/?token=H11U5hJ31BeAXAx8ETfE155GsVRnYiHuATkxKMGQddHE,Blu+e1,Silk Couch,Lavarock,Bananas,,4,Crayons,,308,Green1,Darkgray Stone,Neon Arc Red Sign
308-6,9999,4754,0,https://solanart.io/search/?token=9uWsd5jkHhdKY4QViKrhfRQUPC3Ede6pdrTqeteyDrw9,Pink,Green Couch,White Slate,Confetti,,6,Bike,,308,Red,Green Crystal,RGB Hexagons
309-9,2.5,1559,75.52,https://solanart.io/search/?token=5TzZF8UA8zqdPzdUDAKq2GS4YVZp8XYvqVs1C7Rivhz8,Burgundy,Gray Deskwchair,Glass,Fish,,9,Safe,Gummybear,309,Blue5,Pink Smooth,Binaryclock
309-18,3.49,7669,41.02,https://solanart.io/search/?token=6g29KE4Ds6tCAobnNvV9vMb1mdXs4ege9DoEX2nnmoct,Teal,Green Cornered Couch,Silver Tile,Rocks,,18,,,309,Orange2,Forest Tree,Television
309-17,4.155556,6602,38.66,https://solanart.io/search/?token=J7fu5NEWc7YqR884HVSJ5XakQMSEBZFcDAkiXZWTqMeg,White,Black Chairwplant,Black Wood,Fish,,17,Hotpottable,,309,Purple,Concrete,Neon Arc Red Sign
309-2,5,1730,49.83,https://solanart.io/search/?token=Eq64ot4SQCqx7cz2CaSpKN621ma1tXqzYqiZeJNDqKA1,Green2,Brown Round Table,Checkered Tile,Crystals,,2,Officechairs,Solanauthelmet,309,White,Bronze Metal,Star Sign
309-19,8.88,3359,4.47,https://solanart.io/search/?token=6f5rkRRABV1r9Jpf28ryb9BnURJRDwLTx6pZRjRGcuZa,Turquoise,White Bed,Lavarock,Fish,,19,Brown Bedtable,Cowboyhat,309,Black,Darkgray Smooth,Sol Black Sign
310-8,6.5,8881,6.04,https://magiceden.io/item-details/AJjiG6ML1J2jBpo2xN9FJZJUxYqFADR26bEwuVVuCKnV,White,Gold Couch,Void,Confetti,,8,,,310,Blue5,Gray Bricks,Katakana Sign
310-10,1.15,3143,82.64,https://solanart.io/search/?token=HyAbC8nNeAmgaGLsH4eTifa6EeWHKsnmbw9ZTNUdgSBu,White,Marble Kitchen,Cobblestone,,,10,Toaster,Mango,310,Red,Glass,Portal
310-9,1.2,6592,68.25,https://solanart.io/search/?token=8yfN6DVDTytU75217XRtxZS4CU3jUmZipxGg5GCrowHc,Blu+e1,Butcherblock Kitchen,Gray Tile,Rocks,,9,Coffeemachine,,310,Black,Green Crystal,Katakana Sign
310-1,5.2,1720,47.87,https://solanart.io/search/?token=7ZsNYzRaYvbZNaH2k9BxetBcQquSJDpfja7i2CaK51a3,Blu+e1,Blue Cornered Couch,Lightbrown Tile,Sneks,,1,Marble Round Coffeetable,Oogatoy,310,Peach,White Planks,Katakana Sign
310-2,12,4621,0,https://solanart.io/search/?token=HnC6yh51R8y3MFNJXbPZn31Wntr44vygxDdZsqgGFMUf,White,Green Couch,Lavarock,,,2,Safe,Laptop,310,Blue2,Green Crystal,Sol Marble Sign
