id,price,moonRank,💎 score (%),storeURL,accessories,division,extra,eyes,hair,mouth,outfit,skin
1726,1,3576,59.71,https://solanart.io/search/?token=6zMqwAh1J8eX1gATS8ebXk13dhSMCSDvc2d9MePJe2EE,none,portside,black katana,black,blue spikey short,oni mask,rider,scars
1727,3.5,3668,33.88,https://solanart.io/search/?token=Eq565LECyw9CVpYLjbkpnpGNNie15eMjgck8dPJhr3d8,none,dregs,black katana,black,short white fade,cyber vampire,paladin,default
1740,1,1566,77.8,https://solanart.io/search/?token=4CJWFehDqX4sajSfauK9vCMV61xMXnPVduwVhsPG5BbE,none,industrial,double black katana,neon red,white slicked back,default,inquisitor,booster
1752,0.75,949,85.86,https://solanart.io/search/?token=7jqqPQCHb5kgmahT5qP4pd8L43HuNnzKxCXhgo7Kcvet,studs,industrial,none,night vision,white slicked back,cyber fangs,brawler,purple tattoos
1768,3.5,289,64.3,https://solanart.io/search/?token=CuYV5jYaYSuKsv6ZXfhZBF4Djaxtp82PRVNkrcpWp5Qf,studs,industrial,neon katana,neon red,short purple and black,jungle cat mask,adventure,striker
1769,2,413,78.18,https://solanart.io/search/?token=DEaPJQq5GLEqd33SXAVMfG1kT4NimTd21piH9DDabM53,none,portside,double neon katanas,emerald green,short white,default,assassin,implants
1782,1.28,1914,71.87,https://solanart.io/search/?token=7DansN7vurZfaNp57NKTtv9MoAQQP4YPG3kronWf7GAH,none,night,emerald blade,black,white slicked back,cyber vampire,rider,scars
1784,0.2,1229,88.84,https://magiceden.io/item-details/2a2WqdQ6D2gioK5A8rxa5StKF2nPvvi9LZk8NDCNqMdR,blue neon bars,industrial,coil swords,neon blue,short white,default,adventure,purple tattoos
1785,0.28,1730,83.52,https://magiceden.io/item-details/CArHehhVTnfHXGmon1zkEtNLXvG3hksbAeRAMh8cJLnf,none,night,neon katana,gold diamond,black top knot,lollipop,saiba t shirt,implants
1802,5,2089,33.09,https://solanart.io/search/?token=Cy4S5pVgA28bEmxfq6A6z7FrZSHxPnzqwkXcVESYJnrh,green neon bars,dregs,neon katana,neon green,middle part black and white,default,brawler,booster
1805,9,3635,0,https://solanart.io/search/?token=EffAfrYMGhSfXMCUE57SoNt8udDnij8Vqjk6krQvLyYo,none,night,none,neon green,mohawk,smoking,brawler,cyan
1806,3,4015,35.75,https://magiceden.io/item-details/A77kvBeqfQ3egzbvm4xNQQyyQ1so82Q77QRS2stxL32j,red neon bars,portside,none,neon blue,middle part black,smoking,saiba t shirt,default
1815,2.1815,3035,52.76,https://magiceden.io/item-details/2xiWShTsjXuWiE4iNSXf7dWHBDkXdyB4GwPbix569JU2,none,dregs,black katana,sapphire blue,spikey red,cyber vampire,tech jacket,cyan
1822,0.7,656,88.99,https://solanart.io/search/?token=8YLcRxKVsv2jDjfAmpjV1tHrG7PCNLtgWmnVQWQDqo7b,none,industrial,coil swords,night vision,short blue,cyber fangs,knight,crimson
1827,1,3564,59.81,https://magiceden.io/item-details/2Hy9UchM3j5ytg7c8QrdYfA19zuLTyuxwyrqsCTRbh46,none,portside,neon katana,neon green,middle part black and white,cyber fangs,adventure,implants
1839,2,2151,62.53,https://solanart.io/search/?token=FP1KQSqHV5Pq96QyWzyDjfzitwSn8RSipnuC2JEau1gi,green neon bars,night,none,neon blue,short purple fade,fearmonger mask,amplifier,crimson
1844,2,2056,63.39,https://solanart.io/search/?token=3mNCWSXUEB9gp3cUyRsd46u9YqDLqDfu3SYP9p95vwK3,none,night,coil swords,neon blue,short red and black,cyber vampire,saiba t shirt,purple tattoos
1854,4,107,60.94,https://magiceden.io/item-details/9R6tNsmyCbVLk9t4bD3aVafNJp1J7wZ4siBaWkqpaAtD,none,portside,emerald blade,neon green,short firey red,cyber vampire,monk,green tattoos
1856,1,3182,63.25,https://magiceden.io/item-details/2RW8mSkWoXshY8XgQ7wZ9ydtT94BSMdAG8CQarMPYTqN,green neon bars,dregs,none,neon red,white slicked back,viper mask,rider,default
1865,2,1854,65.21,https://solanart.io/search/?token=35VU82iL1pUSDw1TPZcwUdFmSq5Ns5ykCLMswJZtrfAT,none,dregs,neon katana,emerald green,short blue,oni mask,robo arms,gunmetal
1879,1.5,2911,60.69,https://solanart.io/search/?token=BBNTHsdyHJ6HtZh9KbAM7f2PjTkMFhsuFv1S4CXFKMkM,none,night,neon katana,black,white slicked back,radioactive mask,knight,scars
1885,1.14,3938,55.05,https://solanart.io/search/?token=BZTfHfMwGroQn9eDhkEhanjRcmdirGVi99G8a7v2NSja,green neon bars,dregs,none,neon blue,short purple fade,radioactive mask,saiba t shirt,default
1886,3,4325,32.96,https://solanart.io/search/?token=GBcSV83UehXgkeDYH9R1kGaFGi3RqrLD7Cqbxbm2zX7,none,night,none,black,middle part black and white,side grin,tech jacket,scars
1887,1,4348,52.76,https://magiceden.io/item-details/5NtCiKYb5SKgSSxiAd1mTxzFjnvGpvraT6q3BaxhkUhR,none,dregs,none,black,short firey red,side grin,robo arms,default
1889,1.6,2716,61.45,https://solanart.io/search/?token=FEwrfa7ddM6SN4uuJ7tueYoDHpnLokcsYAqTTXZgB88n,green neon bars,night,black katana,neon blue,white slicked back,cyber vampire,knight,default
1900,1,588,86.61,https://solanart.io/search/?token=2oKX2dqBCqx2o5favX3XrrECWnZEA2dnjBuz8tTR8gks,green neon bars,portside,black katana,neon blue green,spikey red,side grin,inquisitor,striker
1918,1,623,86.29,https://solanart.io/search/?token=H9tJjRQgiobHxdhVNRxNvqdfz7HV6r94W17LsJoqBgnm,red neon bars,industrial,double neon katanas,candy,white slicked back,cyber vampire,punk,scars
1919,0.8,3179,65.28,https://solanart.io/search/?token=GaCVhprnd5J7uV1GomdomR8QBQYxXKNqAEU5NBDKmwia,green neon bars,industrial,neon katana,black,short white,cyber fangs,saiba hoodie,gunmetal
1936,2,2181,62.26,https://magiceden.io/item-details/BcvrFBbSEv4MEGUJ4LW4xv3QtVMjumFPtcZp7kR23cgq,green neon bars,night,double black katana,black,red slicked back,default,adventure,crimson
1941,5,364,48.62,https://magiceden.io/item-details/95woE8h6KHaxu9ikv27okXEp33QT5VJ8TUt2wo7EwqDX,blue neon bars,industrial,none,augmented shades,short firey red,zomie mask,brawler,green tattoos
1948,0.4,356,94.69,https://magiceden.io/item-details/9qX7mmMm1UtYvuTdaretXnHYWPxaVngyAgrh1uo8NAYD,ball earings,portside,none,black and yellow,middle part black and white,side grin,amplifier,striker
1949,1.6,250,83.65,https://magiceden.io/item-details/FyMrgNLFKzfqmuDYJHNB4Ys3GLtwKAFRPz2tbL8X7zCW,none,dregs,double neon katanas,rage,blue spikey short,smoking,bruiser,crimson
1952,2,587,76.62,https://magiceden.io/item-details/7oP3FkCkTX4ijWp5abkR4zCWLGANdGCdHdDpZMBSXJEy,green neon bars,night,charge swords,neon red,middle part black and white,side grin,adventure,default
1953,0.6,1323,83.99,https://magiceden.io/item-details/6uB92eS89UwdZoezN5HSTtQHnQmEqYToyauyJG26M88a,none,night,double neon katanas,goggles,middle part black and white,default,knight,cyan
1961,10.875,2073,0,https://solanart.io/search/?token=C7Crxa92BMBGUhg8sojqY2EjPf38A3dWNwLAXnupp51f,none,dregs,neon katana,rage,short firey red,lollipop,amplifier,default
1969,1,1502,78.38,https://magiceden.io/item-details/2vR4RfVBLAarjMZc4wwsysZ8Bye12KMA9GnMSFWisogh,green neon bars,dregs,double neon katanas,candy,middle part yellow,default,adventure,default
1992,0.49,1658,82.07,https://magiceden.io/item-details/8XkNe1HxjRy1Rpcq7WvH1d4MpWc3bAxtQrcufqW1uCq6,green neon bars,industrial,none,black and yellow,short blue,oni mask,rider,scars
2002,0.99,1617,77.44,https://magiceden.io/item-details/CKVHZhh6qGbisbBGgVuGYtx2py2UgnuAoW1PHjkUxwGj,studs,dregs,neon katana,black,short red and black,smoking,lava,default
2007,4.99,115,50.96,https://magiceden.io/item-details/HBbGgVwPJEFpgR8W11bPTv6wcDUywz6TnNXuhEDcdam4,studs,night,black katana,goggles,short white fade,thugbirdz mask,tech jacket,toxic
2008,0.19,4226,61.95,https://magiceden.io/item-details/44Nqa2RJsz4rZN9hbSrgiroChXnjASachLgjqsakTFUx,none,portside,none,neon green,short purple and black,side grin,tech jacket,cyan
2010,0.3,2951,72.33,https://solanart.io/search/?token=71CC9BqNzdThkRgmav8rY5QsmhuQ7NDVBsZ3WVoRc1eV,blue neon bars,dregs,neon katana,black,black long,smoking,rider,cyan
2012,0.5,4237,58.75,https://magiceden.io/item-details/CsKWyUVUkmrTrRWhGyK771sooNjtMWHcXqU1HQufHLVn,none,night,none,goggles,black long,default,rider,default
2015,0.43,3331,67.61,https://solanart.io/search/?token=Dz6qxCE8RzcQQVyuwe6KhdWphVwziJ1p6Wwx9yHpV3Zn,blue neon bars,dregs,none,neon red,middle part black and white,cyber fangs,saiba t shirt,primal
2021,1,4156,54.48,https://solanart.io/search/?token=6sKFSMfXjfHW8yHWKCL7Utnu7Wihf2JAuEDmS3RcMq9a,none,dregs,none,neon blue green,short white fade,cyber vampire,rider,default
2024,50,2261,0,https://solanart.io/search/?token=72ioJWgzLr4BUmkWECTSxRzwpd9YqVC4QRUqtu81k1Rw,none,night,none,black and yellow,middle part black and white,viper mask,punk,scars
2034,1.5,1846,70.28,https://solanart.io/search/?token=7pWnCFq4ohzrNq1n5vxwv2DeqsYLG84eVjppe1E5RckX,kunai,dregs,neon katana,implant,black long,default,rider,gunmetal
2039,0.7,2812,69.58,https://magiceden.io/item-details/65pk73AVDx9pbL7iaSjaZS4YkkDMURxwFEdG8mYqLbF6,blue neon bars,night,none,neon red,red slicked back,cyber vampire,brawler,crimson
2049,1.11,2885,64.83,https://solanart.io/search/?token=3eqeiA4JZhZrRjA9o6WhnPuJccrssc6R24JkPmcJx9sq,studs,industrial,black katana,black,black top knot,shuriken mask,robo arms,default
2058,0.3,4037,62.56,https://solanart.io/search/?token=3kxWaCNhTDLBHhA676jLdG7gUdGx1JXfQSu46NLupobb,red neon bars,industrial,none,neon green,short red and black,lollipop,punk,default
2065,0.38,2608,74.62,https://solanart.io/search/?token=443RXeS92jerYJMD2HLGH3afyLBv9yqLmJ58oAapwiee,kunai,dregs,none,night vision,short black and grey,cyber vampire,saiba t shirt,default
2066,3.69,866,57.2,https://magiceden.io/item-details/2Jz6PHJG2ec28mYY8EUYBBBM6dXanhLGUj5spztNdzJ9,studs,dregs,neon katana,neon blue,middle part black and white,cyber fangs,monk,cyan
2068,0.69,2034,76.69,https://magiceden.io/item-details/2pK9wnDw9gpkJ5qa5sSmB4gbzfzutUwQSMauYYg2GPvS,none,portside,neon katana,augmented shades,short black and grey,cyber vampire,robo arms,cyan
2070,50,50,0,https://solanart.io/search/?token=7WJQs3RntMRo91495ewzrSacuiJz7jvEeYnJ92Tnby2n,kunai,industrial,emerald blade,robotic,blue spikey short,cyber fangs,punk,scars
2083,2.22,2810,54.4,https://magiceden.io/item-details/DXt9KZd5Q4NiH4jscMNSzAcvhkj8RHgFiBb8fACm9H7p,none,industrial,none,neon blue,short white,default,robo arms,ambernetic
2106,1.99,1807,65.73,https://solanart.io/search/?token=727MpgThpbMGMEDzasNCyCDu3bqCo94JaJrHnb9mUBtt,none,night,emerald blade,neon red,white slicked back,cyber fangs,adventure,default
2108,0.5,2115,77.86,https://solanart.io/search/?token=FBonECooowRzeneSAQm3N4YCQXaGkNr7K4rz7USwt2Pu,blue neon bars,night,none,neon blue green,red slicked back,fearmonger mask,punk,gunmetal
2115,3,1423,59.09,https://solanart.io/search/?token=2n31168CbrzKDb7o7Nq67ziNxiVi3uujQs5vh3u1cucb,none,dregs,double black katana,black and yellow,short black and grey,default,saiba hoodie,purple tattoos
2135,0.8,1915,76.66,https://magiceden.io/item-details/DanV2eWXKyejiYUSqpXtyMF7orc7SXZfv1p3PT2qQyvt,kunai,industrial,none,neon blue,short white,smoking,inquisitor,gunmetal
2148,1.5,1102,76.98,https://solanart.io/search/?token=HGEUDD5Zk9KjGDm94UXVJwcPpJLJsgC7tNU5LT4K2VgT,studs,night,black katana,sapphire blue,short purple fade,smoking,punk,purple tattoos
2159,1,3954,56.3,https://solanart.io/search/?token=6NCM6dgLLhZM8SnF3KHD3SZ5pEgKwMGAGFXZApXwyF3z,none,dregs,black katana,neon red,black top knot,side grin,saiba hoodie,scars
2165,1,754,85.11,https://solanart.io/search/?token=GNcCsE254C4a8Y2TGYAoeti2uAtpBSHYeyqCBFJ8i7oX,red neon bars,portside,neon katana,rage,short white fade,cyber vampire,bruiser,default
2166,1,4259,53.56,https://solanart.io/search/?token=ABxEHrUvPe3jCQdg4S6xWqNSyYQ1GoEoP5ax1PsNztN9,none,industrial,none,neon blue,short black and grey,default,rider,purple tattoos
2170,0.8,2581,70.66,https://solanart.io/search/?token=9J3YRd7MBUmcBp4FmNKVabJTjNdfLgEHbMV5Jijzb1G8,kunai,industrial,black katana,black,short purple fade,cyber vampire,rider,implants
2176,1,4360,52.65,https://solanart.io/search/?token=Cyeb1mS96Gmyc7wECAAzURJP6pTAekDm1fptjqV5WPoh,none,dregs,none,black,blue spikey short,cyber vampire,saiba t shirt,scars
2178,0.39,2009,79.91,https://solanart.io/search/?token=HV8Yhp3nNd6fcnqdfmEhZteC6pi1h9zYvUk9eiKQHijP,kunai,night,none,neon blue,black long,viper mask,saiba t shirt,implants
2183,2,3022,54.69,https://solanart.io/search/?token=5CAxVLmuRT2D9TZa1v9sS62iSp614DdZ27k4bvYDFGK,green neon bars,industrial,neon katana,neon green,white slicked back,default,saiba t shirt,striker
2184,0.49,1632,82.31,https://magiceden.io/item-details/GaJL7sk5sDXTSvYxjH6mvGQd1qyYVD9gsUPPKK1Tw4Wh,none,industrial,neon katana,sapphire blue,short purple and black,oni mask,tech jacket,primal
2186,1,4069,55.27,https://solanart.io/search/?token=Cz9sKgq1V6SiT5Unrv8ahpBkGYt6Rjyj8PKC28LesCR2,none,industrial,none,black,short purple and black,lollipop,brawler,gunmetal
2193,1,1018,82.74,https://magiceden.io/item-details/E792HDGrbMjs91zPxoqsom3uT3owhg8VqBhMHj3F4MsV,none,dregs,neon katana,black and yellow,short purple fade,zomie mask,knight,crimson
2211,1,1190,81.19,https://magiceden.io/item-details/4mp7ayKxFQW27WzRi5kDTK5CkMYMvSoLYCr9FYmXa7DU,studs,dregs,black katana,sapphire blue,short red and black,smoking,guardian,default
2213,1.1,3200,62.09,https://solanart.io/search/?token=BURFj943NSibudQhjEGEeHCwqr31m1mcsxySs8bFSzeX,green neon bars,night,neon katana,black,blue spikey short,smoking,saiba t shirt,cyan
2220,1.25,1789,73.29,https://magiceden.io/item-details/31GxZA8Hj4MzXoa1SFUExXpRjfHrzWUS9bmmTvdgoXbD,blue neon bars,portside,none,saiba x,short white,lollipop,adventure,cyan
2221,19,243,0,https://solanart.io/search/?token=Dy765mmskQYhGwQN4KdUeRia91PkRXSZvvJmrWLxvLWB,green neon bars,dregs,coil swords,emerald green,black top knot,smoking,saiba hoodie,striker
2222,1.4,1936,70.47,https://magiceden.io/item-details/2UmwURocMFjAbFh2uZw2CoV2k1PBqZTvsonirqc3SEBf,green neon bars,portside,none,candy,short white fade,cyber fangs,brawler,scars
2225,0.49,837,89.46,https://solanart.io/search/?token=F6eKfCWNxF2CLj66dB48zUQSvm3ecoFgQ3uQr1NDjgwS,red neon bars,dregs,coil swords,neon red,short black and grey,fearmonger mask,tech jacket,implants
2227,0.69,380,91.58,https://magiceden.io/item-details/8hXxzk96qPUAkL24ruoaUYczSbuNF4wE2kQ2A2egKmuA,none,portside,double neon katanas,augmented shades,short firey red,cyber vampire,paladin,gunmetal
2229,1,4385,52.42,https://solanart.io/search/?token=7GbPtz8FaMpe2zBUCTP9kFn5wj9KiGVzayGqdKuUkRkA,none,dregs,none,neon red,short black and grey,side grin,saiba hoodie,default
2230,7,3529,0.13,https://solanart.io/search/?token=Qo41E9bcAD96VTrujB54miFqrAZKcugPvstXgtw294x,red neon bars,portside,none,neon blue,black top knot,lollipop,punk,crimson
2231,15,217,0,https://solanart.io/search/?token=k2pNzsKNdgVf5xonQGezikxXALp8B9v6sH3TUfwm9Fk,green neon bars,night,coil swords,augmented shades,short black and grey,side grin,rider,booster
2232,4.2,1387,47.41,https://magiceden.io/item-details/8h2BKntdnAHaK2YUR4Fyx9JG6dLFeup7WEEdhrJ5G8fd,green neon bars,dregs,neon katana,neon red,black long,default,tech jacket,ambernetic
2235,5,2612,28.38,https://solanart.io/search/?token=3z19d1yfS2s9GzJJLcyYQyVrcsjdkPtctzQwPGqnNdgT,kunai,night,black katana,black,black top knot,lollipop,punk,scars
2236,10,719,0,https://solanart.io/search/?token=FRpB4frhZinXvNqFPxfuWJxAvghYyZGSNB1UEeQXQxY,red neon bars,dregs,none,emerald green,short purple fade,fearmonger mask,inquisitor,primal
2237,2,2505,59.35,https://solanart.io/search/?token=4K1uF7RFXTL359ZQRDuk1VVofK9S2ygrwYr58zfoW33t,kunai,night,none,neon green,short white,cyber fangs,adventure,gunmetal
2241,6,148,40.57,https://solanart.io/search/?token=79yaGuVVB4EC1zhYgWqwiuF8QFPXQma2wyL67DJaEcsF,green neon bars,dregs,neon katana,emerald green,middle part black,jungle cat mask,rider,striker
2244,999,1267,0,https://solanart.io/search/?token=DHCv21dG3xqVHsZL9DsEva1jEU4ZbB2mEYJuG7Av4KZs,blue neon bars,industrial,neon katana,rage,white slicked back,cyber fangs,robo arms,default
2247,1.28,141,87.83,https://solanart.io/search/?token=8vn6pNJR6PGePs7WrnZb5VdaU4b3FX4ZeZBxVFa1aDq4,green neon bars,night,coil swords,emerald green,short white,zomie mask,amplifier,scars
2249,15,16,0,https://magiceden.io/item-details/FS5MxrpcVXpgqZEeqEWuM5fJKHbQLGRLHaED3Y2XaxRQ,blue neon bars,industrial,black katana,neon green,short firey red,shuriken mask,monk,bionic
2257,0.8,3718,60.43,https://magiceden.io/item-details/5G9mesdQ2CynjG3m3rAKEpxifmD9S8LHUrpiiinZcjdA,studs,portside,none,black,spikey red,fearmonger mask,saiba t shirt,cyan
2259,1.1,1052,81.43,https://solanart.io/search/?token=7mK8NLAoyAjaPccuS3oEYh7qDXURZAj7j8Qm5eaEeef4,none,night,none,emerald green,short white,thugbirdz mask,saiba t shirt,toxic
2260,1,2277,71.4,https://solanart.io/search/?token=FYsU9Mpv79A87LfRugBx3qJgXoejCCpi1DhJXCXgM3Bg,none,industrial,none,candy,black long,radioactive mask,rider,toxic
2261,1,1257,80.58,https://solanart.io/search/?token=4j94ziLvtoKzrBFjAWt1yfk13oqpDKQeJ1ajYMJqaTUM,blue neon bars,portside,none,goggles,short purple fade,smoking,punk,primal
2274,100,464,0,https://solanart.io/search/?token=BStXpcp4inTgqN4DepsMBcYX98t4FRdH61zbSFnyd7k2,red neon bars,portside,none,night vision,short purple fade,radioactive mask,inquisitor,purple tattoos
2286,1.75,1191,73.68,https://magiceden.io/item-details/985fKavReFbJs4NVjUqabznkSJgsw6iq5LLgJmNcoPGT,none,night,neon katana,black and yellow,short black and grey,side grin,robo arms,striker
2291,0.6,163,94.43,https://solanart.io/search/?token=3o4NGG55QAmdKfviLdhB7a5w3oRK2ga25d6UdtjGKvM4,blue neon bars,night,black katana,robotic,short white,radioactive mask,robo arms,green tattoos
2293,0.95,2030,74.12,https://solanart.io/search/?token=7wRNebdN26DGZbgnLvbZP5EoDi8CL4xVWaai3ufXibaf,none,dregs,none,neon blue green,short white,cyber vampire,assassin,default
2297,1,2818,66.53,https://magiceden.io/item-details/ASyd58CCpzSKWjQqF1aN1toQEESmvNXhczH7ZceVW8Uz,none,dregs,none,neon red,red slicked back,viper mask,saiba hoodie,primal
2299,2.5,336,73.88,https://magiceden.io/item-details/Bv7GZTqsqjtzjJA2GpEx3NPAaT7eGXAZNH5KqJsQfLQJ,red neon bars,night,black katana,black,short purple and black,assassin mask,paladin,scars
2304,4.5,3861,22.14,https://solanart.io/search/?token=9n6CQqNKA3yEYqKApZ2rtqhRWv8jhCYuRLkE6Rv8b87F,none,dregs,black katana,neon green,black bob,default,knight,crimson
2306,4.9,970,44.17,https://solanart.io/search/?token=EJ1k1vQXV6EKyiD9FCYtzUYTrwMqu3gsRp5g7bnaCqyP,kunai,portside,none,neon blue green,short red and black,lollipop,guardian,gunmetal
2307,0.5,2932,70.5,https://solanart.io/search/?token=soTwKSUVEkBX9VhAC8zigs9sr5Ca5UCja8PqHvmf58y,studs,industrial,neon katana,neon blue,short black and grey,default,saiba t shirt,hemi
2308,0.69,4417,55.23,https://magiceden.io/item-details/D3CtpGg42My8dVr7TocsRt8Wcv9R2TEaayMApu63XfkC,none,dregs,none,black,white slicked back,default,brawler,default
2309,50,996,0,https://solanart.io/search/?token=Gxp1jk98JQiwnTo76T6DCnMnAnLtJdVoMso8p51sp9Hb,none,portside,none,black,blue spikey short,jungle cat mask,brawler,booster
2311,5,804,44.66,https://solanart.io/search/?token=5LEyfuYAtktmcSHsH1NRsbnu8KFUx7S415gPAHDV8s3t,none,night,black katana,augmented shades,red slicked back,cyber fangs,adventure,hemi
2313,3.5,1593,52.56,https://solanart.io/search/?token=5ZYuaEhaXnNG9kZVDfWErBUZB4tdArLVB4EFMMrSwPKn,red neon bars,night,none,gold diamond,short firey red,default,amplifier,default
2317,0.4,2738,73.25,https://solanart.io/search/?token=5B2ZNhUUX8TJW6eZ4GWW1u8F3sLg9hbgNQqFTUmtw8B1,studs,industrial,neon katana,neon red,short blue,smoking,knight,default
2318,0.4,2012,79.79,https://solanart.io/search/?token=CrMAWcQiZVUgEkbXfV3ACpv62sJXYUzntkzmS5H4r86K,studs,portside,none,candy,short black and grey,shuriken mask,tech jacket,cyan
2319,0.38,1522,84.4,https://magiceden.io/item-details/8rrgxxmpu8Tp3NTZfidMv7PFEV1bpuQU3Ppd7eBapWoc,kunai,portside,none,candy,spikey red,cyber vampire,robo arms,crimson
2320,1.5,3004,59.86,https://solanart.io/search/?token=z29pbqoWcxwFS7XkRHAdYNBJsQEJmEgR9gh4X6VNy2g,none,portside,none,black and yellow,middle part black and white,lollipop,rider,green tattoos
2323,5,2267,31.49,https://solanart.io/search/?token=8tDV5r7kWh54R37Kho3Gn6VWnVkucFd1NjoJJWYwhzku,ball earings,dregs,none,neon blue,white slicked back,smoking,tech jacket,scars
2324,2,4233,43.79,https://solanart.io/search/?token=6J8bDJYALz5vch9UuT2Nawc9tap51wLkQPKUfEzbrxHH,none,night,none,neon red,mohawk,radioactive mask,rider,default
2326,5,60,51.36,https://magiceden.io/item-details/9cqU1W5NrFZqzwZ4Q6Rn1vdSFtgP15NsQV2PUESh67ia,green neon bars,portside,charge swords,black,short purple and black,fearmonger mask,robo arms,striker
2327,0.5,3685,63.72,https://magiceden.io/item-details/HRmBNFGpFCTLGLDBkQyHjqbipM3Mgm5X3CTCowi97gtL,none,portside,none,neon blue,short blue,cyber fangs,amplifier,implants
2328,1,1746,76.18,https://magiceden.io/item-details/BnH6mjSgYejNAk9aUXvdGKmMrpsESbvoXUtxgYJnirAs,red neon bars,dregs,black katana,emerald green,short purple and black,cyber fangs,tech jacket,gunmetal
2340,0.4,514,93.27,https://solanart.io/search/?token=C5aCcioJiVh8Zr1Jtdw6syg1zEQPGv12sTWxdykFg8vy,green neon bars,night,black katana,black and yellow,red slicked back,oni mask,amplifier,scars
2349,3,2876,46.01,https://solanart.io/search/?token=9z8knTCRZBCCxAyK66VFkFYWHaS4rKByFJrepBzAyXJd,none,dregs,black katana,neon blue green,spikey red,default,paladin,gunmetal
2350,5,15,51.76,https://solanart.io/search/?token=JBgxtUPLnfCRi2tsF6pQKPJSbYbJfKWAwGQrsk96mxEB,ball earings,industrial,coil swords,night vision,mohawk,jungle cat mask,rider,primal
2354,0.99,739,85.35,https://magiceden.io/item-details/25VZ5qAV3tcHaTT3kKUmqUNvbiogfp7fdS5Vb6miN1mv,green neon bars,night,coil swords,night vision,short white,default,adventure,scars
2363,1,1987,74.01,https://magiceden.io/item-details/7AyoeHAPr5AKUdZdA8Vk1KLoK2mMFfZTTgqA1hfsFFw2,studs,portside,none,black,spikey red,shuriken mask,punk,hemi
2365,0.99,3433,61.09,https://solanart.io/search/?token=GrBWJU2B245yz87t8TZtQXBaLDKL1swaYw9Na2UYN5Ri,none,night,black katana,neon blue,middle part black,cyber fangs,adventure,gunmetal
2366,1.25,3269,59.97,https://magiceden.io/item-details/FsSQjnAnTyTf3g1cESkGEup14k7qXkoX2DajvHNh6Hip,none,dregs,none,neon blue,middle part black,oni mask,punk,purple tattoos
2370,0.23,3864,64.81,https://solanart.io/search/?token=5KvwecTfTohWWQESeMEn81JC7dmHnqPRsZrPnNZseKVp,green neon bars,night,none,neon green,short white fade,smoking,rider,default
2372,1,1586,77.62,https://magiceden.io/item-details/6e5npniYhQeuH2y6LurjDZxsd8yXmphvAeGP5zjFrivt,blue neon bars,night,coil swords,neon green,red slicked back,side grin,tech jacket,cyan
2379,1,642,86.12,https://solanart.io/search/?token=Bqty81qwB2fePsVG1PDX6kdUSrhHSZkLE8KedoZfDhK6,blue neon bars,night,emerald blade,implant,middle part black,side grin,saiba t shirt,default
2385,5,227,49.86,https://solanart.io/search/?token=HkkmfHfdQoz44cRpmmRGdWhkimDbfhYD7ikfCUbB5svm,kunai,night,double black katana,neon green,short white,smoking,inquisitor,primal
2387,3,236,69.78,https://magiceden.io/item-details/AnV1Gw9YJgkdD5ydRfmfonryPSNfRedvbW8KXKPLnyqs,blue neon bars,portside,charge swords,implant,short black and grey,cyber fangs,rider,default
2397,3.5,90,66.09,https://solanart.io/search/?token=977ihxw7b6RTvLB4GZsjcrCJgRuRCk5vsr2zSAHy1UZD,green neon bars,night,coil swords,candy,mohawk,smoking,bruiser,toxic
2409,1.99,1020,72.82,https://solanart.io/search/?token=HJbAEYQd2Gtt5A65Y26zHZHKQy65aex1GGVS3AayYNTJ,none,night,double neon katanas,neon green,black long,smoking,punk,booster
2420,0.4,3640,65.13,https://solanart.io/search/?token=E6iQhCByx48StQjc47jiiDBiLb9MWTYont9j53J57a4w,green neon bars,industrial,black katana,neon green,short white,side grin,punk,default
2421,3,1324,59.98,https://solanart.io/search/?token=8nujap3f3PeQoQqEBYqbFJFYgSiFAY7SA4r11Jx8ZTng,red neon bars,portside,double neon katanas,neon blue,short purple fade,cyber fangs,saiba hoodie,cyan
2426,0.8,1726,78.36,https://solanart.io/search/?token=AHjHFgfy2nCr2TCtBEWthyzx9f4nBZpabxCF3VHCKpFd,none,dregs,black katana,neon blue,red slicked back,cyber fangs,rider,ambernetic
2429,5,2371,30.55,https://solanart.io/search/?token=DPBMbzFGyXfGjGBBotyjf6vqJX37dJJ2jbv3d5ncisxj,red neon bars,dregs,none,robotic,spikey red,default,saiba t shirt,crimson
2433,0.245,4169,61.92,https://solanart.io/search/?token=7GLPVgj7Ak2WNw4pVcTxG66sQX11Kgqwg5nfMedyhFDg,green neon bars,night,black katana,neon red,short blue,default,saiba t shirt,default
2447,1,4330,52.92,https://solanart.io/search/?token=CCRDqyPjr7H3fJCTYgUbWZqs5jdsF8y6n2EdYDZ5LuHt,none,portside,none,black,middle part black,default,guardian,default
2453,1,3728,58.34,https://solanart.io/search/?token=Cttdzf9CtBmSEFCJExTBwLBSgwTTyguoM9UHrN58ysdj,none,portside,double black katana,neon green,middle part black,side grin,saiba t shirt,default
2454,4.99,207,50.14,https://solanart.io/search/?token=JY11j1Wmz7UCm9c1L9oYrwtSbN7Nb37XYSMXNi7jnng,none,industrial,none,neon blue green,short red and black,cyber fangs,monk,ambernetic
2458,0.9,2686,68.72,https://magiceden.io/item-details/BoHLKk6HDjNQ329cjtHmxa8zBJ1arcR14bHAXHJGuFUG,studs,industrial,none,black,short purple and black,shuriken mask,rider,purple tattoos
