id,price,moonRank,💎 score (%),storeURL,Background,Body,Clothes,Earring,Eyes,Head,Mouth
5675,4.79,4366,61.11,https://solanart.io/search/?token=5zHgxGpGinyas2JrxpvUbYRtkQsJy2VyNTE6D6Bps7zo,Blue,Pink,Piggy Tee,Palette,3D Glasses,Mohawk Hair,Smiling
5687,5,7359,51.51,https://alpha.art/t/2rzj7G6foL5aaT7qedquG3ySVdttN9NXVFnsLTQc74JZ,Yellow,Purple,Purple Shirt,None,Heart Eyes,Cowboy Hat,Smiling
5745,19.99,152,0,https://alpha.art/t/7rz9V1gT7iSaESRFw2jZsjfUFV2Jiirg1Y9x5fpxdQK6,Green,Yellow,Solana Tee,Solana,Open,None,Cigarette
5754,250,2486,0,https://alpha.art/t/HNs2qjTbC9Y9bJbtgvNPJvoodeao1D1BkXKg3QDH7Psb,Cyan,Solana,Piggy Tee,None,Crying,Sailor Cap,Smiling
5792,24.99,6542,0,https://solanart.io/search/?token=BX18mBhdUX9JBBfQnjw8ZsAeWhz9P5uDxHrMBCjjWqHt,Red,Pink,Pink Leather Jacket,None,Open,Afro Hair,Weed
5816,5.96,4101,54.97,https://alpha.art/t/Epjvz698NJprWbrd3WgUgm6QekzbxeGb7QTrky5yBUV9,Blue,Salmon,Singlet,Palette,Laser,Afro Tail,Annoyed
5824,65,242,0,https://alpha.art/t/8T8U4jZcpdmJDHPkZArXRZUP5YksLYuKmdeWTP3YbqtR,Purple,Zombie,Pocket Watch,None,Laser,Leprechaun Hat,Smiling
5836,4,4370,68.99,https://magiceden.io/item-details/98DamXYDAJ3M363xfadWBW5EZ1oH2cKBKuRDEgHLdyCh,Green,Salmon,Bone Necklace,Western,Hypnotize,Elf Hat,Bubble Gum
5865,17.7,297,0,https://alpha.art/t/DzMnDaPAhjuzun9yXcLg6yxryTNZmkhSU298kgBspVhw,Yellow,Yellow,None,Gold Ring,Closed,Leprechaun Hat,Golden Teeth
5873,8,567,48.73,https://alpha.art/t/2jkSsMjGRmyBkesyaATsx1VMf5hEHZAqm5PRVCGQibTx,Green,Alien,Bone Necklace,Western,Sleeping,Santa Cap,Annoyed
5895,5,160,75.86,https://solanart.io/search/?token=3MsJBke4fiiiFaoVSnDMnAVgV7qi2hFXzGFk15qQxPEs,Green,Alien,Red Jacket,Weed,Star Eyes,Santa Cap,Party Horn
5932,4,3069,74.2,https://magiceden.io/item-details/DT8jCaT2GepmpHAtLpZU38niAuv81QUFgJYiKGmJjdhL,Purple,Pink,Bone Necklace,Western,Hypnotize,Fez,Cigarette
6003,12,4643,0,https://solanart.io/search/?token=49fkm987whMpdgKJ2PdbgMixHBF9ZeQ8oo69TDzuyb2o,Green,Salmon,Pocket Watch,None,Open,Afro Hair,Weed
6026,4.9,471,75.61,https://solanart.io/search/?token=3HDUb5zD3cuVMmQLNu615GkTQ4FyxDmys28ES2A5AjE3,Red,Zombie,Purple Shirt,Palette,High,Elf Hat,Party Horn
6031,19,3161,0,https://solanart.io/search/?token=8MSj9Y8mrAQVjJp2JarF4iUWzkbcF1SyBqeoNN8Zo54c,Blue,Yellow,Purple Shirt,None,Monocle,Spiky Hair,Weed
6043,4.95,5813,58.21,https://alpha.art/t/2ov5Nbc5c6wZMbLUuyZ5oSbi7pQGtKGNfMdX4faEXYPi,Purple,Purple,Singlet,Amulet,Focused,Beanie,Biting Brush
6105,9.8,9163,0,https://alpha.art/t/6M2zy1qjiybAY1PWTteBywaMX3PnGdUVUGqknUhn2HAd,Purple,Pink,Singlet,None,Sleeping,Spiky Hair,Neutral
6126,10,4510,8.43,https://solanart.io/search/?token=HqMfhojz6VcMTp6wmqf6Cqw56c1nf3BS46YxAVvv5TsD,Orange,Salmon,Fancy Sweater,Palette,Sleeping,Halo,Neutral
6161,40,8210,0,https://solanart.io/search/?token=DgDn9ppBRFMFTektLjPkJEdbZg7QR3iYQojnMtEKEeUQ,Orange,Salmon,Pink Leather Jacket,Western,Open,Santa Cap,Cigarette
6172,6.9,2424,47.79,https://solanart.io/search/?token=6wuuwcGr2yXdBD8bbMD1okuSh8RkT8aMdBgRpC1NLk36,Purple,Purple,Fancy Sweater,Kiss,Star Eyes,Red Hair,Smiling
6174,50,5411,0,https://solanart.io/search/?token=AWrEAPSoPuXBUppca1VjveEvrgENAY2YbTzgSXFWHQgm,Cyan,Yellow,Piggy Tee,Amulet,Sleeping,Cowboy Hat,Weed
6185,4,1160,86.35,https://alpha.art/t/WpyedM6Q3Xv6DnXKkBQQAMf516Ma7W2JKV7vtZTM3ip,Yellow,Salmon,Pocket Watch,Amulet,High,Propeller Hat,Lick
6216,222.22,764,0,https://alpha.art/t/6PDf3jxaE1xbuRLqcvA1oN1NWgUceYrNH9ZUwxAfn3A4,Blue,Zombie,None,None,3D Glasses,Fisherman Hat,Cigarette
6238,9.9,8828,0,https://magiceden.io/item-details/31WVgKor1G4RMTWvRHdVKMtNvF14DRyz4LJEREzTJddG,Purple,Pink,Piggy Tee,None,High,Afro Tail,Weed
6246,5,5318,59.69,https://alpha.art/t/Gd67a4nLqW4MEK5uM8mdwMNBVPd6R5aisRUZD2vwyC7p,Blue,Purple,Artist Apron,Gold Ring,Open,Fedora,Neutral
6256,39,267,0,https://solanart.io/search/?token=8WQgub7XwrLFpAC87Uug6AraaguVK9pwe8G5ZWsr6GZs,Blue,Purple,Bone Necklace,Western,Open,Royal Crown,Lick
6267,9.99,1927,18.88,https://magiceden.io/item-details/8KJs5xVbqSyTqxDhkvMpPLQJbVpcaCHKiFFgoWra5HFS,Orange,Alien,Singlet,Palette,Open,Sailor Cap,Bubble Gum
6273,55,9439,0,https://alpha.art/t/2qrbxWkNpp1QdFaXcTrRoiyzGrzyd4pyr4JiQQVQqCjk,Purple,Salmon,Piggy Tee,Palette,Crying,Officer Cap,Smiling
6304,10,3414,12.82,https://magiceden.io/item-details/3PkeBZfCPJi32p9EhxMeGC35J5VNsmNUgXeoby7CHzFB,Yellow,Yellow,Red Jacket,None,Focused,Leprechaun Hat,Braces
6312,18.49,9660,0,https://solanart.io/search/?token=8ozDYQf5AhR4khDUY8Yze2kRhUgoaGfcdxy2GBVgGxVA,Cyan,Pink,Piggy Tee,None,Beaten,Fisherman Hat,Annoyed
6345,4.9,6566,55.69,https://alpha.art/t/5kNLHJW4HGVDBbgunQtWTH7kkPnEzdWsPw9e1XVSgGjR,Yellow,Purple,Pink Leather Jacket,None,Wink,Leprechaun Hat,Beaten
6355,59,292,0,https://alpha.art/t/AMa1fya9jxetrbcEM9kEK2DPkqYA91EMWtgdSbZpTzgh,Purple,Alien,None,Western,Coin,Leprechaun Hat,Lick
6387,4.2,8833,49.11,https://solanart.io/search/?token=DieqrRA7xjj6Eys8CfBHT2S6SnrhtuwZqifvVXVEniS9,Purple,Salmon,Singlet,Amulet,Focused,None,Beaten
6389,14.99,3725,0,https://alpha.art/t/GeRLUwEUytJtw5WgoJvHYgCnHnPYWFB7NnEnvy7W9wCf,Purple,Salmon,None,Weed,Closed,Propeller Hat,Weed
6404,11.9999,4381,0,https://solanart.io/search/?token=Gw2YbuPbtGJ79KVL3Wf6iHBU9Po9412bie9RXQUFM3zN,Yellow,Pink,Pink Leather Jacket,Red Diamond,Sleeping,Cowboy Hat,Smiling
6409,5.8,9666,34.27,https://alpha.art/t/5yossWo4ne4d4Q7rBjQTtmW8H9i7WF4p2ZAhuaaVgKaV,Cyan,Yellow,Fancy Sweater,None,Open,Beanie,Annoyed
6417,25,4420,0,https://alpha.art/t/ApgZxpYE8JpHHmii9tyi1jeKnsEksJQxFGgbuZG1h9wt,Blue,Salmon,Pink Leather Jacket,Palette,Laser,Beret,Smiling
6477,25,6649,0,https://alpha.art/t/4hRZNbmeapdayQcAPAcmX2yWREtUjybn18yyyafo36yJ,Purple,Salmon,Piggy Tee,None,Laser,Fez,Beaten
6496,3.9,5654,69.35,https://alpha.art/t/GtdXWwK4c1v75bRfU2UdwMD9pwcBvYq3y67CrCGhfRnb,Blue,Yellow,Pink Leather Jacket,Earth,Open,Santa Cap,Beaten
6504,8.69,3170,26.9,https://solanart.io/search/?token=Dy4BJ6oTcChkgVHyyp3fsad3FWw6XCEjQ8PUzmhAJ5Ly,Red,Salmon,Bone Necklace,Palette,Wink,Propeller Hat,Beaten
6507,9,8448,7.15,https://alpha.art/t/Ftw1UnQ8KPQWzoa1QnU7RBtQuBEVynm1hacJFksFioic,Cyan,Salmon,Star Tee,None,Hypnotize,Cowboy Hat,Cigarette
6519,25,8738,0,https://alpha.art/t/66vWNLM78HpKZFmkm6QpcDDihdaq7Vu4DFLPwVsU2V2U,Red,Salmon,Singlet,Amulet,Heart Eyes,Fez,Smiling
6541,6,6632,39.93,https://magiceden.io/item-details/FBsAQNxDGdgAM46FUUCDWTMS5FNXdPZVtPzekvEXoGzF,Orange,Pink,None,Western,Beaten,Sailor Cap,Neutral
6544,55,6753,0,https://alpha.art/t/G7fXcPSTXDd2FzHCfguMPSGvWLr2BqjNyPJJ4BeDDSC7,Blue,Pink,None,None,Wink,Elf Hat,Bubble Gum
6546,3.69,4692,75.3,https://alpha.art/t/9AtvuxqHEibVvT9z7VTi5d4apQMwUeHWoxB4PZde3ZKn,Purple,Yellow,Star Tee,Amulet,Crying,Fez,Neutral
6582,200,2578,0,https://solanart.io/search/?token=GwhukrCfyJm21HqHLK8j4cfDM6QE2VCZdvPckRDyLJ9q,Red,Pink,Artist Apron,Solana,Closed,Officer Cap,Neutral
6594,10,4050,10.27,https://magiceden.io/item-details/BaRhqSrJYikrpH6yp67kxAxBYk2WkvU1aTUpqqhq4Dba,Purple,Salmon,Artist Apron,Gold Ring,Dollar Sign Googles,Beret,Smiling
6603,5,1743,69.52,https://solanart.io/search/?token=5tS7NewJLZH46aBFr5UVA9566U4FhXuiTGzAiwLvZBYz,Blue,Pink,Purple Shirt,Earth,Open,Ice Cream,Cigarette
6604,4,8992,50.47,https://solanart.io/search/?token=GCF6nWqxLkGRJiopxXXFbgnYf8ToJReBLjXMHSNzF1AE,Red,Pink,Pink Leather Jacket,None,Coin,Officer Cap,Neutral
6625,5,4197,59.68,https://solanart.io/search/?token=FcS8sZ8YPuuNvgNVhfk9T74H9GykasCfE1LpTogfybo3,Blue,Pink,Singlet,Gold Ring,High,Spiky Hair,Beaten
6629,3.5,7947,59.66,https://magiceden.io/item-details/4FiKtZqJpMz5wmqHyUNZnairegnpU1Yx2nvWKftNQfFB,Orange,Salmon,Purple Shirt,Amulet,Wink,Fisherman Hat,Smiling
6650,6.8,2448,53.19,https://alpha.art/t/HJeTdfGw8SPHEaHn39Fu3Em8ioWfVEKWbCzfVzyVY27o,Blue,Salmon,Pink Leather Jacket,Earth,Laser,Afro Tail,Beaten
6673,7,4881,41.44,https://alpha.art/t/4gtFiYJKGHx935cWGsQAgcE2UwKPFdtH3jYiN1MfKwuR,Green,Pink,None,None,High,Leprechaun Hat,Biting Brush
6687,150,1640,0,https://alpha.art/t/9aDo9cjpVQUd9NtEGiNW5hwwfQvgfHYAVyvyms3StLSe,Cyan,Salmon,Purple Shirt,Gold Ring,Crying,Halo,Annoyed
6696,6,5113,46.01,https://magiceden.io/item-details/B1gqnfKNwz27GrxCuL35TuMX7zRsxFknoAot3xDAQMLv,Cyan,Salmon,Fancy Sweater,Palette,Wink,Mohawk Hair,Braces
6719,4.75,9141,46.87,https://alpha.art/t/AWnvEECz4NPQNdSXrvvDeKhTf6r9kjKgijBP5VJkwRBX,Yellow,Salmon,Piggy Tee,Western,Open,Fisherman Hat,Bubble Gum
6771,24.6,6889,0,https://alpha.art/t/DLsK7jaZ9AriHK7LwLnR4YemUU5E6DeC3D4KpdY7zfmJ,Blue,Pink,Purple Shirt,Amulet,Open,Officer Cap,Beaten
6772,5,7600,50.55,https://alpha.art/t/54eW5sjmijx7rdmP7Fstmd9279v6PkyGv5dmcKmwK6Yy,Orange,Pink,Red Jacket,Palette,Open,Beret,Cigarette
6788,9,41,40.84,https://alpha.art/t/AJU2Y5CFYckEmPwNiQyTwCQE5vujwxGmdC5ZFFh4X2AY,Blue,Yellow,Singlet,Gun,3D Glasses,Afro Hair,Golden Teeth
6875,15,2859,0,https://alpha.art/t/6wvM7AKiUw9kUZmsER8cKxA6W8gyqbn1meC8s2bSJnUC,Green,Pink,Star Tee,Earth,3D Glasses,Fedora,Smiling
6878,3.39,2020,89.01,https://alpha.art/t/BtHbtLoHn2horpE67shBDpzQKquyxvEZyKdFtvhiuF2T,Green,Yellow,Singlet,Weed,Hypnotize,Leprechaun Hat,Braces
6899,150,24,0,https://alpha.art/t/4GXd3kp21MhF4SXDu4YrKHEJt4ZbnbjJYq1HmFgPotv5,Orange,Alien,Pocket Watch,Weed,Beaten,Ice Cream,Beaten
6921,16,1703,0,https://magiceden.io/item-details/93cC4H7WReTtMvNeBuqJTqz6rnodZ1me2cDAeSHe7t8j,Orange,Salmon,Purple Shirt,Weed,Beaten,Halo,Biting Brush
6930,7,3963,45.12,https://alpha.art/t/CRaaFRwWeShLn9q49qZNyAPZguhgXHki5puRXc7sJzba,Blue,Salmon,Purple Shirt,Red Diamond,Hypnotize,Leprechaun Hat,Neutral
6947,6.99,127,56.09,https://magiceden.io/item-details/2sSZJkxDrVoiWB885n5KF5p2ce2p9zEfGzPxEfkaXYxt,Yellow,Zombie,Artist Apron,Earth,High,Ice Cream,Bubble Gum
6950,20,1042,0,https://alpha.art/t/C2aqLxdvCELDmNrauQb2vcvByECwyf6cVcrTmSKxTZaB,Red,Solana,Red Jacket,None,Beaten,Spiky Hair,Annoyed
6980,7,4167,39.8,https://solanart.io/search/?token=DwxJYYKPqQ9ZoAEd396ZD5nD3JvEnaJHAvDEbKwSpmEn,Blue,Salmon,Bone Necklace,Earth,Wink,Officer Cap,Biting Brush
7003,9.8,9160,0,https://alpha.art/t/ESk2VUYmz7LKm9DwMWrxa9AJ4YRiPuPcmMqjNgwmEfwE,Orange,Salmon,Fancy Sweater,Amulet,Coin,Cowboy Hat,Neutral
7009,11,3478,7.06,https://alpha.art/t/F3Fhfpgz839ChdCTHFPbYTQUK6xjKMfYhn9hNrpLZAyA,Red,Pink,Purple Shirt,Earth,Star Eyes,Santa Cap,Cigarette
7021,20,1666,0,https://magiceden.io/item-details/GX7ootAFfAxz7bY3j3q3YRQvX3Y6w7Rmr2v2rxobsJPv,Cyan,Salmon,Solana Tee,Amulet,Monocle,Fisherman Hat,Annoyed
7066,16.69,5795,0,https://alpha.art/t/2vBEii35wRGW5A6aFXy3TpYVUfTkCmgc3T9BJtpb6LGo,Red,Salmon,Red Jacket,Gun,Crying,Spiky Hair,Neutral
7067,4,8799,55.74,https://alpha.art/t/H9iKXGXdxMFyXkQVjop1Qj4i2oMjS4UJyMCPHA2N8EAN,Purple,Salmon,None,Gold Ring,Open,Beanie,Smiling
7089,7.99,6459,25.22,https://alpha.art/t/5zUuR3XHgGEso4U3QiSuNQZXdrECeaM8PV8aRmZj7U53,Cyan,Salmon,Blanket,None,Hypnotize,Beanie,Annoyed
7092,3.5,7184,62.72,https://magiceden.io/item-details/4KpPZ5BU3zWKgHHjq1CcYNGupzbZ3WHYakH9Jg2RJDzW,Blue,Pink,Purple Shirt,Earth,Closed,Fez,Neutral
7142,18,7805,0,https://solanart.io/search/?token=91MXj25aiRVvXv129WSt34u4UMAT4qKuPoZdrqBoyEuE,Purple,Salmon,Fancy Sweater,Palette,Coin,Mushroom,Neutral
7173,4,1438,85.24,https://alpha.art/t/2dUomJVkjD6GfCStwYyChnzCd4X2iqcwkeEnwGYwjyso,Orange,Pink,Piggy Tee,Gold Ring,Coin,Beret,Golden Teeth
7181,8,1392,45.42,https://alpha.art/t/2wXjN3Hg3dsejrM7NndGyFF6VqzRAPEg6W8gfRCjjWgh,Cyan,Yellow,Rich Jacket,Gold Ring,Monocle,Fisherman Hat,Neutral
7197,4,4613,68.02,https://solanart.io/search/?token=CnqqABcBPykD4iZggHsjVNSY26JY9ZSCo19WYnecTJVh,Yellow,Pink,Piggy Tee,Earth,Focused,Cowboy Hat,Party Horn
7214,19.5,9483,0,https://alpha.art/t/DxznCXV6pDoaB22KHTT8wDSY2gUzWnHjnGgFUsL1E8jG,Blue,Salmon,Singlet,Earth,Focused,Cowboy Hat,Neutral
7316,4.8,9425,45.24,https://alpha.art/t/9PnaSsKEsLVw3xoQzda7WaVs45KgafWrmToWXjNyfo72,Yellow,Pink,Purple Shirt,None,Sleeping,Beanie,Neutral
7321,5.5,1727,64.58,https://magiceden.io/item-details/hebZzK9e9yPEKDRK84pLeqKDczX5H5e2oSi7z8SoD9A,Green,Yellow,Rich Jacket,None,Coin,Red Hair,Bubble Gum
7333,66.599999999,3760,0,https://alpha.art/t/CQDmQy5WrLkRoFdLA5KChW9RFn66c6JEgFkjpsCZVWT6,Yellow,Solana,Red Jacket,None,Open,Beanie,Neutral
7349,5.5,7308,42.22,https://magiceden.io/item-details/5ea5VUvPE4fWyVvAmRivv7rt7byiFypYgUcCokjaVi7T,Purple,Salmon,Singlet,Palette,Coin,Afro Hair,Smiling
7360,6,629,63.98,https://magiceden.io/item-details/7vApe5rbXgmPNc1x7wdM3Uf4dCcykR7gpgRMQg1UWN1z,Green,Pink,Solana Tee,Palette,Crying,Sailor Cap,Biting Brush
7374,4.7,8957,43.61,https://magiceden.io/item-details/C34BLUufd2CEwdZoxiwsizaUYrVtwUXjNfEgWu4n8JfE,Purple,Salmon,Piggy Tee,Gun,Open,Cowboy Hat,Beaten
7381,10,1156,21.87,https://solanart.io/search/?token=FhicEzoZhv4Pnk1Z5NYxETpsrCLv6tedyk1y3NPsfued,Green,Salmon,Pocket Watch,Kiss,Wink,Afro Hair,Cigarette
7388,5,9384,43.4,https://alpha.art/t/DU5xudyVyFz8AUq4zsHrALVuw3BWieXcEzycwXGRMp7k,Cyan,Salmon,Singlet,Western,Wink,Santa Cap,Smiling
7405,4.8,7198,54.16,https://alpha.art/t/BxgCD1r4PGzrKyXKWyBmQFvkdzUxnV8A9EKeKbisVPUW,Red,Yellow,Singlet,Amulet,Open,Leprechaun Hat,Annoyed
7415,5,4761,57.42,https://magiceden.io/item-details/29w9NHVqYePC53B2b5GmwnfJLmCZSSkPW8e7aVWdynHu,Orange,Pink,Pink Leather Jacket,None,Monocle,Mushroom,Cigarette
7416,5,3358,67.55,https://alpha.art/t/ice5i1DBHj73JYTjhDd16Nws28BDxFy7FM6uhHFQg3d,Green,Salmon,None,Gun,Heart Eyes,Sailor Cap,Beaten
7432,5.7,6681,47.23,https://alpha.art/t/rAQtjjUjGeEJs5Z2TDnot3eBntuPFzUpZzXpq57kBix,Blue,Salmon,Bone Necklace,Weed,High,Sailor Cap,Neutral
7438,13.39,6864,0,https://solanart.io/search/?token=24NUuEmU7ifqgsnQsfpzMMuwrS3XAPvgLdqVNkAPeuZE,Blue,Pink,Singlet,Kiss,Hypnotize,Sailor Cap,Neutral
7477,5.5,3852,56.07,https://magiceden.io/item-details/GxMr9Qh4WY4FCnDBfGWtGZRiMdDPGVKYwgGPoes5iNiq,Purple,Zombie,Singlet,None,Open,Afro Tail,Party Horn
7500,3.5,7497,65.96,https://alpha.art/t/7de7LyJmbUzEHkNuRgCUyThCdLVgBxAWrPGPtjpqUXEa,Cyan,Salmon,Singlet,Western,Coin,Mushroom,Annoyed
7505,1500,6553,0,https://alpha.art/t/B33dpMi8kLm65yK1ErPAdoMkBg8h9YGgD45gJpaKtYRz,Red,Salmon,Pink Leather Jacket,Weed,Closed,Mushroom,Beaten
7516,8.88,5277,16.56,https://magiceden.io/item-details/6FTdwP4jmJ2yXqcia9xdfdLFJN2ii1AVyJHXyNDwVRAe,Green,Salmon,Rich Jacket,Weed,Wink,Leprechaun Hat,Smiling
7544,6.9,278,56.39,https://solanart.io/search/?token=2UDqG2ML6qRTnwAPqdGJTayZWtzuWHZmuCVDpBuP93nK,Red,Purple,Blanket,Palette,Dollar Sign Googles,Fisherman Hat,Weed
7585,4,1621,80,https://magiceden.io/item-details/BGtQ8ScPBzTRisTKToB2o75fCVw5ErJFcBP9Px9P5iFq,Cyan,Yellow,None,Earth,Beaten,Propeller Hat,Cigarette
7596,4.099999999,1374,84.49,https://alpha.art/t/5KWj97hi6gULFDnuHsaZ8cMbmEKca1EVeQe64gqeoyV9,Yellow,Zombie,Singlet,Western,Heart Eyes,Sailor Cap,Cigarette
7626,79,2128,0,https://alpha.art/t/GwxJgH6YSF6f5RguhmxCt7kGDbymsrwxVUtXKdNmBHes,Red,Purple,Star Tee,Western,Focused,Sailor Cap,Biting Brush
7627,5,2005,68.47,https://solanart.io/search/?token=37k82Wb9K6NUo8hoaXziUtuHiDzkasV3rBqS4dq1eZ4W,Red,Yellow,Solana Tee,Palette,Open,Elf Hat,Neutral
7647,15,1301,0,https://solanart.io/search/?token=EXQTgn8KzUn1omBLVcaYVJJc8Cw6YxhziNLC5B9rUEHp,Yellow,Yellow,Blanket,Earth,Coin,Mohawk Hair,Smiling
7698,4.8,9872,43.44,https://alpha.art/t/NCo1Z35nGGZrsUDJrBNJ7u3jBq5SvcAw6sV8cjqGKX5,Green,Salmon,Fancy Sweater,None,Coin,Fedora,Neutral
7741,36,401,0,https://alpha.art/t/A7AuWt99yPTF3BXA4TVxfQYWximrDVVDE3rPvvUY2Foo,Blue,Alien,Purple Shirt,Gun,Open,Mushroom,Beaten
7776,6.66,6550,33.66,https://magiceden.io/item-details/9ouZDWxyFfWLXvQL3dccY13RXKqMWwuGz9LiSDhhVjh3,Purple,Salmon,Red Jacket,Western,Monocle,Beret,Weed
7807,80,4019,0,https://alpha.art/t/4tFq3v6S6nJ3KAtxN61X4Zj8eNhNhFedErvw8sNoXFiy,Purple,Pink,Artist Apron,Amulet,Wink,Mohawk Hair,Weed
7819,5.2,2235,70.04,https://alpha.art/t/GgYURDNCqX5YWArR4xj7RpCAkSU4WEDAAvtHAz4ySJnW,Orange,Pink,Singlet,Red Diamond,Crying,Mushroom,Lick
7844,5.1,1982,67.56,https://solanart.io/search/?token=HTeyvs9w1BrjtS192nYwnUhigd53EiBmEoDbnNBvREmp,Orange,Salmon,None,Earth,3D Glasses,Mushroom,Beaten
7849,12,3859,0,https://solanart.io/search/?token=6PmLbnyNFDXedUwpjxU5ii85xRaHNZr4QapJRQ5Y1UM2,Red,Pink,Red Jacket,Earth,Star Eyes,Officer Cap,Weed
7860,4.86,826,79.09,https://alpha.art/t/EeHpYQ2c5VXhqM5hAuBHATbPcDdBB4zCYXPbGc1SiVuV,Cyan,Purple,Rich Jacket,Gold Ring,Hypnotize,Cowboy Hat,Biting Brush
7869,150,703,0,https://alpha.art/t/Fbj45eJzXuMn1sZeb2LkXV71bVN74h3XMTQy4NzAAozR,Red,Salmon,Artist Apron,Kiss,Beaten,Royal Crown,Lick
7892,4.45,3466,68.11,https://solanart.io/search/?token=E9xjeKNkoaPJ8DjxATAWVEY5LjaPWbDWuy98mNKKNkKP,Orange,Pink,Pink Leather Jacket,Gun,Sleeping,Beret,Lick
7937,3.459999999,1485,90.45,https://alpha.art/t/8v2cfhsxR5M9DqrzzReazj5pxTfausq5aHcGUcTqKGWo,Blue,Pink,Pink Leather Jacket,Gun,High,Afro Hair,Cigarette
7964,9.99,1566,20.33,https://magiceden.io/item-details/5zimKjevTG8bgh5pW5TnH6P8NDn9avKMXif9TFfA9PVu,Cyan,Salmon,Artist Apron,Amulet,Sleeping,Halo,Lick
7979,45,5307,0,https://solanart.io/search/?token=HY5NRkK1i7Zk41pVmh4RUKW1wDs9V8oaYMAu5TtK2ZQC,Blue,Salmon,Fancy Sweater,Kiss,Sleeping,Cowboy Hat,Braces
8013,6.3,3292,50.31,https://magiceden.io/item-details/9FKnQB25L5eJSnxcRtcwZzxRxxraemjAhFt8SS3aTJcv,Yellow,Purple,Singlet,Gun,Beaten,None,Braces
8026,30,3836,0,https://solanart.io/search/?token=7RbzKyFnZMcbWfVW3jKEWbeZaA2oe1vbvAotS25w36TW,Cyan,Yellow,Rich Jacket,Weed,Closed,Elf Hat,Smiling
8073,4.25,2677,77.77,https://alpha.art/t/BahiigqmSygKKnk1UkdEZ7YoRRTyGy3HAi58f2kr6Tpz,Yellow,Zombie,Red Jacket,Palette,Beaten,Sailor Cap,Neutral
8088,9.9,3589,17.62,https://alpha.art/t/AiBtWgx26aJYm95MmwsZcoDVwzkMdWi9T2sRSEkWvJdR,Green,Salmon,Pink Leather Jacket,Earth,Laser,None,Neutral
8115,88.88,3295,0,https://alpha.art/t/FeNHyjwcimUmvq8Es6QdUvTzVyMQRCEHyZXsKtwfjsg7,Yellow,Salmon,Rich Jacket,Kiss,Focused,Mohawk Hair,Weed
8156,65.4,910,0,https://alpha.art/t/9gcw314PL7ghhRdU5XqNqigx7NeW7FH4bVn93HeGmWu1,Red,Solana,Pink Leather Jacket,Amulet,Beaten,Afro Tail,Smiling
8157,3.95,8385,53.4,https://magiceden.io/item-details/B2PHbd92NaDas97xsbt7AzCAokGrzmYsvHWHA5cSegPN,Purple,Salmon,Fancy Sweater,Palette,Monocle,Officer Cap,Neutral
8163,5,7712,45.6,https://magiceden.io/item-details/J99qtJcF9sVstzJ5FN1ANCTU3s9Sc5FQeXS2xPixzByF,Yellow,Pink,Singlet,None,Sleeping,Mushroom,Bubble Gum
8173,10.8,3059,10.74,https://alpha.art/t/7M8LFQ7RfXGSyP9DWfUN1866fcPXpkMJ84KiQ1xv82Lf,Orange,Pink,Rich Jacket,Palette,Star Eyes,Sailor Cap,Smiling
8182,5.6,5494,52.99,https://alpha.art/t/FwHszhAKxiPAiY2ravTGC4yvtcpYTSTJXXaUqxfwHKNg,Purple,Purple,Star Tee,Palette,Beaten,Cowboy Hat,Annoyed
8184,88,3945,0,https://alpha.art/t/GqHjkzN4jTsjLyvcgnx4K9izcTfSmjjRpUhJLW3vMXkA,Blue,Pink,Fancy Sweater,Gun,Coin,Cowboy Hat,Lick
8193,5,6687,49.71,https://magiceden.io/item-details/9JYfN5iV4K5E7sf14LauXkW67YmbipXdpxiQk6ZEfSQi,Cyan,Salmon,Singlet,None,Dollar Sign Googles,Beret,Party Horn
8209,12,9873,0,https://alpha.art/t/7aYEvwhbWumqyhuudFMmH8SNHcByHaUopGY1KTeHyCUJ,Yellow,Salmon,Piggy Tee,None,High,Leprechaun Hat,Neutral
8218,4.75,8721,48.56,https://alpha.art/t/4BVtSso1CCLYpfFfEu8gdPeaRWTKJDGeNZWTkx6Ms1ss,Cyan,Salmon,Star Tee,Weed,Beaten,Cowboy Hat,Neutral
8224,69.96,413,0,https://alpha.art/t/4TNrQH3DmSryuzz4PqMnYHTVBZCq2yz8aece4eymxexi,Yellow,Solana,Purple Shirt,None,Open,Propeller Hat,Weed
8226,4,7875,54.95,https://solanart.io/search/?token=7HwrewpZvbSpt4fEFVLKPzZ9TPgCpVrwp9Qza4ZEqbqE,Yellow,Salmon,Fancy Sweater,None,High,Party Hat,Cigarette
8245,5.49,1916,68.42,https://alpha.art/t/EAcxgU5LBKqd6tTxhNosfLgTYzx1jVtxwoZ61ocWUr3m,Purple,Purple,Pink Leather Jacket,Weed,Monocle,Propeller Hat,Neutral
8281,3.76,1459,87.55,https://alpha.art/t/8c2BUjrAoGkJkdj8MAGMjMF7NF6HP7jqW9iUpDFq82GB,Blue,Purple,Singlet,Red Diamond,Monocle,Elf Hat,Biting Brush
8289,12,371,9.51,https://alpha.art/t/5tHPYhqPcTQREywbh2yRS8AuBtcDbLke5Cn1thG1hBuX,Yellow,Purple,Purple Shirt,Gold Ring,Heart Eyes,Beanie,Golden Teeth
8296,3.39,5529,74.95,https://alpha.art/t/7UBAJdzh6Mok98GTVgq8VzXPu4FT98TDVvjh6kEzgc4m,Yellow,Purple,Singlet,None,3D Glasses,Elf Hat,Beaten
