id,price,moonRank,💎 score (%),storeURL,Accessories,Background,Celestial Accessories,Clothe,Eyes,Face,Hair,Mouth,Skin
2539,10,849,0,https://solanart.io/search/?token=5bRxwuATnHzXnZV568VtWBsVED53EDiC3gt7XcTFdd1a,Eye Patch,Purple,,Emperor Suit,Orange,,Dreads Rose,Shark,Kaisen
2541,2.8,2908,61.91,https://solanart.io/search/?token=A9eg9c6a7eP19wnNNeJ4Ns2AUj3Cyrdz7UkSPS4tfUbn,,Mystic Blue,,T Shirt Teal,Odd Eye,Ghoul Mask,Ponytail Red,,Pale
2550,1.9,5034,61.33,https://solanart.io/search/?token=8kcsfBbmAaoeWR7QhYJiuZhjY2d25XXyQq1CaULEaXj4,Nose Bleed,Red,,Raijin's Robe,Samsara,,Fox,Neutral,Pale
2555,2.01,1588,75.75,https://solanart.io/search/?token=DLkhKCwaWQCpJwZHis4qRz9osKZWaoWzMXReUqVBHLyR,,Mystic Red,Silver Earring,Yukata,Samsara,,Man Bun Green,Angry,Undead
2562,4,2030,53.86,https://alpha.art/t/5FpTYANgNzVkDt9FiFKiYDsRdn7ivkH1byTh8sp6jQPB,Nose Scar,Mystic Red,,Rider Jacket,Purple,,Samurai Bun,Shark,Undead
2569,3,1874,64.56,https://solanart.io/search/?token=FRE132yy2jRQroZLfxz8hchwy9SNgzfZmMuax461MtwS,X Choker,Purple,,T Shirt Red,Possessed,Ninja Mask,Spiky Teal,,Pale
2570,3.49,4506,47.81,https://solanart.io/search/?token=5irZ7RxJtSb3cfpxGQ9h74VPA9P354ZRSxHPFvAvF4rc,Stud,Blue,,Jumper Navy,Fire,Ninja Mask,Spiky Blonde,,Pale
2575,10,6072,0,https://solanart.io/search/?token=hNrFfaACLotRw4xAgcdKkF6EAkn3XTwVrPRnkT2MXxH,Nose Ring,Green,,Military Uniform,Purple,,Spiky Blue,Smirk,Tan
2585,3,3325,58.03,https://solanart.io/search/?token=Es8Mqz52gvJVqi3peGHXntrtiFJfdmXBpwQpmbTewm9V,,Blue,Nimbus Earring,Elementalist,Fire,,Spiky Blonde,Smirk,Tan
2595,2.4,6108,51.5,https://solanart.io/search/?token=GFtPDvfGAZP1RZMCmqjFWTmGdbd4C6DVuPw21ULi34Tf,Cheek Bandage,Purple,,Dark Celestial,Purple,,Ponytail Black,Fang,Undead
2596,2,6178,55.18,https://solanart.io/search/?token=6QMkvjuLcY8KGRJkutVEoRZSLY6GjEiZquuJ7YbWgmuh,Nose Ring,Green,,Oni Suit,Orange,,Ponytail Black,Stiched,Pale
2597,3,939,68.77,https://solanart.io/search/?token=3tszWSbDnY9yf8FnMKXxb2JuYdigfSJVtpTPQgW5mzdA,,Purple,Wu Zhu Earring,Slayer Uniform,Fire,,Textured Rose,Shark,Tan Tattooed
2602,2.5,991,73.54,https://solanart.io/search/?token=Dy4bcydR5KeVc7mXznqLXZ3TRswYSH5JkgmhNMBgYCmb,Celestial Choker,Purple,,KAM1 Jacket,Possessed,Tengu Mask,Textured Purple,,Tan
2603,5.4,553,46.51,https://solanart.io/search/?token=97CTNMrMbUC3SkNu4sZLa9bJSYLw5dZaUzqbXqtzwdwz,,Purple,Nimbus Earring,KAM1 Jacket,Orange,,Man Bun Teal,Goblin,Kyubi
2613,3,906,68.92,https://solanart.io/search/?token=HFLRUc4Ho2srN1BF8XhbKV6VtobQbWyMfrefnmFqxNa2,Nose Ring,Green,,Suit Teal,Bulls Eye,Ghoul Mask,Dreads Rose,,Tan Tattooed
2619,1,7507,59.2,https://solanart.io/search/?token=HvEsJb7A7GP8iSYHDpzrQ4gjEqPYy3btVDsf8XQ5vidt,Bandage,Blue,,Shihakusho,Fire,,Ponytail Red,Fang,Undead
2622,2.622,5435,52.31,https://solanart.io/search/?token=EoWswGf8oz4rAPJKs116BAm2XzoxmRcbbRtvQKrxuEdY,,Yellow,Antique Glasses,KAM1 Jacket,Closed,,Dreads Rose,Goblin,Tan
2631,2,2345,72.44,https://solanart.io/search/?token=A62SRwfSeE5gc4fgNas75XuVQKZeKrWYCx6sS92tvGm8,,Purple,Royal Blue Earring,Suit Classic,Bulls Eye,,Textured Purple,Angry,Pale Tattooed
2646,5,5577,27.89,https://solanart.io/search/?token=5oCgiqC9NovbTNuAMaVAcddbBm2c8gxTkpH4ALh3Pf3z,,Black,Cat Mask,Ninja Vest,Orange,,Spiky Purple,Angry,Pale
2647,5,4544,32.54,https://solanart.io/search/?token=CvjnKT18iJck9CgkxvNFagd5oVA48WFVf4ZGWxE2CE4r,Nose Scar,Red,,Tanktop Red,Closed,,Royal,Smirk,Tan
2650,0.5,6051,70.76,https://solanart.io/search/?token=CxYJ9eBg79ZRCdb1SotrJVSYUhSCS6b2aoog4niHgBKb,,Yellow,,Shirtless,Closed,Face Mask,Long Red,,Tan Tattooed
2651,3.49,4760,46.67,https://solanart.io/search/?token=AUWL3FqsgtT92z6oQeLJS6ngZEJq5GTpzrmggtN2gz5n,,Red,,Hoodie,Nymph,Hahoe Mask,Spiky Blonde,,Undead Tattooed
2662,6,8849,3.16,https://solanart.io/search/?token=8g4kLZeDZ6gH2LvCFUiyPMtY9siYpVi2WmHcjXWwwbDk,,Yellow,,KAM1 Jacket,Orange,,Man Bun Green,Neutral,Pale
2664,1.09,2599,80.4,https://solanart.io/search/?token=4KzGMcjS8MpsMTcpcgnh5c6rfmbb6Z3VdWTSmjSNQNys,X Choker,Mystic Blue,,Shirtless,Orange,,Long Red,Stiched,Pale Tattooed
2682,2.4,8488,40.78,https://solanart.io/search/?token=8BhezQ3cTPvpw8eVBCMg1gDKCf7u8ZyykqLyG2bvuBt8,,Green,,Gi,Orange,,Spiky Blue,Shark,Pale
2694,3.49,6257,39.93,https://solanart.io/search/?token=9cd5QqvKiVWmhK1xA9yh4LAowzcAEbjU7PLoZw6aCPj2,Nose Ring,Black,,Jumper Navy,Purple,,Police,Goblin,Tan
2707,5,4272,33.77,https://solanart.io/search/?token=CvrjnVwDJbAGoqDnhHGnG1QwDpYX7PYzeKkUyZNS85tE,Nose Ring,Red,,Jumper Teal,Orange,Snake Tongue,Braided,,Pale
2708,3,6407,44.15,https://solanart.io/search/?token=38A6EdzzvgtbozS5VWTSkAdngA1Fcq8ssWptMGBnfNfS,Cheek Bandage,Black,,Suit Teal,Bulls Eye,,Goblin,Goblin,Undead
2716,3.99,909,59.01,https://solanart.io/search/?token=FXDZra3K3WXdWKd2HMhZeHJZqYFkdtt2yKXNPw8B8Had,Cheek Bandage,Holo,,Tanktop Purple,Possessed,,Dreads Red,Shark,Tan
2719,3,5875,46.55,https://solanart.io/search/?token=6fpzj8rddsRdMqq6tsAV4mrVfRvCUr2Ev52VQts9v5qq,,Yellow,Rolling Hill Earring,T Shirt Black,Samsara,,Long Cyan,Fang,Pale
2725,2,4018,64.91,https://solanart.io/search/?token=BNHUhvimmnCPsJ4S8ZGd1etpJvxE1r52tArycU6XmhCi,Oni Talisman,Yellow,,Jumper Teal,Nymph,,Long Teal,Smirk,Pale Tattooed
2730,2.2,4335,61.48,https://solanart.io/search/?token=3FSqDbDjCeMYvM41Ma29TABdMe26fAiVdMVSkzk3qEBx,X Choker,Blue,,T Shirt Black,Bulls Eye,Ninja Mask,Man Bun Green,,Pale
2739,1.5,3117,73.97,https://solanart.io/search/?token=9xpKeGP7U8DDfmksAmgK9biV57XDc1QY5xQZzLNmwmUX,Rope Choker,Holo,,Hoodie,Bulls Eye,,Spiky Teal,Stiched,Tan
2744,2.99,7229,40.55,https://solanart.io/search/?token=BEsZkqtb777872os8pRTPfJTii49Kn7NtQ64URznTkxM,Pain Piercing,Black,,Suit Burgundy,Fire,,Man Bun Red,Goblin,Tan
2763,20,504,0,https://solanart.io/search/?token=BCDGDFBM78etE5QjAQkv1MgnZ4DzKtCTDgzCYbrqMBkp,,Black,Revenger Earring,Shirtless,Odd Eye,Snake Tongue,Goblin,,Pale
2769,0.44,1670,91.08,https://magiceden.io/item-details/DCTG1ood6Rstjd3BKvRJmNJnDFFx9NaFUWG48vPNvz26,,Green,Steampunk Glasses,T Shirt Black,Orange,,Man Bun Teal,Neutral,Zombie
2770,0.7,4195,77.11,https://solanart.io/search/?token=HEjq7dDq51gNku8XstBPYnAbi1NRZAoCXMHhHkLLbBMA,Stud,Purple,,Jumper Pink,Purple,,Spiky Blonde,Stiched,Undead Tattooed
2777,0.45,4223,79.49,https://magiceden.io/item-details/Cozj447ZbK8Cqr9DN9mWT41DenwXT6Dabx9ZcjhkTjEY,Stud,Red,,Ninja Vest,Closed,,Ponytail Black,Shark,Pale Tattooed
2778,3.49,2192,58.23,https://solanart.io/search/?token=3WTtQRWbrH5bMULcTVZ3BnUP1S99ydZkx4oZNZQqFCeC,,Yellow,Nimbus Earring,Skeleton T Shirt,Samsara,,Man Bun Red,Goblin,Undead Tattooed
2786,15,2198,0,https://solanart.io/search/?token=Ffi9g3g6zfMhauw2Q6SGCpCrtoo2Grann5NewtU843VC,,Red,Nimbus Earring,T Shirt Red,Fire,Snake Tongue,Ponytail Black,,Undead
2792,1.5,5860,61.62,https://solanart.io/search/?token=24g7ieLYy3LFzGT2GjWVn11JZt4Wq9MWekZzHKGqcf5Q,Ear Cuffs,Mystic Blue,,T Shirt Black,Orange,,Ponytail White,Neutral,Pale
2798,3.45,7019,36.9,https://solanart.io/search/?token=CqpzqP7HfN1KdpczjGSH74cLKWWh6JRhxr8nSdnvKAkD,Ear Cuffs,Green,,Tanktop Red,Closed,,Man Bun Green,Goblin,Pale
2812,2.89,4877,52.14,https://solanart.io/search/?token=ENkDX44SugmcyyVCB4BuH4s2NADntF5qHENBNZyVjcJt,,Black,Nimbus Earring,Tanktop Black,Purple,,Dreads Teal,Shark,Tan
2831,2.2,3527,65.12,https://solanart.io/search/?token=E2jc1bwnyCktJbTPkZ2Udh9fYPctsgf8KyzWWrZ9ZYcp,Nose Ring,Yellow,,T Shirt Navy,Nymph,,Man Bun Navy,Shark,Zombie
2837,3,2227,62.97,https://solanart.io/search/?token=FEHBxVCrLrAhFDayFH8zifvWeuDdWhQakYyPqF1Hvsnr,Rope Choker,Black,,Tanktop Black,Bulls Eye,,Police,Fang,Zombie
2850,4.5,1518,51.17,https://solanart.io/search/?token=2FUkYkWT2H2T2qDqUGEMdFxkHCer2ta2T48W5g6H8PKZ,,Blue,Cat Mask,Suit Purple,Orange,Hahoe Mask,Dreads Teal,,Pale
2869,2.2,1649,73.58,https://solanart.io/search/?token=27pKgnJvirZixseLeSNcBXmWbdvUFxctU2ZHBQ3XSLtW,,Black,Cat Mask,KAM1 Jacket,Samsara,Tengu Mask,Man Bun Teal,,Pale
2890,2.5,3681,61.43,https://solanart.io/search/?token=Ay3Jk6kL8UGJagjVweAicr6wge1wkjWSEhvomKq8dcs9,Cheek Bandage,Mystic Blue,,Dark Celestial,Fire,,Dreads Red,Goblin,Undead
2899,2.4,8840,39.2,https://solanart.io/search/?token=ASzpNxGpjXG7o5Hsi5LnTxercjTAy4nkuaKoodHnssUK,,Yellow,,KAM1 Jacket,Bulls Eye,,Man Bun Red,Shark,Tan
2922,4,4013,44.93,https://solanart.io/search/?token=oJRvYneSMELecDVzq4n2MuBdN65dM6VUc3iWArKNZtb,Eyebrow Scar,Blue,,Samurai Armor,Bulls Eye,,Ponytail Black,Smirk,Pale
2924,2,4100,64.54,https://alpha.art/t/GywVriuRX3rHTu83bHvWjJs3yC7pke2zebaie9aCVNan,,Green,Amaterasu's Necklace,Shirtless,Devil,,Zero One,Goblin,Tan
2928,5,7895,17.45,https://solanart.io/search/?token=D3xi12xrtRq5TiJJy33hsYicugw5k1TAbRafuKp5gT1V,X Choker,Yellow,,Ninja Vest,Fire,,Ponytail Black,Smirk,Tan
2932,25,1780,0,https://solanart.io/search/?token=2Af5My6XHsB8VB4XPUXAfqASsubFAvkNB8iamWE3ectJ,Neck Bandage,Black,,Ninja Vest,Samsara,,Dreads Purple,Fang,Kyubi
2947,4,2611,51.24,https://solanart.io/search/?token=6KB1bZyiaY879YVF8rHAsskNBGMSkaGatqbamYfwMTex,Cheek Scar,Yellow,,Shirtless,Possessed,Bubblegum,Long Black,,Undead
2950,8,4531,2.6,https://solanart.io/search/?token=CZcaTsksEQEvZisYAQ2Tqv2SpsfZfK1h2spYWa7neChY,Neck Scar,Purple,,Arctic Jacket,Fire,,Police,Shark,Undead
2952,2.5,5982,51.07,https://alpha.art/t/243ux4hL4Bcpad16Sid1wWJTaVFZV9aTKDfrh3HQuCrx,Cheek Bandage,Black,,Changpao,Nymph,,Ponytail Red,Goblin,Tan
2961,2.2,3639,64.62,https://solanart.io/search/?token=Fhxdcpu7EQZxatCV6TnoV5AKir6Rphoe4V6rwE7rmzWe,,Yellow,,Gangster Jacket,Closed,Gas Mask,Long Red,,Undead Tattooed
2966,3,8700,33.83,https://solanart.io/search/?token=DUkGhpYRyr4mZWrdmiwBZLX5XWTEMULJA6DEw8JfXvG4,,Green,,T Shirt Navy,Purple,,Spiky Blonde,Shark,Pale
2969,4.1,7156,29.78,https://solanart.io/search/?token=9RRyH1bgUMRaJqKi8J6fPDr5TCrhmYP4eG26zKiTXEeH,Ear Cuffs,Green,,Tanktop Black,Closed,,Ponytail Red,Fang,Pale
2974,0.8,8728,55.7,https://solanart.io/search/?token=Gh23k3VQJj4f67xLfUmFP8wF994etffDHoZ8vqk8zDXn,,Blue,,Hoodie,Nymph,,Dreads Teal,Shark,Pale
2980,0.87,2549,82.82,https://solanart.io/search/?token=CSxN6Wn2r43tdF2MheYw8rcjY69mSPxLAeMJJeY174ir,Stud,Mystic Blue,,Tanktop Teal,Purple,Bubblegum,Man Bun Red,,Undead
2997,1.5,8117,51.45,https://alpha.art/t/7u198AtMSsVrmmHwaBjv2mKyyL4cQH4iwVakavh4fHg4,Ear Cuffs,Green,,Jumper Teal,Fire,,Textured Green,Angry,Undead
3000,2.8,8097,38.54,https://solanart.io/search/?token=7fKYtvhsNeyvH3TiX3BUT54CsX3aBEq6C3Ngp9Wz7v4j,Pain Piercing,Blue,,T Shirt Teal,Orange,,Ponytail White,Angry,Undead
3012,3,3000,59.49,https://solanart.io/search/?token=DUGDXdEJpSmQ2wx1UubdSZ9kQ78waaSuaiNHoyEdAPsP,,Purple,Hanbok Earring,Celestial Suit,Closed,,Spiky Blonde,Stiched,Undead
3018,40,2152,0,https://solanart.io/search/?token=9sknDuTSfuFVSAeZUoRzAP5Wq1rLAGhgh9QHYJudka9C,Stud,Blue,,Gi,Closed,Cigarette,Samurai Bun,,Pale
3021,2,8803,43.36,https://solanart.io/search/?token=ALUugQH9WMyyqwHcWRLevZZYucPnxDEpbsjJvhYsmNT4,,Red,,Jumper Yellow,Bulls Eye,,Ponytail Green,Angry,Tan
3038,9.69,4775,0,https://alpha.art/t/BwFa6U5CpALeWWdDbSWAd3fX5VooVd1rTD4ZyuNFzF2Q,,Green,Royal Blue Earring,Suit Classic,Orange,,Spiky Purple,Stiched,Tan
3039,1.6,3010,73.45,https://solanart.io/search/?token=AwRRELWD7rZY1xHs2L5nFo4YeeCjkbgMTAgmFNwL8xup,,Blue,Dragon Earring,KAM1 Jacket,Elementalist,,Dreads Purple,Neutral,Tan
3042,1.6,965,82.66,https://solanart.io/search/?token=GuaLY2KRPsyJPDbPVdX6gJAAeChkWcfM7YGUttEQvfoF,Neck Scar,Red,,Suit Teal,Devil,Samurai Mask,Spiky Blonde,,Tan Tattooed
3052,5,608,50.26,https://solanart.io/search/?token=H7YjQfv9Lthta1s4oYWxgYWJRn73juMs27MWnLgzNkQ8,,Red,Emperor's  Earring,Jumper Teal,Elementalist,,Ponytail Red,Neutral,Pale
3075,0.99,5146,69.93,https://solanart.io/search/?token=Fx7C2w3iaigKMdzFAWJtNv3gan34rEg6z5wCWqPDzMbG,Stud,Black,,Tanktop Red,Possessed,,Textured Green,Goblin,Undead
3084,2.19,4263,61.91,https://solanart.io/search/?token=EexEMkpL3jyG8AUDTd4ujszQzw3VGazbB6UfsXJ14rXF,Neck Bandage,Black,,Jumper Teal,Bulls Eye,,Textured Rose,Goblin,Undead Tattooed
3086,2.3,4246,60.88,https://alpha.art/t/HR2bkP8achNpuGaUMyAvXuxjEFHv9GoVyUn4YGGvyTyz,X Choker,Blue,,Suit Teal,Nymph,,Man Bun Teal,Fang,Undead Tattooed
3095,4.5,527,55.63,https://solanart.io/search/?token=56CSqbhs3b5cc65KRHrxDG3VEESr92vT2WJcKFVk8faK,,Red,Cat Mask,Jumper Teal,Orange,Snake Tongue,Long Black,,Tan Tattooed
3105,17,1436,0,https://solanart.io/search/?token=CJkjDcBJoxYJ2App8GwcfNNgBvxJHi6heJ2z8ZicdPpR,Stud,Green,,Samurai Armor,Devil,,Braided,Shark,Tan Tattooed
3111,300,694,0,https://solanart.io/search/?token=5dCfMXBBrMqyvabEs6f8WRZoudBFqKNHaHYJ5oBHAwH7,Celestial Choker,Yellow,,T Shirt Red,Closed,Tengu Mask,Man Bun Teal,,Tan Tattooed
3120,20,6173,0,https://solanart.io/search/?token=HTMTfY9gTeWkAab1Ry65aKtmos5ATbNGuFYnbZN1Pf4K,Eye Patch,Green,,Arctic Jacket,Bulls Eye,,Textured Teal,Neutral,Pale
3121,2,3541,67.06,https://solanart.io/search/?token=83gQ8WSG7tzk56gvLUmYGriA23iUwda2uoyK55QxW87g,,Purple,Dragon's Fang,Montsuki,Closed,,Textured Teal,Neutral,Pale
3122,10,8866,0,https://solanart.io/search/?token=EnGqyJnH42PjudaRbf4NP9raJUg2b1QqXsajxcZBAFxo,,Green,,Ninja Vest,Fire,,Dreads Purple,Angry,Undead
3126,2.5,4063,59.71,https://solanart.io/search/?token=EksVAC2M64K7zDxw4Ua4cqg1exEfPuuCJRTVnjYbgHTY,Nose Scar,Red,,Suit Teal,Samsara,Bubblegum,Spiky Blue,,Pale
3129,7.62,1714,19.08,https://solanart.io/search/?token=BY8xKfdyXQthUhKVUFLATt5SHRgF5mptoYVLAPVyzPLK,,Blue,Wu Zhu Earring,Samurai Armor,Nymph,,Textured Teal,Fang,Pale
3134,0.35,4648,78.57,https://solanart.io/search/?token=8mZSFnPoAiTprLYNVfRb7iYxw9zoAkZKUy7YXxVs7FRC,Stud,Blue,,Suit Classic,Orange,Bubblegum,Man Bun Green,,Undead
3135,0.5,8547,59.52,https://solanart.io/search/?token=D9nGgNZxfmT6gPqVjrQa7f7P3wMgA7haipsLKe1sXAjS,,Yellow,,Military Uniform,Nymph,,Man Bun Red,Goblin,Tan
3136,1,8480,54.82,https://solanart.io/search/?token=Ec1gKiN55ykGm678ztEG3jUG2JHspLDhf9qje6bUh1Xq,,Yellow,,Changpao,Devil,,Spiky Blue,Goblin,Pale
3141,0.45,490,96.29,https://solanart.io/search/?token=GcrjZXYeCL6eX5pzQsxU6TsQU2fw4yPrEsuJXkz23vPn,,Yellow,Hanbok Earring,Skeleton T Shirt,Devil,Snake Tongue,Ponytail Green,,Tan Tattooed
3161,2,1860,74.63,https://alpha.art/t/GVVks2McdfTf6a6roeXZBn23E46W6xNyqmn3dmt7S3om,,Red,Silver Earring,Tanktop Teal,Fire,Snake Tongue,Textured Teal,,Pale
3168,4,138,62.38,https://solanart.io/search/?token=FafCKTXZPmrSSnDxhUzrL9PoFj2J8DSm2MkcsXVnM1tZ,,Yellow,Hanbok Earring,Rider Jacket,Possessed,,Ponytail Red,Fang,Kaisen
3172,1.38,8463,51.1,https://solanart.io/search/?token=AETte7Do1izyRe3MaFPFhZhnptQsANhKSpsRkiKcJMHF,,Mystic Red,,Hoodie,Closed,,Long Red,Neutral,Tan
3178,2.68,8349,38.61,https://solanart.io/search/?token=7bGDAbqJRYhxmCLR2ag4kBoeftPrKMWFektMb4Fa8kPX,,Black,,KAM1 Jacket,Orange,,Dreads Rose,Fang,Pale Tattooed
3184,50,1946,0,https://solanart.io/search/?token=71RtyhKbd9RGb23MqHNKAP9RYEgzC5Wf1nTruE2YVDjj,,Black,Silver Earring,Emperor Suit,Bulls Eye,,Dreads Teal,Stiched,Undead
3192,2.8,5283,51.21,https://solanart.io/search/?token=9HjUzTXwjmdoG5qbyLjo2pD7XFGb4uZcfBc81ieZD6DW,,Red,Nimbus Earring,Skeleton T Shirt,Samsara,,Dreads Purple,Goblin,Undead
3195,1.2,2613,79.24,https://solanart.io/search/?token=Ecv3vfsRgN9kdLC5WPWCUQeeqiEKqKAZBczXzusLGuna,Eyebrow Scar,Red,,Gangster Jacket,Bulls Eye,,Dreads Teal,Smirk,Tan Tattooed
3216,0.51,5793,71.82,https://solanart.io/search/?token=D1j4sTkPvzzTMAZD9GaesvmneLe36fifB2LqUMv2fkSt,,Red,Revenger Earring,Jumper Navy,Purple,,Long Red,Angry,Tan
3219,4,6535,33.58,https://solanart.io/search/?token=wJ1qHh5CMX6DwAHhPTkMGKPdLXuehyHmZHFV9MEvw9b,Bandage,Blue,,Tanktop Red,Bulls Eye,,Fox,Fang,Tan
3220,3,8430,35.04,https://solanart.io/search/?token=H5tRHHebJtxUyyVC282xxzUG29PcZEaPwKMSTR1U8ffr,,Blue,,Tanktop Black,Possessed,,Textured Purple,Neutral,Tan
3227,50,1893,0,https://solanart.io/search/?token=JDMKTAYwbj5TJYMmgUQEscTQiyVkoHFgQ2eexhhi7vic,Rope Choker,Holo,,Gi,Orange,,Ponytail White,Stiched,Undead
3251,3,2448,61.98,https://solanart.io/search/?token=qpd9bjWzsTcWPdk8D3df6sNnzzkKbPKdU9VGa4oXR7q,Ear Cuffs,Mystic Blue,,Tanktop Teal,Bulls Eye,,Spiky Blonde,Angry,Pale Tattooed
3252,3.5,4843,46.19,https://solanart.io/search/?token=HnQKog6tqZ39BAGpN4xkGtWQCBepi8kb7BdrRPch4zyV,Pain Piercing,Yellow,,Hoodie,Fire,Face Mask,Ponytail Black,,Pale
3262,8,4479,2.83,https://solanart.io/search/?token=9tATC9fJuhoP8mJ1SZynKWeN2QodkhA9vfQiSk88a179,Cheek Bandage,Black,,T Shirt Navy,Nymph,Snake Tongue,Ponytail White,,Undead
3266,2,4681,61.92,https://solanart.io/search/?token=4esyRVWTZabiSsFGwncJgR7zgKzjk2fk5TzTN7KjW4ji,,Red,Ruby Earring,Jumper Teal,Samsara,,Textured Teal,Fang,Pale
3281,1.9,4308,64.6,https://alpha.art/t/8VhsBgYaDbPGHVodR6LV1tFDBm7xzFC37T2nArLdH8Bj,Eye Patch,Blue,,Jumper Navy,Orange,,Long Red,Smirk,Undead Tattooed
3285,5,5262,29.31,https://solanart.io/search/?token=EG8fQ1JD9hprpmArWPKu9Sa4S8h9Xei8wtiUZjLoKJbq,,Yellow,Wu Zhu Earring,Tanktop Purple,Bulls Eye,,Ponytail Green,Smirk,Undead
3292,1.5,6627,58.16,https://solanart.io/search/?token=5qRfBF3P6XmGEtzpEVrTqaAAMu4aCBmVMJkawSWXide8,Oni Talisman,Red,,KAM1 Jacket,Closed,,Spiky Blue,Fang,Pale
3299,2,4989,60.54,https://solanart.io/search/?token=8W4HoGshrmHzuzgNq8Lvdj3NBLsrT8XXXJNTfCtB1D6m,,Green,Silver Earring,Shihakusho,Closed,,Man Bun Navy,Fang,Undead
3302,9.5,279,6.74,https://solanart.io/search/?token=BCobPtP66fd2mHhc4AwqLaXiqiJtaGuqZwgGjLcj8Q5i,,Yellow,Oni Earring,Raijin's Robe,Fire,,Braided,Goblin,Kyubi
3308,10,6584,0,https://solanart.io/search/?token=6eUhbhg3vSFbAPG94zwV1LvYnMcydJbrX3fRqY1udNfj,Stud,Black,,T Shirt Teal,Devil,,Samurai Bun,Angry,Undead
3314,3,3622,56.69,https://solanart.io/search/?token=6mcLeGbmadS5jPYd5qomeyEYS51bPKHMFHpye9xbCiUr,Bandage,Green,,KAM1 Jacket,Devil,Ghoul Mask,Long Cyan,,Tan
3324,20,6644,0,https://solanart.io/search/?token=6wf3yxs1R4LtpKqchZHXFWMSkaeWiBn1doCUqsaKJcao,Oni Talisman,Red,,KAM1 Jacket,Samsara,,Textured Teal,Fang,Undead
3326,2,5627,57.66,https://solanart.io/search/?token=2PS64G2RfVFfwye4veu1EahSs7eF4wA6p2jb8XNC5KQU,,Yellow,Royal Blue Earring,KAM1 Jacket,Orange,,Textured Green,Fang,Tan
3336,1.6,6666,56.99,https://solanart.io/search/?token=CWpFM7iwR77EYoZf992wJ1pSz7wr4DESPdVwqgKxmf3W,Oni Talisman,Blue,,Shihakusho,Orange,,Dreads Red,Goblin,Undead
3347,0.9,2334,83.49,https://solanart.io/search/?token=Bj2jfgNqH3XoWhqyDcfSFnT2fSypVa38Tu9GGSCMV6TQ,Rope Choker,Yellow,,Shihakusho,Possessed,Bubblegum,Dreads Rose,,Tan
3348,99,6515,0,https://solanart.io/search/?token=DSp8TkVeKFMstsNA5Tiq2Fj4oSHRAEvKQmrsfiuGx5xn,,Black,,Yukata,Odd Eye,,Police,Angry,Undead
3360,0.49,8455,60.03,https://solanart.io/search/?token=FUvJEHPnefk9StJcCkfGZApW16wuQkhqyR8ih6cHjqp7,,Purple,,Montsuki,Nymph,,Fox,Neutral,Pale
3370,3.5,6990,36.53,https://solanart.io/search/?token=5sN1jhuLNo2DtkTym7VebrZPiV2Fi15S53EpbDhdQv9P,Bandage,Black,,Suit Burgundy,Purple,,Dreads Red,Stiched,Tan
3371,2,6996,51.5,https://solanart.io/search/?token=8dF2LMYYbr1KU5Mf3aHUyhaHFpziwvJ4rN7MjsfAWhgc,Pain Piercing,Red,,Suit Classic,Samsara,,Long Teal,Stiched,Tan
3394,2,3141,68.86,https://solanart.io/search/?token=6oF1r8KQoHtqdj3TXWRrLoyjdrwit1jEdDed9DR9CJkS,Nose Ring,Blue,,Suit Purple,Orange,,Spiky Teal,Shark,Kaisen
3403,4,4451,42.96,https://solanart.io/search/?token=CF3hkiNqeQprGuwe4DGT5Tf9qAFwueD3TvmACwVAB1CD,Neck Scar,Blue,,Jumper Pink,Nymph,Cigarette,Dreads Teal,,Tan
3404,55,4051,0,https://solanart.io/search/?token=8uqXq8kTCEwpJ83GK4S96X3ezYWWcN3ggAE97FY7q3jf,,Yellow,,Rider Jacket,Purple,Face Mask,Ponytail Black,,Pale Tattooed
3413,1,4536,72.58,https://solanart.io/search/?token=BGDLz9iE3EzYqtJCaaVw9VHcPzWDkjx8fY2ipxG5jrvy,,Black,Hanbok Earring,Suit Teal,Samsara,,Man Bun Green,Smirk,Undead
3414,1.1,1371,85.83,https://solanart.io/search/?token=4CoFBqJ6hCe5ifqhhwtPCzVtgXbLRYwbdSwpJVshM3zg,,Red,Wu Zhu Earring,Suit Burgundy,Nymph,Hahoe Mask,Textured Purple,,Tan
3418,2,7669,48.47,https://solanart.io/search/?token=HXtzRyg21qrzf4D7xWywhoiFMAZ5oDPUSH2ZqwBrQjvv,Pain Piercing,Black,,Jumper Teal,Fire,,Ponytail Green,Fang,Tan
3424,1.6,1848,78.68,https://solanart.io/search/?token=J1kXHQakHP7QG265RA6Suox79YsRBKubZ7RK6t4tX6XV,Cheek Bandage,Blue,,Celestial Suit,Fire,Face Mask,Samurai Bun,,Tan
3432,2.2,7372,47.81,https://solanart.io/search/?token=afj7NRBVyRhaqqZZWiDHjGwu2C5VZec7xYLbhCB1K3p,Cheek Bandage,Green,,Suit Burgundy,Purple,,Dreads Rose,Angry,Undead
3436,3,155,72.3,https://solanart.io/search/?token=9yjREtdKz5N7ZhdwKApJxB8H64qkBNmk8yurJvg9eehN,,Mystic Red,Dragon Earring,Tanktop Purple,Elementalist,Tengu Mask,Textured Purple,,Undead
3440,1,8374,55.3,https://solanart.io/search/?token=5sQ5naEnwRWD9Fuv9UT9hp5NxGdvLkXw1KLrWsMprXYp,,Black,,Jumper Teal,Purple,Snake Tongue,Ponytail White,,Undead
