id,price,moonRank,💎 score (%),storeURL,Arsenal Back,Arsenal Front,Background,Base,Decoration,Elite,Eyes,Headwear,Nose,Outerwear,Outfit
3932,4.2,8362,44.55,https://magiceden.io/item-details/7dFcykJWBvnrQhArWCsoY298K7vwfUjtg1ASrHy32SgF,None,None,Slate Gray,Black - Default,None,,Adorable,Trucker Hat (Green),Piercing (Studded Hoop),None,Collared Shirt (Green)
3986,4.5,5363,53.55,https://magiceden.io/item-details/5QmUFRAmDnMFU13Z11bL4E6uWZKSWydoMexitmK9bePx,None,None,Aqua,Green - Side Open,None,,Possessed,Trucker Hat (Purple),Piercing (Barbell),None,Mad Matt Jacket
3988,3.3,3095,74.62,https://magiceden.io/item-details/9dqvz89kSDc6aYZFcRJG4acziaEnNZcGCrAK3Y8bnbq4,Sheathed Sword,None,Green,White - Side Open,None,,Sunken,Spring Break Visor,Heart,None,Collared Shirt (Green)
3994,66.599998,640,0,https://solanart.io/search/?token=Bq5cahGWicFHmr6LE3Dh6MxUqjX75wjdPyC5ezArMNn9,None,Harrow Staff,Blue,Red - Side Open,Face Tattoo,,Sunglasses (Big),Bow,Triangular,None,Basic Tee (Red)
4003,45,795,0,https://solanart.io/search/?token=4wuHbCjJCzrDKiS6vWMLmtUV33c9eZnQjoHLdQPEMLqH,None,Soul,Yellow,Ice - Default,None,,Coins,Ballcap (Night),Narrow,Gas Mask,Leather Jacket
4028,40,2332,0,https://solanart.io/search/?token=5QzAr4x8zmnZtn6w22q1i8mcUE4xPrS4aYuKmjd7CJUc,None,None,Red,Yellow - Open,Sigils,,Dead,Candle,Mustache,None,Hoodie (Red)
4030,4.32,6872,49.31,https://solanart.io/search/?token=rPC5J9WEW4Bdx9bnSkqwe7oHaN4UmfVeo6w6jdxLiUE,None,None,Yellow,Purple - Cigarette,None,,Button Eye,Fedora,Default,None,Star Priest
4051,4.3,8953,41.19,https://alpha.art/t/AdfEF4qDHHeKjFr1Bemcyoch8mTPpdSTzXZqcYr7TZD9,None,None,Green,Yellow - Open,None,,Angry,Conductor's Hat,Mustache,None,None
4064,11,2602,0,https://magiceden.io/item-details/ERrpABFPpKzBBP1E2SBU4wcGrcCTLaTmagr3gkGMr8Ar,None,None,Fuschia,Black - Toothy,Piercing (Left),,Parasite,Ballcap (Night),Piercing (Hoop),None,High-Collar Robes
4069,8,4354,22.58,https://solanart.io/search/?token=6YurYcsKog6kPjRPPWj3eJ72sFNhhGzofhi3QfTZsMf7,None,None,Deep Gray,Blue - Oooh,Hanging Charms,,Glasses (Half-moon),Athletic Visor,Piercing (Hoop),None,Turtleneck (Green)
4085,2.2,7491,68.04,https://solanart.io/search/?token=JD7EQQnjB6wc17yejAXkfRxUtRHSo819S7fe1w7kDRFz,None,None,Green,Red - Cracked,None,,Bored,Glowing Power Gem,Heart,None,Leather Jacket
4088,24,6752,0,https://solanart.io/search/?token=6Qvp3ERTyjnspCcFtVxuaLqTqwfseqyNYph45Bb3M88c,None,None,Sky Blue,Candy Machine - Default,None,,Eyebrow Raise,Athletic Visor,Heart,None,Tutrleneck (Black)
4091,42,412,0,https://magiceden.io/item-details/5BCBbH3hQmJzJRRudKkge6eu8UMNcRCDEJE1G7PtoJLJ,None,Soul,Slate Gray,Circuitry (Purple) - Default,Piercing (Double),,Glasses (Round),Witch,Piercing (Barbell),None,Overalls
4093,3,9770,50.92,https://magiceden.io/item-details/A3cuSRkE4tR3fLWsDCqpKJZue3KHJMrrp9WwqHgPNBXL,None,None,Red,Purple - Toothy,None,,Sunken,Tilted Halo,Default,None,Tanktop
4108,25,8914,0,https://solanart.io/search/?token=s1eDitvcM78t3BVzHDoPZKDVpDrBeGNbvX2kffVBBZ7,None,None,Red,Green - Toothy,None,,Eyeballs,Ornamental Circlet,Narrow,None,Basic Tee (Black)
4119,4.76,4825,53.1,https://solanart.io/search/?token=AM9JJ5SHSxUafSD6dTxKnBUtasPHcAVtnkE4XeKEuNia,None,None,Yellow,Blue - Cracked,Freckles,,Button Eye,Ancient Reverie,Default,None,Basic Tee (Black)
4158,5,7076,41.7,https://magiceden.io/item-details/3NQLWugu1uTQr12kfaJS6DJCYTFTK6qtVRAjorCNUwam,None,None,Bone,Black - Lockjaw,None,,Double Button Eyes,Flat Bill Cap (Coffin),Mustache,None,Tanktop
4159,4,9047,43.81,https://magiceden.io/item-details/4KgnXq5HYdcpewZaGiT6WHAxEv8iBg4xkkKfuq5BcxV4,None,None,Pink,Black - Oooh,None,,Monocle,Beanie,Narrow,None,Basic Tee (Red)
4169,4,5026,59.9,https://magiceden.io/item-details/EQo96zxaeBmRVdQ2uj31JA1zx8HoBbGAnb1GKbTJEJQC,None,None,Yellow,Green - Cracked,Hanging Charms,,Coins,Ball Cap (Skull),Triangular,None,Turtleneck (Red)
4176,30,1687,0,https://magiceden.io/item-details/48YmZsU6svp2cNHBb6H7bkEUe9Mf32yAQtzEgThGB1C2,Crucifix of the Maligned,None,Blue,Circuitry (Green) - Default,None,,Bored,Flat Bill Cap (Adventure),Mustache,None,80s Jogging Jacket
4182,10,4486,2.06,https://solanart.io/search/?token=BrsbinFgPzwYtsVphLq4PnWvdfCVtNEATHWvzzBbw4YU,Oerberus Halo,None,Slate Gray,Red - Open-minded,None,,Glasses (Round),Star,Default,None,Basic Tee (Purple)
4187,4.1,8585,44.66,https://magiceden.io/item-details/55ASk24TGWH9tRyKnHVjSgUzpcHetfpc7zpxgyBnFc5s,None,None,Yellow,Green - Open-minded,None,,Eyeballs,Jewel,Piercing (Hoop),None,Collared Shirt (Green)
4191,6.9,5206,30.18,https://magiceden.io/item-details/F5EBLUWtpv5nVTNirJDZKXY3sHzEv9gPD7q7nsADgisb,None,None,Pink,Purple - Fangs,Sigils,,Sunken,Trucker Hat (Green),Default,None,Collared Shirt (Gray)
4193,8,6422,14.31,https://solanart.io/search/?token=FbFAMVMKTi7aj4brjAmH1uQ6hCmKSwTnhv3Yrdkr9Re9,None,None,Red,Blue - Cigarette,None,,Flower Eyes,Bow,Piercing (Hoop),None,Overalls
4195,6,824,56.7,https://solanart.io/search/?token=4ndNPYcj9jip8oiZt2ZmF9U7o1WtdThZwXBUaJemdYjW,None,Soul,Purple,Green - Oooh,Piercing (Left),,Feminine,None,Heart,Reaper Hood,Basic Tee (White)
4198,16.66,3536,0,https://alpha.art/t/6AJgK5s3MUUAESteuxriQ6YjuAhSpdtuNYtiQr5BsRvd,None,None,Aqua,Yellow - Lockjaw,None,,Sunglasses (Big),Baphomet Horns (Golden),Double-Barrel,None,Power Armor
4203,5,9849,30.6,https://solanart.io/search/?token=3QD2SawABDEmN38z2VafoM1nDF7QzQE7ecRc1pbMERdG,None,None,Red,Gray - Open-minded,None,,Feminine,Crystal,Narrow,None,Collared Shirt (White)
4206,10,3613,5.55,https://alpha.art/t/fx5PUefiBP5ycHWCwH9HyPCLAweGuFsHRKHpCcozkb1,Sheathed Sword,None,Bone,Black - Side Open,None,,Angry,Stapled Dome,Double-Barrel,None,Turtleneck (Red)
4224,4.19,1053,73.89,https://magiceden.io/item-details/8yvJrWUFZPxh2tgCFWBnWsMYDSrzj3G751tM6tZ2FfL8,None,Soul,Pink,Blue - Toothy,Hanging Charms,,Possessed,Dad Hat,Narrow,None,Cyberpunk Jacket
4264,8,9261,2.96,https://solanart.io/search/?token=5XhCDT8FaNAgGGNqsXq6DRdgfbFkC3L8hFzSkCvd1h5i,None,None,Green,Gray - Sewn,None,,Default,Star,Piercing (Studded Hoop),None,Basic Tee (Black)
4309,11,1364,4.54,https://magiceden.io/item-details/6XL7KfU7B9YjZzktsoW7obTurYUTZ4X216EfHuuj8kgd,Sheathed Sword,None,Aqua,Purple - Default,None,,Eyeballs,Crystal,Heart,Gas Mask,Basic Tee (Blue)
4310,4.75,4339,55.14,https://solanart.io/search/?token=DuqUf5UVjLTVJPVjvL6Do4ndkg69r9F25waZBucUsTqx,None,None,Aqua,Purple - Cracked,None,,Double Button Eyes,None,Triangular,Reaper Hood 2 (White),Tutrleneck (Black)
4329,7.1,2542,38.83,https://solanart.io/search/?token=2N2fMi8zCFPUnQS19K4xnu44QUcjy58pSNsLQ6r67ozD,Herald's Halo,None,Aqua,Green - Open,None,,Sunglasses (Big),Flat Bill Cap (Adventure),Default,None,Overalls
4370,30,8184,0,https://magiceden.io/item-details/6kQqD6PyZwU1E6FSh7ePwUYATC656tHhwh5DGjHHLT1b,None,None,Green,Gray - Sewn,None,,Glasses (Half-frame),Cycling Cap,Piercing (Barbell),None,Tutrleneck (Black)
4380,4.5,777,71.89,https://magiceden.io/item-details/E36AFujuAN1Pn94rcjD2X9sVgdpUgR3MdwUsZkuMX4Dy,None,None,Slate Gray,White - Toothy,Face Tattoo,,Parasite,Officer's Cap,Narrow,Gas Mask,Hoodie (Pink)
4385,3.9,3412,67.35,https://solanart.io/search/?token=GaoyTpUAK3E7dLL9L8z8RENAMSfHLGvvaABDeWQ76aVv,None,None,Sky Blue,Red - Default,Face Tattoo,,Sunglasses,Trucker Hat (Dusty),Triangular,None,Basic Tee (Red)
4400,6,7529,29.88,https://magiceden.io/item-details/CRTzEfqaLx7sm1KvQroxztiTbT33pjcGKj69my1fuoCM,None,None,Green,Yellow - Cigarette,None,,Feminine,Baphomet Horns (Golden),Double-Barrel,None,Collared Shirt (Green)
4435,2.8,5900,68.4,https://magiceden.io/item-details/4scoXvVzFgd8D3Z3zc8hRSw8rQXS8o8wexNc8WAXsXnr,None,None,Green,Purple - Open,Hanging Charms,,Glasses (Half-moon),Viking's Helmet,Triangular,None,Basic Tee (Purple)
4450,22,2035,0,https://solanart.io/search/?token=9rgmJiEqMjq1RPMmjMNJQPAosM2BVGHNmwMw85cV6ni3,None,None,Deep Gray,Lunar - Default,Piercing (Left),,Button Eye,Tilted Halo,Piercing (Studded Hoop),None,Collared Shirt (Gray)
4468,12,8742,0,https://magiceden.io/item-details/PECcfFoKZ4JiFSnCx8pcqhJ7cfof7N9ZTdpa4TkuCqv,None,None,Bone,Yellow - Default,None,,Double Button Eyes,Crystal,Default,None,Robe (Blue)
4482,14.9,1760,0,https://alpha.art/t/9wUmYcK9fq2A4GHjGvTEp81LDgMZFGsDYfPMogW6W5UK,None,None,Fuschia,Red - Sewn,Face Tattoo,,Default,None,Double-Barrel,Reaper Hood 2 (White),Basic Tee (Yellow)
4493,5.07,4672,50.61,https://solanart.io/search/?token=2uQ47vvb6u9whoVsG1SXyek1RJ5v2AhdeDu96Xn2GMhH,None,None,Blue,Red - Cigarette,None,,Sunglasses,Cyberpunk Hat,Mustache,None,Samurai Armor
4511,109,5577,0,https://solanart.io/search/?token=C6GWE9YUfmVXcWr8ojNktrKq4ZTLQUuaWWNRHD5zmRcM,None,None,Slate Gray,Candy Machine - Default,None,,Occular Tech,Laurel Wreath,Heart,None,None
4525,7,5466,28.14,https://magiceden.io/item-details/HE7sfiU9ATE5miECCWjivs64XhhaRZ92f32Exa2tCcta,None,None,Fuschia,Yellow - Fangs,None,,Blindfold,Witch,Narrow,None,Explorer's Outfit
4529,9.7,5673,0.31,https://magiceden.io/item-details/Lc5ahu3T2LVPLe6HMtrikXNrtYv6mJdYePpTSW6HkJc,None,None,Yellow,White - Toothy,None,,Monocle,Explorer's Hat,Narrow,None,Explorer's Outfit
4536,10,1122,15.51,https://solanart.io/search/?token=EJy34LzQSffm8YJK5tg5vYpAZdXRkBWBW6oz34xChhUx,Draelic Nimbus,None,Bone,White - Open-minded,None,,Third Eye Open,Crystal,Heart,Gas Mask,Turtleneck (Red)
4542,17,3699,0,https://solanart.io/search/?token=GbzUEbC1yM2qMkMrDgq8HxHyrJ4LfkQ6RCF9pvE71SW6,None,None,Fuschia,Red - Oooh,Face Tattoo,,Angry,King's Crown,Narrow,None,Collared Shirt (Gray)
4543,5,9540,31.84,https://solanart.io/search/?token=DtQqbp1w8esZWHgCg9Lvd7samn2R3kFew4f3gmHpRXPC,None,None,Fuschia,Black - Gold Tooth,None,,Feminine,Stapled Dome,Default,None,Turtleneck (Green)
4549,7,9599,11.6,https://solanart.io/search/?token=8mopeg7F9GJMyaoTh6Vh5bQSdhy3uZ5ofdYFdkjV5yPb,None,None,Red,White - Side Open,None,,Eyeballs,Ballcap (Night),Heart,None,Tanktop
4562,8,2354,30.58,https://solanart.io/search/?token=9NmFZ29wubytz2k7e9dNPJZJtVn1frCeyucg2sPvtH8h,Crucifix of the Maligned,None,Pink,Black - Toothy,None,,Dead,Crimson Beret,Default,None,Blade Runner Jacket
4604,5,4067,53.73,https://solanart.io/search/?token=9Zm7MPY2oHvBKiDsZQzziX6McfJCe3djdiXMR6HMyu1h,None,None,Sky Blue,Purple - Lockjaw,Piercing (Right),,Dead,Crescent Headpiece,Triangular,None,Bowtie
4634,7,5972,26.11,https://solanart.io/search/?token=CrmTJnYXf1JgCZtBjKW5gzWYeJWex7ZsR5iFEwk8yTcm,None,None,Pink,Blue - Cigarette,Freckles,,Closed,Backwards Hat,Double-Barrel,None,Collared Shirt (Gray)
4636,9,9506,0,https://solanart.io/search/?token=9gMkphQTygefuzsfGh1zR2Q69agm86chBPN3gqL88S6u,None,None,Sky Blue,Green - Gold Tooth,None,,Red Visor,None,Heart,None,Basic Tee (Black)
4639,5.75,6047,38.31,https://solanart.io/search/?token=L7GcgWVU7m3yvBa4wXf4inrkGEYrsHH9dxuHWzZxQYG,None,None,Sky Blue,Purple - Open,Freckles,,Closed,Officer's Cap,Narrow,None,Collared Shirt (Gray)
4644,8,8005,7.98,https://magiceden.io/item-details/7NXNr85HroxstB7BTHqsTp4EmYfnaQiSf1gUiRfqxqTn,None,None,Slate Gray,Green - Cracked,None,,Default,Bowler,Narrow,None,Hoodie (Blue)
4668,3.4,7017,57.93,https://magiceden.io/item-details/G1e5Ypdt6Xv3JGGbQs9pKoDvNCSdaS6sXVsHo19fvrhx,None,None,Purple,Gray - Lockjaw,Piercing (Right),,Closed,Crystal,Triangular,None,Collared Shirt (Green)
4680,8,4228,23.09,https://magiceden.io/item-details/GTNui114RyTLBhV2LGyojPJ2eq7YE8R9ed7jyvbitJcZ,None,None,Red,Green - Cigarette,None,,Adorable,None,Double-Barrel,Reaper Hood 2,Overalls
4685,10,2248,11.01,https://magiceden.io/item-details/C7wn3VkZj6SXkHGnGGdQ4qgvVj7qDQZnAZZ2w6t5yX2o,None,Soul,Bone,Yellow - Toothy,Piercing (Right),,Eyebrow Raise,Ornamental Circlet,Triangular,None,Basic Tee (Red)
4689,45,2058,0,https://magiceden.io/item-details/EP1iV29bF7bMMXFeZhFDEg11x17nCV2ax4DcUud87sUy,Crucifix of the Maligned,None,Deep Gray,Gray - Lockjaw,None,,Red Visor,Ball Cap (Skull),Narrow,None,Hoodie (Gray)
4693,40,4366,0,https://magiceden.io/item-details/4rRSgKoDMdvSKe25UGKkVZV8zozrWc6EfF5zmkHpSTaE,None,None,Aqua,Green - Sewn,Piercing (Right),,3D Glasses,Candle,Default,None,Turtleneck (Blue)
4695,7,8034,17.86,https://solanart.io/search/?token=6V77Ki6n6NfVmHn4rtSQiyr621nPTEhxwDXLfUhcNRKJ,None,None,Deep Gray,Green - Cracked,None,,Feminine,Headband,Double-Barrel,None,Hoodie (Purple)
4702,5,5317,48.73,https://magiceden.io/item-details/GWL6oGzVt6YRgXiCVM1G2Kmh9EPbBSGNe8PEmaCfXF51,None,None,Purple,Yellow - Open-minded,None,,Closed,Star,Narrow,Gas Mask,Collared Shirt (White)
4707,15,3436,0,https://solanart.io/search/?token=6YQKQc2768mYqF2ViKjXPwWTgFaYdGjdw2wafxnetpES,None,None,Yellow,Black - Side Open,Hanging Charms,,Infernal,Horns (Small),Heart,None,Collared Shirt (Gray)
4721,42.069,4030,0,https://alpha.art/t/CQ3ZQYmMxaruLEjmhmoMXxjnMX5gFztbP8CWwE5aQfcg,None,None,Sky Blue,Red - Cracked,Piercing (Double),,Default,Fedora,Mustache,None,Tutrleneck (Black)
4729,8,6043,15.83,https://solanart.io/search/?token=5JCj7MAKVM37AEhhfSgQoVSaottSJBRxaUA2zRH7qvBq,None,None,Green,Purple - Gold Tooth,None,,Bored,Baphomet Horns (Golden),Default,None,Metal Robe
4735,69,2409,0,https://solanart.io/search/?token=8nDfas37vhcvhVoQDhu7e3viwToWyFt2MgSRynpfHj5x,Crucifix of the Maligned,None,Aqua,Black - Default,None,,Flower Eyes,Ornamental Circlet,Narrow,None,Explorer's Outfit
4763,15,9351,0,https://solanart.io/search/?token=7VcmsoKkKU7UugUdGwY9VDXySWhNkXXo1WksutsvHPfc,None,None,Slate Gray,Yellow - Cigarette,None,,Dead,Fedora,Triangular,None,Basic Tee (Blue)
4764,2.05,8381,65.98,https://magiceden.io/item-details/J81cxPKBBrwz9jrTd4sCWCjnsipfXnawAQpK3e9t7fDJ,None,None,Bone,Red - Open-minded,None,,Angry,Bow,Mustache,None,Basic Tee (Red)
4785,7,10000,10,https://magiceden.io/item-details/5rXV4nswEn3KpFcB4tNDehaF77ETqTigitpKteH8r8e9,None,None,Purple,White - Open-minded,None,,Closed,None,Default,None,Tanktop
4790,2.5,2884,83.46,https://alpha.art/t/9WtV9G88GBZkC34x3v7gRe8NhbUJzXw6CoAr91tUkwqq,Crucifix of the Maligned,None,Purple,Black - Gold Tooth,None,,Double Button Eyes,Ballcap (Planet),Double-Barrel,None,Hoodie (Pink)
4797,3.5,3466,71.14,https://magiceden.io/item-details/7annwbu1yj4sL62jJDMKspSDU55K2YZ3wmt41Z57zqt4,Draelic Nimbus,None,Slate Gray,Yellow - Toothy,None,,Eyebrow Raise,Horns (Small),Heart,None,80s Jogging Jacket
4804,8,2647,29.41,https://magiceden.io/item-details/HBxrZvhbnubwAy32MAhstDaaf6T1XQ1kqMQDwQzERK3B,None,Nephul Tablet,Green,White - Lockjaw,None,,Glasses (Half-moon),Cowboy Hat,Heart,None,Collared Shirt (White)
4805,95,410,0,https://alpha.art/t/GEney25ifgo5WUsoaCcZJKthLgTPVtoFijbWXtDMc2MG,None,Soul,Red,Yellow - Gold Tooth,Piercing (Right),,Eyepatch,Horns (Small),Heart,Goatee,Robe (White)
4835,6.9,7260,21.96,https://solanart.io/search/?token=4t9t9f9BAEQMkUe41H8pDkDLQK2M2RhS3KxJsbHAvtm4,None,None,Sky Blue,Blue - Open,None,,Scope Technology,Viking's Helmet,Double-Barrel,None,Collared Shirt (Gray)
4839,10,6890,0,https://magiceden.io/item-details/FW5nFk1fmNCMFCfURbqnVoKNeauf8kVEXQprZmBMwLDX,None,None,Purple,Black - Cracked,None,,Monocle,Beanie,Piercing (Hoop),None,Hoodie (Blue)
4840,3.9,3508,66.97,https://solanart.io/search/?token=J3pmeUVhQ3akXawDB3ccSPnx4FExcT1tq3pvQjDyfubW,Oerberus Halo,None,Sky Blue,White - Fangs,None,,Glasses (Half-frame),Dad Hat,Mustache,None,Tanktop
4844,3,1943,82.23,https://magiceden.io/item-details/GFrtaT9gWGwwSLyq4KVzL9rQueiTvj33FN8i1af7Hmn1,None,None,Fuschia,Red - Cracked,Piercing (Right),,Glasses (Round),Fez,Piercing (Studded Hoop),None,Suit
4844,3,1943,82.23,https://solanart.io/search/?token=GFrtaT9gWGwwSLyq4KVzL9rQueiTvj33FN8i1af7Hmn1,None,None,Fuschia,Red - Cracked,Piercing (Right),,Glasses (Round),Fez,Piercing (Studded Hoop),None,Suit
4851,17,7882,0,https://solanart.io/search/?token=GDHRTNbBCXEoUCDNBQtjgbPfrh2y9rnvPpnTCt5dFKXH,None,None,Purple,White - Side Open,None,,Occular Tech II,Star,Heart,None,Tutrleneck (Black)
4858,5,8708,35.17,https://solanart.io/search/?token=3fUiofaDV8vzygdcwCyAeNFxm5TwDffqg5BJWHF8EA58,None,None,Blue,Green - Gold Tooth,None,,Flower Eyes,Sailor's Cap,Double-Barrel,None,Basic Tee (Yellow)
4860,6.66,685,50.66,https://magiceden.io/item-details/8WXouZQAQWziuY6SPs9PPzBGZsVh84hEJU4ZewGEvnk3,None,Soul,Fuschia,Blue - Toothy,Face Tattoo,,Reptilian,Horns (Small),Mustache,None,Hoodie (Red)
4869,4.8,9241,35.04,https://solanart.io/search/?token=71TydmHZsew5F5QUsRUCmxGKexk2rvCRaeo8a4pU7csh,None,None,Yellow,Gray - Toothy,None,,Eyeballs,Stapled Dome,Triangular,None,Basic Tee (Purple)
4877,5,5499,48,https://solanart.io/search/?token=BFBCcaph8TsWjrnqnmquPGkrrs2rN3iSe8x6BWcK59Rf,None,None,Pink,Green - Oooh,Freckles,,Monocle,Tilted Halo,Double-Barrel,None,Basic Tee (White)
4892,2.2,9787,58.85,https://solanart.io/search/?token=44KwoRYPEmc9Y4V9hfCeVRcigQkFqWL7ErCZB2H9phxK,None,None,Sky Blue,Green - Cracked,None,,Angry,Star,Double-Barrel,None,Turtleneck (Blue)
4906,8,3809,24.76,https://alpha.art/t/EWf4Y9iY9DBcvBMKFSywu3ktnkR2ESUDUDey4Q8ghkYt,Draelic Nimbus,None,Aqua,Purple - Gold Tooth,None,,Adorable,Spring Break Visor,Triangular,None,Basic Tee (Yellow)
4913,30,281,0,https://solanart.io/search/?token=Gjs361hqy2Yk3HtmLPW5mPARJG6vJoNBUohmhDqfaAhe,Umbric Bindings,None,Deep Gray,Ancient Open,Runic Marking 3,,Ancient Fire,Small Horns (Golden),Default,None,None
4925,9.99,2979,8.18,https://magiceden.io/item-details/FkuTXmW159M3GUgrFZMs6Gjd53PPNkQfUiGdZJ2Ccar9,None,None,Sky Blue,Red - Default,Hanging Charms,,Bored,Ancient Reverie,Mustache,None,Hoodie (Pink)
4931,6,2897,48.41,https://solanart.io/search/?token=FpidC9gNzkGGQvJXKVhjR2Hd5ratMcyZXCGVppcAB3Jt,None,None,Yellow,Purple - Default,Hanging Charms,,Occular Tech,Iron Dome,Triangular,None,Basic Tee (Black)
4936,12,274,0,https://magiceden.io/item-details/4cSiLNySnd8HT68LFyhJ5HAaMbbiFHhhvEJxRTfiEwMg,Ydraxiian Bindings,None,Red,Ancient Open,Runic Marking 1,,Grinning,None,Default,Overgrown,None
4951,17.5,406,0,https://solanart.io/search/?token=Exkh9AgqJNBaKpdCj1sZR6P3tPEsKsGsgPFZyDibnpgC,Draelic Nimbus,None,Blue,Red - Oooh,Face Tattoo,,Angry,Ballcap (Night),Heart,Surgical Mask,Basic Tee (Red)
4961,300,681,0,https://magiceden.io/item-details/F9htRzwGuwzWE5EhYPgWFKqePBD8RVcDd65DPnebvmd3,None,Seer's Orb,Pink,Yellow - Cigarette,None,,Default,Exposed Brain,Narrow,None,Royal
4962,5,5351,48.6,https://magiceden.io/item-details/F3CqM6zZGUhYBq3zVUmrgEqsFgPgX8cis4DRBh1Fouu1,None,None,Sky Blue,Purple - Toothy,None,,Reptilian,Baphomet Horns,Mustache,None,Basic Tee (Blue)
4963,5,4991,50.04,https://solanart.io/search/?token=GRwPYi1umNpcJYTM7n6yK1nHxE3i7Y12QYXAiMziZ39J,None,None,Red,Green - Lockjaw,Piercing (Left),,Glasses (Half-moon),Crystal,Piercing (Hoop),None,High-Collar Robes
4967,33,6334,0,https://magiceden.io/item-details/7bdha7wfr5Zm1uMg4zo3oztDx2nZ3rok9nbUN8nhATsS,None,None,Purple,Blue - Default,None,,Monocle,None,Triangular,Reaper Hood,None
4975,10,9723,0,https://solanart.io/search/?token=A5qwDUpteBWguHhhxGiVhgiGmAoHQFifZhboAAU4Boer,None,None,Pink,Green - Gold Tooth,None,,Monocle,None,Piercing (Barbell),None,Basic Tee (Red)
4992,19,456,0,https://solanart.io/search/?token=HBDfVQcV76CnoFhQTKKFdz9wedn4Wq6p9ty9zRCGuheJ,None,Soul,Red,White - Default,Hanging Charms,,Angry,Fedora,Piercing (Hoop),Goatee,Collared Shirt (Gray)
5010,13,8112,0,https://solanart.io/search/?token=CDQvweaxLaA5VnSX3gXuMb31JA5JZeejfoxkzsYf4SEK,None,None,Yellow,Black - Cracked,None,,Feminine,Shriving Stone,Piercing (Hoop),None,Basic Tee (Purple)
5025,8,1223,35.11,https://solanart.io/search/?token=9NDNgZXjmDoPK2FfLJ65q5T3k4qybp39Aa2EnmBjKEmL,Oerberus Halo,None,Yellow,Red - Fangs,Piercing (Left),,Glasses (Half-moon),Trucker Hat (Green),Piercing (Studded Hoop),None,Basic Tee (White)
5037,6.6,3241,41.04,https://magiceden.io/item-details/CsWpsWdeECbmPw673CW7Pr4MEtKnZGnoYNNZfkeSYpoR,None,None,Pink,Yellow - Default,None,,Glasses (Round),None,Double-Barrel,Astronaut Helmet,Turtleneck (Red)
5057,14.9,2148,0,https://solanart.io/search/?token=Ei27eQ9KcAEwViqikGxgkH5ReFdtgBNG6CP5gCvHRuNj,None,Soul,Bone,Black - Open,None,,Red Visor,Ballcap (Night),Piercing (Studded Hoop),None,High-Collar Robes
5059,10,1105,15.58,https://solanart.io/search/?token=6PPmfYVHxzttHJ9t3thb91vdHzQTGqztvSVW2omQWTbL,None,None,Yellow,Blue - Cigarette,Freckles,,Glasses (Half-frame),None,Mustache,Reaper Hood 2,Astronaut
5079,6,711,57.16,https://solanart.io/search/?token=Kku4wPrfnpBbMx19qx3Kg4eisTtkVWoKE9JsSwboaWY,Crucifix of the Maligned,Seer's Orb,Fuschia,Blue - Sewn,None,,Angry,Officer's Cap,Piercing (Studded Hoop),None,Turtleneck (Red)
5107,4.5,5851,51.6,https://magiceden.io/item-details/7n4QJirs7jidAjTxVx8tvbEtXHcbSWAE1zUrgQD71j5B,None,None,Purple,Yellow - Gold Tooth,Hanging Charms,,Glasses (Half-moon),Viking's Helmet,Narrow,None,Tanktop
5111,10,4603,1.59,https://magiceden.io/item-details/Ah35ZvDGTBT4btkoPwvHszo6MnmwV6MirXxnNtqdUR2f,None,None,Deep Gray,Black - Fangs,None,,Red Visor,Laurel Wreath,Default,None,Combat Armor
5116,3,9486,52.06,https://solanart.io/search/?token=EojLAQis7dHqRCNWki3rxnuga8c9CQPLT6GUhbxzwxpd,None,None,Aqua,Blue - Sewn,None,,Adorable,Ballcap (Planet),Triangular,None,Turtleneck (Green)
5126,9.99,1495,14.12,https://magiceden.io/item-details/4ib3TiJKVwTkem6Ft8ZJKVPvepNwHnNdVcy2CP7fChoC,None,Harrow Staff,Sky Blue,Pumpkinhead - Default,None,,Dead,Bow,Narrow,None,Basic Tee (Red)
5139,6.9,8388,17.45,https://magiceden.io/item-details/6xNczvLTqtzYcZXKvNdhYM4LXwVX2iFRAVbKaCvTzKtP,None,None,Blue,Green - Sewn,None,,Double Button Eyes,None,Piercing (Hoop),None,Explorer's Outfit
5145,10,4109,3.56,https://solanart.io/search/?token=9g2uFCymzJ6whekLQCd3dikGxiR6mWgogDA9Sw6NAoNm,None,None,Fuschia,Blue - Default,Hanging Charms,,Flower Eyes,Tilted Halo,Narrow,None,Robe (Blue)
5151,8,1956,32.18,https://magiceden.io/item-details/A5WoGZ6WWbNKPbqyLHkfsjEzCMfkEEppGj6bak6fgzHE,Oerberus Halo,None,Blue,Green - Lockjaw,None,,Eyepatch,Glowing Power Gem,Default,None,Silver Armor
5157,9.2,8365,0,https://solanart.io/search/?token=7tkgETsG1g5mZCcuBH7FoLsbQtX9PKQtB2KgVBNDk8Lk,None,None,Deep Gray,Gray - Oooh,None,,Googles,Fedora,Heart,None,Collared Shirt (White)
5167,22,3214,0,https://solanart.io/search/?token=C2Bta3B3EzcpzEaJw1jHLyGUiMFXhAxA4R7jktVJBDaH,Herald's Halo,None,Sky Blue,Black - Default,None,,Angry,Tilted Halo,Heart,None,Silver Armor
5172,11.5,2163,0,https://alpha.art/t/3VGjPTcG3eZ3KVFoXgjJ65pWgf8kzCA7YWqcqi9xbrXT,Crucifix of the Maligned,None,Deep Gray,White - Oooh,None,,Glasses (Round),Backwards Hat,Mustache,None,Turtleneck (Blue)
