id,price,moonRank,💎 score (%),storeURL,BACKGROUND,BODY,EXALTED_STAT,FUR,GLASSES,HEAD,IDEA_CREDIT,MOUTH,❤️
6228,3,5189,73.15,https://solanart.io/search/?token=CRMiNsRhZvFLXxBJKSKheKox7C9Pwh1cYqtgomTTagf5,Purple,Bumbag,,Brown - Grin,Designer Glasses,Tamberine,,Lollipop - Grin,2
6229,4.6,10552,42.01,https://solanart.io/search/?token=4t2LiLC1QkWhPLdaeNbGVEBQgNvBzKKMn93DNAXURqHX,Yellow,No Traits,,Brown - Smirk,No Traits,Sock,,Rat Tail - Smirk,5
6252,3,8017,65.17,https://solanart.io/search/?token=52DsrjaQQN9JeVFdkWXJFyfCcfZ9h43c7CjsEHF27AyG,Green,T-Shirt,,Scarred Green - Smirk,No Traits,Pandos,,Rat Tail - Smirk,3
6253,225,1392,0,https://solanart.io/search/?token=Ee5KVvhGAEFjXtHqik4KXuyk2yTn15ZkTkHc9h8UP9NJ,Blue,Bandana,,Acid Trip - Grin,Swimming Goggles,No Traits,,No Traits,5
6271,3.99,3099,69.15,https://solanart.io/search/?token=6jX8XbRBpXFkqS8ZBfjvmj3dsFjyF1jWfCCD5wdu7BWy,Black,Open Shirt,,Black - Grin,Designer Glasses,Belt,,Acid - Grin,6
6302,16,3441,0,https://solanart.io/search/?token=5KL5JNjEsjprCDxxNXJPuUoPnoXv7GwJZB28tjDeuaL3,Yellow,Leather Jacket,,Brown - Smirk,Reading Glasses,Lampshade,,Burnt Spoon - Smirk,2
6315,12,9204,0,https://solanart.io/search/?token=CjJ2Av34YBr7z1Yzdtz9Zrph9p866RSusS2Z1MsB4cxF,Green,No Traits,,Green - Smirk,Reading Glasses,Degen Service Hat,,Burnt Spoon - Smirk,6
6331,4,4981,63.74,https://solanart.io/search/?token=1LLAtHbnHUrYsVtyYz7fwwHQ6wwHGhTBGXjvbD7ekrt,Black,Bandana,,Black - Smirk,No Traits,Lampshade,,Joint - Smirk,2
6336,20,1344,0,https://solanart.io/search/?token=7mq9kwbk5hzVqkpmnVLbFBUN6Jfah2koEo1o9fRDWqjn,Blue,Dress Shirt,,Fox - Grin,Reading Glasses,Lampshade,,Dynamite - Grin,3
6342,7,9130,22.03,https://solanart.io/search/?token=9JVznM6QzEuwdqxMTmPUquGhC384ZacfPGmtobg7GMtE,Purple,Knitted Vest,,Purple - Grin,No Traits,Trucker Cap,,Acid - Grin,2
6360,7,6688,28.92,https://solanart.io/search/?token=GFvqZWxi1oyNJaHXE3eXNqVowDx6si8jhXfbKkmEzzxT,Black,Mummy,,Scarred Black - Smirk,No Traits,Degen Service Hat,,Bird Foot - Smirk,2
6365,4,5047,63.55,https://solanart.io/search/?token=HJrcofyi7QHPsd3t72TycRzNPWdnYNNwBGMVAfDzuxGd,Green,Rain Jacket,,Scarred Green - Smirk,No Traits,Paint Can,,Cigarette - Smirk,6
6383,75,5368,0,https://solanart.io/search/?token=HNhcp5Jf8fU8ZmvNS93G6Um4Z5QxoetvCK3PnWtCatYb,Black,No Traits,,Black - Grin,Monocle,No Traits,,No Traits,6
6395,30,10009,0,https://solanart.io/search/?token=D4cNYnZjACWDsTaLPFRG5Q3iNiUJhinirFnEjsVH85n8,Blue,Dress Shirt,,Scarred Brown - Smirk,Trash Vipers,No Traits,,No Traits,2
6406,248,6417,0,https://solanart.io/search/?token=H6fCj9ZFggjSdK6dpyT5sViqxCK1BvsA5U7piVeP5XCc,Blue,No Traits,,Acid Trip - Smirk,Reading Glasses,No Traits,,No Traits,5
6431,2.9,11685,55.81,https://solanart.io/search/?token=Ai4m3g5odzuS3jdcT4PU3FW8iw9wa4t5x8uMtxtHQN4Q,Green,Football Jersey - Red/Blue,,Green - Smirk,No Traits,No Traits,,Burnt Spoon - Smirk,2
6440,20,2381,0,https://solanart.io/search/?token=Eky368tcfR1gvVQCiHqhBC5A2n79cZxZEEx2jnd5mjRF,Green,Vampire Cape,,Scarred Green - Smirk,No Traits,Plunger,,Crayon Shiv - Smirk,2
6452,3.58,4256,69.99,https://solanart.io/search/?token=2eiZ9WpyKUNUH7tPjszPh3767J9zrtqXXSp9qTcRFTPX,Yellow,Hockey Pads,,Brown - Smirk,No Traits,Belt,,War Medal - Smirk,5
6454,6,12415,22.75,https://solanart.io/search/?token=D3NSSeriv6NCYYn6jxsh8w8xqyEuZEFocdnR7u2eEhGu,Yellow,No Traits,,Brown - Grin,Swimming Goggles,No Traits,,No Traits,5
6497,15,13205,0,https://solanart.io/search/?token=gWCeaEwWEPpZ6H15ApGP1U4kZkVTqATuy9xFL1gDnu1,Black,No Traits,,Fox - Smirk,No Traits,Headband,,No Traits,2
6510,66,6330,0,https://solanart.io/search/?token=7cGSEqcqS9jjqwG3LDzUxvtCsd8D9csgBQCZwzZGSeCk,Black,No Traits,,Fox - Grin,No Traits,Tomato Soup,,Bone - Grin,2
6528,9,4968,13.78,https://solanart.io/search/?token=7H5GY63c2Rj7qCdjXBotd6whKSj4tDrQNAzXbVfkfkJV,Red,Chain,,Scarred Red - Smirk,No Traits,Cardboard Box,,Cigarette - Smirk,2
6574,2.08,12481,61.77,https://solanart.io/search/?token=5YPQ6usvgXWuXWk5eWdXjFHYQBVnxVTtUecHHrUeZYx5,Yellow,Hockey Pads,,Purple - Smirk,Reading Glasses,No Traits,,No Traits,5
6600,5,13680,29.18,https://solanart.io/search/?token=13kxZyES8o9XEMNVUeTqtpXJHizN7omwDe1NakHiMTsx,Blue,No Traits,,Scarred Blue - Grin,No Traits,Pot,,No Traits,5
6621,8,7385,16.95,https://solanart.io/search/?token=AtK6TEmGs5dG9CAzQtCh3g1Duy5ReEzHAcRhpPgN7pCT,Black,Knitted Vest,,Black - Smirk,No Traits,Lampshade,,Crayon Shiv - Smirk,5
6630,111,13493,0,https://solanart.io/search/?token=BySdC6K3LQVoY8PLaMCS6c8689tQRp9dXowta5KT1agk,Black,Knitted Vest,,Antique - Grin,No Traits,No Traits,,No Traits,5
6632,25052,3506,0,https://solanart.io/search/?token=9PgsJUa4n26rnki9aHA8GerxDFVncHpkpdEtKtGVkYhy,Yellow,Singlet,,Brown - Grin,Reading Glasses,Pirate Hat,,Bone - Grin,5
6649,10,5370,2.64,https://solanart.io/search/?token=H1JX47SYLwBm7cGdHcv4ans4DhFyKQFdyK6svotffs7g,Red,Denim Vest,,Scarred Red - Smirk,Trash Vipers,No Traits,,Bird Foot - Smirk,6
6663,22,8547,0,https://solanart.io/search/?token=J8hnCJcYEp2XiuScbTMRtbo7N16D52muwUHkLjEpQYnf,Black,No Traits,,Antique - Grin,No Traits,Ice Cream,,Bone - Grin,2
6675,8.88,5926,12.27,https://solanart.io/search/?token=H4FjgzFeyWGEWJX7vjxmJn6i215DCjVDPMK4HSPU6AcX,Black,Turtle Neck,,Fox - Smirk,No Traits,Pandas Pickles,,Bird Foot - Smirk,6
6697,5,14104,27.98,https://solanart.io/search/?token=Fg6Gr1ACUWjjZL4e5mTxjjoV9o6F7Lnu8B8cjetdnzyd,Green,Knitted Vest,,Purple - Grin,No Traits,No Traits,,No Traits,5
6700,799,2034,0,https://solanart.io/search/?token=AuVpDDPx9uofyMuZe2a3vzMyDht4ehotrgmL4guC5XC9,Red,Fairy Wings,,Red - Grin,Trash Vipers,No Traits,,Smashed Bottle - Grin,2
6730,12,1259,0,https://solanart.io/search/?token=C9xovaU1NeUqnNqiYp4qhxfNRaHfA2y3Tn3kocb9TN6d,Red,Overalls,,Red - Smirk,Trash Vipers,The Gambler,,Rat Tail - Smirk,4
6745,2690,3081,0,https://solanart.io/search/?token=9F3nF6Cesdm5tLJD5GneXoHRF5adT5ZsZC1Y3gJRQzJN,Green,Degen Service Polo,,Zombie - Smirk,No Traits,Degen Service Hat,,No Traits,5
6750,9.99,9493,0,https://solanart.io/search/?token=9i8GWHBWq3wU1LasK8ZfuSHJRoidyCEaVG4JSE1QKWx3,Green,Singlet,,Green - Grin,No Traits,Trucker Cap,,Bone - Grin,3
6759,10,8345,0,https://solanart.io/search/?token=2EU2UggXt7dxhMwNnZwwkmqCVgsnMUYGzFrJo8rA4AqG,Black,Bumbag,,Black - Grin,No Traits,Trash Lid,,Acid - Grin,3
6770,2.5,9509,65.96,https://solanart.io/search/?token=5oeHEmut58eFW6hwFekYaueWck4vxQd9HuuV1FFCot42,Black,No Traits,,Black - Smirk,Designer Glasses,Cardboard Box,,Bird Foot - Smirk,2
6773,60,7057,0,https://solanart.io/search/?token=8Hg2n8r4VHVbrwB1skChUptZPXwhpCQ1yFzQAE5MfzvQ,Yellow,Degen Service Polo,,Brown - Grin,No Traits,Degen Service Hat,,Bone - Grin,3
6796,5,1544,63.44,https://solanart.io/search/?token=2VghTNSRANXuJbnt9xSbVDYtsqDY34xaroNvV4rMRASg,Red,Engineer,,Black - Grin,Swimming Goggles,Tamberine,,Lollipop - Grin,2
6821,4.7,12468,35.6,https://solanart.io/search/?token=5ae67AGi3mMcJEeaWPkviBgzQKUAk8K2anqm2C2obsPG,Green,Bumbag,,Green - Smirk,No Traits,Headband,,No Traits,2
6838,5.99,12277,23.24,https://solanart.io/search/?token=A1qt2UrZu3yN3hS63vLZypnwvUBFFPKK4CGjKfADwsXM,Red,Football Jersey - Blue/White,,Red - Smirk,No Traits,Paint Can,,No Traits,2
6845,3,13509,49.66,https://solanart.io/search/?token=DiBftcbQXFq8fWGxAtrk7w9BhEWvjfarK8Txp2YPU993,Blue,Denim Vest,,Blue - Smirk,No Traits,Cardboard Box,,No Traits,2
6846,100,14159,0,https://solanart.io/search/?token=Dv95xWZNsBLP26T1BAsvAMDrunB1RpMQF38LyD572bHi,Red,No Traits,,Scarred Blue - Smirk,No Traits,No Traits,,No Traits,2
6875,2.5,9544,65.86,https://solanart.io/search/?token=5BDjC7ar1iaEAGuJ7Gha1GKU9wkncDdcshCS9HUqvHqP,Yellow,T-Shirt,,Brown - Grin,No Traits,Plunger,,Bone - Grin,2
6876,11.5,4148,0,https://solanart.io/search/?token=528rzrWEFxvbxe4XSMxNkLMMooU3uFBSBteeaNk6iR6s,Red,T-Shirt,,Red - Grin,No Traits,Takeout,,Cigar - Grin,5
6882,2.5,9394,66.28,https://solanart.io/search/?token=J2hS4GggKG4qrYicSrL2CUsNRiCHFbA16gRY7JnYD18H,Blue,Open Shirt,,Blue - Smirk,No Traits,Takeout,,Burnt Spoon - Smirk,2
6899,19,2291,0,https://solanart.io/search/?token=7hFnH5UeW9miecNw3fiHfki9tFyapP94RbpA34RQc4ou,Purple,Hockey Pads,,Purple - Grin,Trash Vipers,Degen Service Hat,,Bone - Grin,3
6910,2.5,6883,73.37,https://solanart.io/search/?token=7bAchGcV44yoPEXygamNM35Nnckcf8VfNmaMMbFFhy1T,Green,Mummy,,Green - Smirk,No Traits,Trucker Cap,,Cigarette - Smirk,2
6913,50,1386,0,https://solanart.io/search/?token=6YuX4S1vqkJjiXHhZiiGrZyvsoyQz3787qCERxpXMhwf,Red,Vampire Cape,,Fox - Smirk,No Traits,Ice Cream,,Crayon Shiv - Smirk,3
6938,3.5,11275,50.97,https://solanart.io/search/?token=FDrdoWqhQt8YFkToBzD9huVb3mHj8C45FQah29g4zgTZ,Yellow,Dress Shirt,,Brown - Smirk,No Traits,Trash Lid,,Match Stick - Smirk,2
6951,1.99,6436,79.73,https://solanart.io/search/?token=Zt2Nfjqev1hof8UvmT5j1spTvY5HhjHWtTofk3N5N7J,Purple,No Traits,,Scarred Purple - Smirk,No Traits,Cardboard Box,,Bird Foot - Smirk,
6960,9,7536,6.53,https://solanart.io/search/?token=Em1KNuXsuRvdeXuLQASmGihNc9sHzGXqD8sxTTDV6xdi,Green,Bandana,,Green - Smirk,No Traits,Paint Can,,Crayon Shiv - Smirk,3
6981,15.99,5066,0,https://solanart.io/search/?token=9Fi3z9A4vU3uSX8uTC4jzGw8gYqFjETb2ovFrC4D3Qtx,Black,Football Jersey - Red/Blue,,Antique - Smirk,Reading Glasses,Degen Service Hat,,No Traits,6
6984,5,9789,40.17,https://solanart.io/search/?token=23VnZtwnRd6PyL3uQxEEPToHVHgRwwPVmAooDC5qob9Y,Red,No Traits,,Red - Grin,Swimming Goggles,Trash Lid,,No Traits,2
6988,100,7255,0,https://solanart.io/search/?token=4BWhGvhBhaG3sB3RPTW1YvnQj1khXKb3EYXkh1W8YTi3,Yellow,Knitted Vest,,Brown - Smirk,No Traits,Tomato Soup,,Bird Foot - Smirk,3
6994,3.5,6424,64.66,https://solanart.io/search/?token=7rjqsTUkymbhSciH45vPChofM2KDvu3DzaVGSH7gKhtu,Black,No Traits,,Green - Smirk,Designer Glasses,Flat Cap,,Rat Tail - Smirk,4
7012,3,7977,65.28,https://solanart.io/search/?token=GBvnp1h6XPpAfsuqpKtk8LQtmtEW5Y5fpPB91MQqzgup,Red,Denim Vest,,Scarred Brown - Smirk,No Traits,Beret,,Rat Tail - Smirk,2
7024,9,7529,6.55,https://solanart.io/search/?token=CdDddV75PjMWys1TDTmAY5FvZTxDoe4W8dfLwwe9TTUp,Black,Denim Vest,,Black - Grin,No Traits,Road Cone,,Bone - Grin,3
7043,5,3944,56.67,https://solanart.io/search/?token=8ejVRCywbyD4FjWZhAdzg8YkL4DaTtfS4Fzd856DAdpZ,Purple,Turtle Neck,,Scarred Purple - Smirk,Star Glasses,Trash Lid,,No Traits,2
7057,7.69,6495,22.56,https://solanart.io/search/?token=6sQaQX7SaqV5kGmpmsM5FJpuWXtEiuTQCD8wMwx6Q75m,Green,Football Jersey - Blue/White,,Fox - Grin,No Traits,Boot,,No Traits,2
7064,7,12975,11.17,https://solanart.io/search/?token=Bq533MqUKQz2sWrZ646VqAeJFMpWpD2eNcDhGDEMQRgB,Green,No Traits,,Scarred Green - Grin,No Traits,Paper Bag,,No Traits,5
7071,5,8529,43.72,https://solanart.io/search/?token=3CdBdtAkp13pMW9XJPJdK1SoviuxFJMg2jwU8ue4c5eU,Black,Football Jersey - Red/Blue,,Scarred Black - Grin,No Traits,Colander,,No Traits,2
7095,444,960,0,https://solanart.io/search/?token=GhEBHsRSytno46U4LsBoTgNdxSfKfuUc2FfpQEMmzWuw,Red,Denim Vest,,Red - Smirk,Star Glasses,Flat Cap,,Match Stick - Smirk,6
7100,3,6107,70.56,https://solanart.io/search/?token=44M23fsPj23WruYVnTTqwpSuv1JSGj9rQ816PaC9F1Z9,Black,Hockey Pads,,Blue - Smirk,No Traits,Trucker Cap,,War Medal - Smirk,2
7110,7,6045,30.73,https://magiceden.io/item-details/4cRnhMnpxdYZfdttDBGmAbthyid9wJHLTi3yybtMNMTX,Black,Knitted Vest,,Scarred Black - Smirk,No Traits,Sombrero,,Match Stick - Smirk,5
7114,4.5,9868,44.94,https://solanart.io/search/?token=D9puBfN6UVbyxwnM5Ji9d5cjsveEQcVV1jnjvhZXmfJM,Red,Hockey Pads,,Red - Smirk,No Traits,Tamberine,,Match Stick - Smirk,2
7136,4.5,9241,46.71,https://solanart.io/search/?token=9xpvc1eZw52Fqa5SzcTVjjTgpJMwYGyJhfBtLnCyaCWy,Red,Open Shirt,,Red - Smirk,No Traits,Headband,,Match Stick - Smirk,2
7137,25,9334,0,https://solanart.io/search/?token=44gDaKWpDj387zTB9qQiDzUafwNF8D8mmmdBVaUNbgmU,Yellow,No Traits,,Fox - Smirk,Designer Glasses,Headband,,No Traits,6
7141,4.9,6407,50.71,https://solanart.io/search/?token=C1tVkeVaAbqHbKgbh4ko5jz6JvPuLkGxuhiUt8k63aQm,Yellow,Dress Shirt,,Scarred Brown - Smirk,No Traits,Colander,,Burnt Spoon - Smirk,5
7164,3,11831,54.4,https://solanart.io/search/?token=4xvQnDsjwp451NKtWDqEyrcSfRNT6NHCpHzZ8SuLs1hT,Black,Hockey Pads,,Scarred Blue - Smirk,No Traits,Lampshade,,No Traits,2
7174,12.9,4222,0,https://solanart.io/search/?token=9Ps89pEQQGy6b7CrqNBLKRfHtBC3Mw89s9rqFtibcQKo,Black,Fishing Vest,,Black - Smirk,No Traits,Takeout,,Joint - Smirk,2
7176,299,522,0,https://solanart.io/search/?token=HUbGRM4AqgRz8cnu89qXGvp6FDKe7z5x3ttPhLqsJeUN,Black,Prom King,,Antique - Smirk,No Traits,The Gambler,,Cigarette - Smirk,2
7180,3.5,13027,46.02,https://solanart.io/search/?token=9CdTgpbExMkdDrb7q8ATCW4gS4EZvEGAwPiuXag75xvk,Blue,Bumbag,,Blue - Grin,No Traits,Plunger,,No Traits,6
7182,2.99,3313,78.55,https://solanart.io/search/?token=Qt5rsZ4s2xhenknXgYXyivxddE5LSfFZoySDrdu1erz,Red,Bandana,,Red - Smirk,Star Glasses,Boot,,No Traits,6
7192,3.99,6832,58.61,https://solanart.io/search/?token=BAngdeU1xnMHGPQtJ9SW3btsTiSZkHmbEEsL3ibwWs6E,Black,Fairy Wings,,Black - Grin,Designer Glasses,Paint Can,,No Traits,5
7200,4,10008,49.55,https://solanart.io/search/?token=6mo2GMQH6CfzEjrgJJoPMQpWHxNhc5eYbMwVRq8wKrFr,Purple,Overalls,,Purple - Smirk,Reading Glasses,Trash Lid,,No Traits,2
7202,1.85,10520,69.6,https://magiceden.io/item-details/HHJ6gK3zaAaz9R3wazgLRDonKptXyHDpA4E4NSGEqDU6,Blue,Knitted Vest,,Blue - Smirk,No Traits,Tamberine,,Burnt Spoon - Smirk,2
7229,9,4610,14.79,https://solanart.io/search/?token=nqTEyiJwJ1awHiYqa99HGxLcoxSHCURiV3K1ESqoWJg,Green,Denim Vest,,Green - Grin,Designer Glasses,Belt,,Lollipop - Grin,2
7230,4.69,2777,63.06,https://solanart.io/search/?token=EMfZ3iiw1cvUTUazifucJ1d3Ti6snydxHtcU3fhSUkho,Yellow,Knitted Vest,,Scarred Brown - Smirk,No Traits,Colander,,Match Stick - Smirk,
7287,475,312,0,https://solanart.io/search/?token=8yrrHm25eZFwa2kQpbu83R2QMQPSWjjJuUvoLeFDTFan,Blue,Admiral,,Blue - Smirk,No Traits,Sock,,Joint - Smirk,6
7292,4.3,6562,56.28,https://solanart.io/search/?token=64kqergUNPZaPVDWDHmZtc5vJhF3bmho1f9CeNZVpV5D,Purple,Football Jersey - Blue/White,,Scarred Purple - Grin,No Traits,Paint Can,,Lollipop - Grin,2
7314,1.95,8108,75.41,https://magiceden.io/item-details/BmwTS12714vKgETDzbAvK3WiydK4RSP9UjwTGVp52WRu,Green,No Traits,,Green - Smirk,Reading Glasses,Boot,,Rat Tail - Smirk,2
7324,4,8119,54.88,https://solanart.io/search/?token=ETYjgugy5hxn8d5NxS9uVba4q5SSUJwhtn1Sf3ADq5V2,Purple,Dress Shirt,,Scarred Purple - Smirk,No Traits,Lampshade,,Burnt Spoon - Smirk,4
7347,6.9,11353,16.75,https://solanart.io/search/?token=2NgYRX9CZ666yzVGR5gjE58Qtd23uPHTeWyv3ZLBcP5W,Red,Engineer,,Red - Grin,No Traits,No Traits,,Bone - Grin,2
7360,5,5423,52.49,https://solanart.io/search/?token=AJLchXQFMq1XzsN7j2wjKRBqVwo6mLKuTv1apfcmbK9a,Black,Xmas Sweater,,Scarred Purple - Smirk,No Traits,No Traits,,Joint - Smirk,5
7373,6,12306,23.06,https://alpha.art/t/D7tMxvishVMzcJ8t4b2o9ThnEEXAqKzotJ5CCQEpqYip,Green,Engineer,,Green - Grin,No Traits,Trucker Cap,,No Traits,3
7406,4.12,9084,50.96,https://solanart.io/search/?token=DPGnMzYvPD2SJLR2BRH2Qxp88VyphWqBpM6YWwBKccSd,Black,Fairy Wings,,Black - Grin,No Traits,No Traits,,Acid - Grin,6
7414,5,4071,56.31,https://solanart.io/search/?token=7oXrCxUVfi62xqCek5HcF8BmaBtgepkWYunzy9FgbBgV,Blue,Turtle Neck,,Scarred Blue - Grin,No Traits,Road Cone,,Dynamite - Grin,3
7423,7,13401,9.97,https://solanart.io/search/?token=28Bo3wy3brpYZiZeTkxDmpJET2k99T9WJAWSFRBCFR2K,Yellow,Dress Shirt,,Green - Smirk,No Traits,No Traits,,Rat Tail - Smirk,3
7424,3.6,4803,68.24,https://solanart.io/search/?token=Fop8scRayya5mkteJ1JV6NG7BKc8hEi679tvZxJnCV36,Green,Open Shirt,,Green - Smirk,Reading Glasses,Takeout,,Burnt Spoon - Smirk,2
7428,4,12397,42.8,https://solanart.io/search/?token=9Yt2o9csdpJTzUM6tamLbgdCPXsPJXv1LDTGbZP9e5Mb,Green,Hoodie,,Scarred Green - Smirk,No Traits,Cardboard Box,,No Traits,2
7432,20,7749,0,https://solanart.io/search/?token=Uhz3bySzuSFw8jgJvuhCaieX6gwNF9RCuMen8eUNqAK,Blue,Fishing Vest,,Blue - Grin,Designer Glasses,Lampshade,,No Traits,5
7435,3.85,3947,68.16,https://solanart.io/search/?token=84EpzcXmKY4uyhLu2FsthUxhVKcXQPAx1cVqXNw5SWQy,Green,Toga,,Green - Grin,No Traits,Cardboard Box,,Acid - Grin,4
7437,2.1,6847,77.47,https://solanart.io/search/?token=7jTt3w1wW5YQEDxNEbzq34SJUaqb5KcQKcrdFwsP8aqg,Green,Leather Jacket,,Green - Grin,No Traits,Tamberine,,Bone - Grin,3
7447,50,4852,0,https://solanart.io/search/?token=gs3QZ2t5gDe2VkJ2XT5Ax6fLvLHx2LuYsY38PG6VQnX,Black,Chain,,Black - Smirk,No Traits,Sock,,Rat Tail - Smirk,2
7449,9.99,10296,0,https://solanart.io/search/?token=FCTfReZ2WgzMiGGvStiRVxrLycTsi9B2idGzPK2ZShHV,Yellow,Rain Jacket,,Brown - Grin,No Traits,Headband,,No Traits,6
7477,15,1089,0,https://solanart.io/search/?token=4n7AA4gJRVaEviMSoh7U83URW48kd4AkJcppWYWv6rdM,Black,Designer Jacket,,Blue - Grin,Swimming Goggles,The Gambler,,No Traits,3
7487,1.79,11217,68.23,https://magiceden.io/item-details/5pWbrmMapmWNwcGzCsw4goUGEwHRaSRhxzzJxoJE1G8G,Purple,Leather Jacket,,Purple - Grin,No Traits,No Traits,,Bone - Grin,2
7561,2.98,4848,74.31,https://solanart.io/search/?token=H9psJftrkLurBFoxFSo4szQ21okfVhyLB4aDqmz8agV2,Yellow,Bumbag,,Brown - Grin,No Traits,Pandas Pickles,,Smashed Bottle - Grin,6
7567,30,6991,0,https://solanart.io/search/?token=AG1bAUdZaBdtzMuvdyqDmNkgJcYmW6dWuztg78UvVsGH,Black,Dress Shirt,,Black - Smirk,No Traits,Tomato Soup,,Bird Foot - Smirk,6
7616,5.5,8937,37.57,https://solanart.io/search/?token=Fmpz69rC6woBEvUYo1bFQNhrHsGt2RNNLNRE1dVH82RK,Red,Overalls,,Scarred Black - Grin,No Traits,Paper Bag,,No Traits,6
7626,5,7654,46.19,https://solanart.io/search/?token=5QTanWosDvd3wyJMQjY8yRtzZbgrb4yPNedSUsNgzzRc,Blue,Toga,,Scarred Blue - Grin,Designer Glasses,No Traits,,No Traits,2
7662,8,6382,19.78,https://solanart.io/search/?token=Bj8GqNrseCenGTAe3DbbZL8mKrABuR9EGtmN7yWznbH2,Red,Bumbag,,Red - Grin,No Traits,Cardboard Box,,Smashed Bottle - Grin,3
7671,75,22,0,https://solanart.io/search/?token=BCogriJnzeCzinShfYrpLVGk8L9U8wCr5rv5N27W7pQY,Yellow,Xmas Sweater,,Scarred Brown - Grin,Monocle,Pirate Hat,,Dirty Fiat - Grin,5
7685,70,12297,0,https://solanart.io/search/?token=9n4bFbdMqoS5DsEVdpacnruBsYv8Tf1sEhVX2STULMg5,Green,No Traits,,Green - Grin,No Traits,Paint Can,,Bone - Grin,3
7688,50,8071,0,https://solanart.io/search/?token=CiGjtjMreqMS8BUvDsCS3QUptewY7aFFJ2kBHKRo8yiw,Red,Open Shirt,,Scarred Red - Smirk,Designer Glasses,Ice Cream,,No Traits,4
7715,3,12255,53.2,https://solanart.io/search/?token=5JQFKGsaSzDkTpZgnkkJdgHVvjUHW8JZyQmp9R2LbDc3,Blue,Dress Shirt,,Scarred Blue - Grin,No Traits,Trucker Cap,,No Traits,4
7734,5,12040,33.81,https://solanart.io/search/?token=DU86NxErAWjveJ2i91LtggigZCZsGZ9AnrQBToCqcyYR,Red,Engineer,,Brown - Grin,No Traits,Pot,,No Traits,3
7735,69,350,0,https://solanart.io/search/?token=4guKx8G7yDHKkZ8VydK41E8gbWR6BMCVS734qNfbLpRJ,Black,Leather Jacket,,Black - Grin,Designer Glasses,The Gambler,,Dirty Fiat - Grin,3
7751,4.2069,5128,61.25,https://solanart.io/search/?token=D46dRSYMtmDV4J2Ejj8WMLcrnUJFL9arqHHAhYiWzsVD,Yellow,Designer Jacket,,Brown - Smirk,No Traits,Trucker Cap,,Cigarette - Smirk,3
7762,18.879999,759,0,https://solanart.io/search/?token=D4oLAs8HnF7mgzj2x62sVFRLfu7Juyu6eBahfDmvvgEF,Blue,Engineer,,Blue - Grin,Swimming Goggles,Sock,,Lollipop - Grin,3
7774,18,1370,0,https://solanart.io/search/?token=25mFssapnzA2cgYzszEq6MENicVYwnYtfoBnCckUnMF1,Yellow,Engineer,,Brown - Smirk,Star Glasses,Degen Service Hat,,Rat Tail - Smirk,5
7775,35,4905,0,https://solanart.io/search/?token=BP6mQEcfMCKZKkgp6qa1tvrTk3cdQczp7PHQQFgpr5Ev,Green,Bumbag,,Green - Grin,No Traits,Sombrero,,Bone - Grin,3
7777,2,7392,76.93,https://magiceden.io/item-details/CmRqzduopJhqpfLyRtdo9QGCLjmxhoh9bPNjvNoeH194,Red,Denim Vest,,Red - Smirk,No Traits,Headband,,Cigarette - Smirk,3
7780,7.95,11682,5.32,https://solanart.io/search/?token=9NeX6sCqpzhi7kohdEiF2fyky3QaK2vVHvti5ssBju8W,Black,Bandana,,Fox - Smirk,No Traits,No Traits,,Match Stick - Smirk,3
7781,6.69,11868,17.4,https://solanart.io/search/?token=4hzMXTxhS9QiMHSeVNxERVmKVNcVE4UM4N2posuRjtnp,Green,Turtle Neck,,Scarred Green - Smirk,No Traits,Pirate Hat,,No Traits,3
7784,16,6136,0,https://solanart.io/search/?token=8TGjzZ7ZDvbKiJZqHbMGZdEo6ixUhpqvZu47HDfJAkXt,Blue,Fishing Vest,,Scarred Blue - Grin,No Traits,Pandos,,Lollipop - Grin,4
7791,20,10577,0,https://solanart.io/search/?token=GF5ayqfVSxTsJc9f2Ne3TXsJHJvVbtvNTBKwdrJo8ZCM,Green,No Traits,,Green - Smirk,No Traits,Tomato Soup,,Bird Foot - Smirk,3
7793,9,4000,16.51,https://solanart.io/search/?token=4cmY9JVrHCFrRhtRUHRCYdYQ6BUKEL3KKDnFJDyB4ERY,Red,Singlet,,Red - Smirk,No Traits,Boot,,Joint - Smirk,3
7799,11,3032,0,https://solanart.io/search/?token=97PuP7Qouxyosqcoom4vrH1Coh6v273zVA5W3ivvbKir,Yellow,Hoodie,,Brown - Grin,No Traits,Pot,,Dirty Fiat - Grin,3
7814,35,11060,0,https://solanart.io/search/?token=4ycbgT3jKMMYadaFTYoUFGuTfF3Qo5Zhe2KcCuRKdMEf,Black,Bandana,,Antique - Grin,No Traits,Trash Lid,,No Traits,5
7823,4.11,12682,40.9,https://solanart.io/search/?token=9motPLNQ7B2RPZgUPDKyLoiRiSeYsgk7i9k5buXeiPdC,Red,Singlet,,Blue - Grin,No Traits,Tamberine,,No Traits,6
7831,9.69,8060,0,https://solanart.io/search/?token=5wmkko1bW138a8htJ5hzpdBQZEaQ1NdU6M8EEN3fxmYn,Green,Degen Service Polo,,Green - Smirk,No Traits,Pot,,Burnt Spoon - Smirk,5
7852,14,9697,0,https://solanart.io/search/?token=94ymGYwizMq87Sbpgyaer2zEJ3adjTpeQU4kd6pVaayo,Black,Crayon Farmer,,Black - Smirk,No Traits,Beret,,No Traits,3
